YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1980,L,anduj001,R,L,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1980,L,anduj001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,L,brusw001,R,L,5,3,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1980,L,brusw001,R,R,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,L,bystm001,R,L,15,14,5,7,2,0,0,0,2,1,0,0,0,0,0,0,0
1980,L,bystm001,R,R,10,9,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
1980,L,carls001,L,L,16,11,1,1,0,0,0,0,0,5,0,3,0,0,0,0,0
1980,L,carls001,L,R,38,33,10,14,2,1,0,0,3,3,1,3,1,0,1,1,0
1980,L,chril101,R,L,17,12,4,7,1,1,0,0,1,5,3,1,1,0,0,0,0
1980,L,chril101,R,R,11,10,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
1980,L,davir001,R,L,8,8,2,5,0,0,1,0,1,0,0,2,1,0,0,0,0
1980,L,davir001,R,R,7,5,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1980,L,forsk001,R,L,15,14,6,6,0,0,0,0,2,0,0,2,0,0,1,0,0
1980,L,forsk001,R,R,21,20,4,9,0,1,1,0,4,1,0,4,0,0,0,0,0
1980,L,gossr001,R,L,2,2,2,5,0,0,1,0,3,0,0,0,0,0,0,0,0
1980,L,gossr001,R,R,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,L,guidr001,L,L,6,5,2,3,1,0,0,0,2,1,0,1,0,0,0,0,0
1980,L,guidr001,L,R,11,8,3,5,2,0,0,0,2,3,1,1,0,0,0,0,0
1980,L,gural001,L,L,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1980,L,gural001,L,R,34,32,10,19,3,0,2,0,2,1,0,3,0,0,1,0,0
1980,L,johnt001,L,L,11,10,3,3,0,0,0,0,0,1,0,1,1,0,0,0,0
1980,L,johnt001,L,R,17,17,5,9,1,0,1,0,1,0,0,2,0,0,0,0,0
1980,L,lacof001,R,L,9,8,4,5,1,0,0,0,0,1,1,0,0,0,0,0,0
