YEAR,PHASE,RESP_BAT_ID,RESP_BAT_HAND_CD,RESP_PIT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2009,D,abreb001,L,L,5,2,2,3,1,0,0,0,0,3,0,0,0,0,0,0,0
2009,D,abreb001,L,R,8,7,3,4,1,0,0,0,1,1,0,0,0,0,0,0,0
2009,D,ankir001,L,R,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009,D,atkig001,R,L,11,11,3,5,2,0,0,0,2,0,0,3,0,0,0,0,0
2009,D,atkig001,R,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,aybae001,L,R,8,8,3,5,0,1,0,0,2,0,0,1,0,0,0,0,0
2009,D,aybae001,R,L,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,barmc001,R,L,9,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009,D,barmc001,R,R,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,D,bay-j001,R,L,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2009,D,bay-j001,R,R,7,6,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0
2009,D,belim001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,bellr002,R,R,13,11,3,3,0,0,0,0,1,2,0,5,0,0,0,0,0
2009,D,blakc001,R,R,13,11,3,3,0,0,0,0,1,2,0,1,0,0,0,0,0
2009,D,blanj001,R,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,broxj001,R,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cabrm002,L,R,8,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2009,D,cabrm002,R,L,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2009,D,cabro001,R,L,6,5,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
2009,D,cabro001,R,R,9,8,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2009,D,cairm001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cairm001,R,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,canor001,L,L,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,canor001,L,R,8,8,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0
2009,D,carpc002,R,L,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2009,D,carpc002,R,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cooka002,R,L,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cuddm001,R,L,6,6,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0
2009,D,cuddm001,R,R,8,8,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,damoj001,L,L,6,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,damoj001,L,R,7,6,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
2009,D,derom001,R,L,7,7,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,derom001,R,R,6,6,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
2009,D,dobbg001,L,R,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,drewj001,L,L,4,4,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0
2009,D,drewj001,L,R,6,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2009,D,ellsj001,L,L,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,ellsj001,L,R,7,6,1,3,0,1,0,0,0,0,0,2,0,0,0,0,1
2009,D,ethia001,L,L,3,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,ethia001,L,R,11,9,5,14,1,1,2,0,3,1,0,1,0,1,0,0,0
2009,D,felip001,R,R,15,14,3,4,1,0,0,0,0,1,0,3,1,0,0,0,0
2009,D,figgc001,L,R,9,8,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
2009,D,figgc001,R,L,5,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2009,D,fowld001,L,R,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,fowld001,R,L,16,12,3,3,0,0,0,0,2,1,0,2,1,0,1,2,0
2009,D,franb001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,furcr001,L,R,14,12,6,8,0,1,0,0,2,1,0,1,0,0,0,1,0
2009,D,giamj001,L,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,giamj001,L,R,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,D,glaut001,R,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,gomec002,R,R,6,4,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
2009,D,gonza002,R,L,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,gonza002,R,R,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,gonzc001,L,L,16,15,9,11,2,0,0,0,0,1,0,1,0,0,0,0,0
2009,D,gonzc001,L,R,3,2,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0
2009,D,guerv001,R,L,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2009,D,guerv001,R,R,8,7,4,4,0,0,0,0,2,1,0,0,0,0,0,0,0
2009,D,hamec001,L,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,hammj002,R,L,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,happj001,L,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,harrb001,R,L,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2009,D,harrb001,R,R,7,7,2,4,0,1,0,0,1,0,0,1,0,0,0,0,0
2009,D,hawpb001,L,L,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,hawpb001,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,heltt001,L,L,15,13,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
2009,D,heltt001,L,R,4,3,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
2009,D,hollm001,R,L,7,6,2,5,0,0,1,0,1,0,0,2,0,1,0,0,0
2009,D,hollm001,R,R,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,howar001,L,L,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,howar001,L,R,14,12,6,9,3,0,0,0,6,1,1,3,0,0,0,1,0
