YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1989,L,bathb001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1989,L,bellg001,7,8,8,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
1989,L,bellg001,10,13,12,2,5,0,0,1,0,2,0,0,2,0,0,0,1,0
1989,L,bielm001,1,5,5,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0
1989,L,bordp001,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1989,L,branj001,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1989,L,butlb001,8,22,19,4,4,0,0,0,0,0,3,1,3,0,0,0,0,0
1989,L,cansj001,9,19,16,5,8,0,0,1,0,3,3,0,6,0,0,0,0,0
1989,L,cansj001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1989,L,clarw001,3,22,20,13,24,3,1,2,1,8,2,0,2,0,0,0,0,0
1989,L,dawsa001,9,22,19,2,3,1,0,0,0,3,2,1,6,1,1,0,0,0
1989,L,downk001,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1989,L,dunss001,6,20,19,6,6,0,0,0,0,0,1,0,1,1,0,0,0,0
1989,L,felij001,9,11,11,3,4,1,0,0,0,3,0,0,2,0,0,0,0,0
1989,L,fernt001,6,21,20,7,10,3,0,0,0,1,1,0,2,0,0,0,0,0
1989,L,gallm001,4,7,5,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0
1989,L,gallm001,6,6,6,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0
1989,L,garrs001,1,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1989,L,giraj001,2,12,10,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0
1989,L,gracm001,3,22,17,11,19,3,1,1,0,8,4,2,1,0,0,0,1,0
1989,L,grubk001,5,21,17,5,6,1,0,0,0,1,3,1,2,1,0,0,1,0
1989,L,hassr001,2,8,6,1,1,0,0,0,0,1,1,0,2,1,0,0,1,0
1989,L,hendd001,8,21,19,5,11,3,0,1,0,1,2,0,5,0,0,0,0,0
1989,L,hendr001,7,23,15,6,15,1,1,2,0,5,7,0,0,0,1,0,0,0
1989,L,javis001,9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1989,L,kennt001,2,17,16,3,4,1,0,0,0,0,1,1,4,0,0,0,0,0
1989,L,lacom001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,L,lancl001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1989,L,lansc001,5,13,11,5,5,0,0,0,0,4,2,0,1,0,0,0,0,0
1989,L,law-v001,5,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1989,L,law-v001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1989,L,lee-m001,4,8,8,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1989,L,lirin001,4,9,7,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0
1989,L,littg001,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,L,maddg002,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,L,maldc001,9,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1989,L,maldc001,11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
