YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1978,L,beatj001,R,L,12,10,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0
1978,L,beatj001,R,R,11,8,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0
1978,L,birdd101,R,L,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,L,birdd101,R,R,3,3,1,4,0,0,1,0,2,0,0,1,0,0,0,0,0
1978,L,brusw001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,L,brusw001,R,R,9,8,2,3,1,0,0,0,1,1,1,0,1,0,0,0,0
1978,L,carls001,L,R,36,34,8,14,3,0,1,0,4,2,0,8,2,0,0,0,0
1978,L,chril101,R,L,5,4,2,4,0,1,0,0,1,1,0,1,0,0,0,0,0
1978,L,chril101,R,R,17,17,5,14,1,1,2,0,5,0,0,2,0,0,0,0,0
1978,L,clayk101,R,L,7,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1978,L,clayk101,R,R,7,6,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
1978,L,eastr101,R,L,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1978,L,eastr101,R,R,5,5,3,6,0,0,1,0,1,0,0,1,0,0,0,0,0
1978,L,figue101,R,L,4,3,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0
1978,L,figue101,R,R,5,5,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0
1978,L,forst001,L,R,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1978,L,gossr001,R,L,9,9,2,2,0,0,0,0,1,0,0,3,0,0,0,0,0
1978,L,gossr001,R,R,6,6,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1978,L,guidr001,L,L,7,6,2,4,0,1,0,0,0,1,0,1,0,0,0,0,0
1978,L,guidr001,L,R,23,23,5,6,1,0,0,0,1,0,0,6,0,0,0,0,0
1978,L,gural001,L,L,13,11,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1978,L,gural001,L,R,15,15,3,3,0,0,0,0,2,0,0,2,2,0,0,0,0
1978,L,hootb001,R,L,10,10,4,4,0,0,0,0,1,0,0,3,0,0,0,0,0
1978,L,hootb001,R,R,13,12,6,8,0,1,0,0,3,0,0,2,1,0,0,1,0
1978,L,hougc001,R,L,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,L,hougc001,R,R,4,4,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0
1978,L,hraba101,L,L,6,6,2,5,0,0,1,0,4,0,0,1,0,0,0,0,0
1978,L,hraba101,L,R,6,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1978,L,huntj101,R,L,12,11,6,19,2,1,3,0,3,1,0,2,0,0,0,0,0
1978,L,huntj101,R,R,14,12,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0
1978,L,johnt001,L,R,30,28,4,4,0,0,0,0,0,2,0,4,3,0,0,0,0
1978,L,leond001,R,L,32,30,9,19,2,1,2,0,3,2,0,10,0,0,0,0,0
1978,L,leond001,R,R,19,19,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0
1978,L,lercr001,L,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,L,lercr001,L,R,21,20,7,14,1,0,2,0,3,0,0,0,1,0,1,0,0
1978,L,lyles101,L,L,3,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1978,L,lyles101,L,R,4,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1978,L,mcgrt001,L,L,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1978,L,mcgrt001,L,R,21,16,3,6,0,0,1,0,2,5,0,2,0,0,0,0,0
