YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1982,R,aased001,empty,99,87,23,29,3,0,1,0,1,12,0,19,0,0,0,0,0
1982,R,aased001,loaded,7,6,1,1,0,0,0,0,3,1,0,2,0,0,0,0,0
1982,R,aased001,menon,113,98,22,37,3,0,4,0,22,11,2,21,5,0,4,0,0
1982,R,aased001,scoring,63,56,12,23,2,0,3,0,19,7,2,12,2,0,0,0,0
1982,R,agosj001,empty,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1982,R,agosj001,menon,11,11,5,6,1,0,0,0,3,0,0,1,0,0,0,0,0
1982,R,agosj001,scoring,8,8,3,4,1,0,0,0,3,0,0,1,0,0,0,0,0
1982,R,alexd001,empty,166,159,47,88,11,3,8,0,8,7,0,17,0,0,0,0,0
1982,R,alexd001,loaded,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
1982,R,alexd001,menon,127,113,34,64,6,3,6,0,41,7,2,9,3,0,4,3,0
1982,R,alexd001,scoring,82,72,22,40,5,2,3,0,34,6,2,7,0,0,1,3,0
1982,R,allen001,empty,124,116,31,36,2,0,1,0,1,8,0,30,0,0,0,0,0
1982,R,allen001,loaded,18,16,8,12,1,0,1,1,20,1,0,1,0,0,0,1,0
1982,R,allen001,menon,155,128,34,49,3,0,4,1,41,22,5,29,5,1,3,1,0
1982,R,allen001,scoring,102,85,21,30,3,0,2,1,37,16,5,20,4,0,0,1,0
1982,R,altap001,empty,76,70,21,28,5,1,0,0,0,6,0,10,0,0,0,0,0
1982,R,altap001,loaded,6,5,1,1,0,0,0,0,2,0,0,2,0,0,0,1,0
1982,R,altap001,menon,93,76,20,27,1,0,2,0,24,8,3,16,3,1,4,4,0
1982,R,altap001,scoring,54,46,15,21,0,0,2,0,23,4,3,10,0,0,0,4,0
1982,R,alvaj001,empty,11,11,5,7,2,0,0,0,0,0,0,2,0,0,0,0,0
1982,R,alvaj001,loaded,1,1,1,4,0,0,1,1,4,0,0,0,0,0,0,0,0
1982,R,alvaj001,menon,18,15,3,6,0,0,1,1,7,2,1,4,1,0,1,0,0
1982,R,alvaj001,scoring,15,12,3,6,0,0,1,1,7,2,1,3,0,0,1,0,0
1982,R,andeb101,empty,178,159,44,60,7,0,3,0,3,18,0,24,0,1,0,0,0
1982,R,andeb101,loaded,8,7,2,3,1,0,0,0,6,0,0,0,1,0,0,1,0
1982,R,andeb101,menon,175,154,40,49,6,0,1,0,35,12,2,20,9,0,5,4,0
1982,R,andeb101,scoring,98,88,23,26,3,0,0,0,31,6,2,12,2,0,0,4,0
1982,R,andel001,empty,188,173,53,89,10,1,8,0,8,12,0,19,0,3,0,0,0
1982,R,andel001,loaded,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1982,R,andel001,menon,166,149,47,86,15,0,8,0,50,11,1,13,9,1,2,3,0
1982,R,andel001,scoring,99,88,29,56,9,0,6,0,43,8,1,6,4,0,0,3,0
1982,L,anduj001,empty,17,15,4,4,0,0,0,0,0,2,0,3,0,0,0,0,0
1982,R,anduj001,empty,673,642,147,198,22,4,7,0,7,26,0,86,0,5,0,0,0
1982,W,anduj001,empty,35,34,6,10,1,0,1,0,1,1,0,3,0,0,0,0,0
1982,R,anduj001,loaded,7,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1982,L,anduj001,menon,8,8,2,2,0,0,0,0,1,0,0,1,3,0,0,0,0
1982,R,anduj001,menon,383,345,90,126,18,3,4,0,62,24,7,51,17,2,8,4,0
1982,W,anduj001,menon,14,13,4,5,1,0,0,0,1,0,0,1,1,0,0,1,0
1982,L,anduj001,scoring,5,5,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1982,R,anduj001,scoring,222,199,45,59,6,1,2,0,49,15,7,33,3,0,4,4,0
1982,W,anduj001,scoring,5,4,2,2,0,0,0,0,1,0,0,1,0,0,0,1,0
1982,R,aponl001,empty,171,158,40,52,6,0,2,0,2,13,0,24,0,0,0,0,0
1982,R,aponl001,loaded,11,9,3,3,0,0,0,0,8,0,0,0,0,0,0,2,0
1982,R,aponl001,menon,178,159,38,54,7,0,3,0,41,12,3,20,9,0,5,2,0
1982,R,aponl001,scoring,108,95,26,34,5,0,1,0,36,9,3,13,2,0,2,2,0
1982,R,armsm001,empty,248,227,48,69,8,2,3,0,3,20,0,43,0,1,0,0,0
1982,R,armsm001,loaded,18,16,5,15,1,0,3,3,19,0,0,3,1,1,0,1,0
1982,R,armsm001,menon,218,182,40,65,5,1,6,3,54,23,4,32,6,2,4,7,0
1982,R,armsm001,scoring,140,114,29,49,3,1,5,3,52,18,4,22,2,1,0,7,0
1982,R,arrof001,empty,84,78,23,33,1,0,3,0,3,5,0,11,0,1,0,0,0
1982,R,arrof001,loaded,7,6,3,6,0,0,1,1,9,0,0,0,2,0,0,1,0
1982,R,arrof001,menon,71,60,17,30,4,0,3,1,25,8,1,2,9,0,1,2,0
1982,R,arrof001,scoring,48,40,12,18,3,0,1,1,20,6,1,2,5,0,0,2,0
1982,R,auguj001,empty,143,131,37,70,8,2,7,0,7,11,0,11,0,1,0,0,0
1982,R,auguj001,loaded,11,10,2,6,1,0,1,1,10,0,0,0,0,0,0,1,0
1982,R,auguj001,menon,127,105,26,48,4,0,6,1,37,15,2,11,7,1,2,4,0
1982,R,auguj001,scoring,83,65,15,33,3,0,5,1,35,12,2,8,1,0,2,4,0
1982,R,bahns101,empty,48,43,11,15,2,1,0,0,0,5,0,9,0,0,0,0,0
1982,R,bahns101,loaded,3,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1982,R,bahns101,menon,50,43,10,12,2,0,0,0,8,6,2,5,1,0,0,1,0
1982,R,bahns101,scoring,32,26,5,6,1,0,0,0,8,5,2,3,1,0,0,1,0
1982,R,bailh101,empty,25,24,5,5,0,0,0,0,0,1,0,3,0,0,0,0,0
1982,R,bailh101,loaded,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1982,R,bailh101,menon,12,9,1,1,0,0,0,0,2,1,1,0,1,0,1,1,0
1982,R,bailh101,scoring,5,3,1,1,0,0,0,0,2,1,1,0,0,0,0,1,0
1982,L,baird001,empty,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,R,baird001,empty,211,195,45,70,5,1,6,0,6,15,0,37,0,1,0,0,0
1982,W,baird001,empty,6,6,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
1982,L,baird001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,R,baird001,loaded,13,10,3,5,2,0,0,0,8,0,0,0,2,0,0,3,0
1982,W,baird001,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1982,L,baird001,menon,6,2,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0
1982,R,baird001,menon,161,132,24,38,7,2,1,0,24,21,13,31,6,0,4,4,0
1982,W,baird001,menon,4,2,1,1,0,0,0,0,2,2,0,1,0,0,0,0,0
1982,L,baird001,scoring,5,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
1982,R,baird001,scoring,107,83,15,24,5,2,0,0,20,19,13,20,4,0,1,4,0
1982,W,baird001,scoring,3,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0
1982,R,bakes101,empty,57,56,18,29,1,2,2,0,2,1,0,8,0,0,0,0,0
1982,R,bakes101,loaded,1,1,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0
1982,R,bakes101,menon,53,48,12,17,2,0,1,0,12,3,0,6,2,0,1,1,0
1982,R,bakes101,scoring,28,24,5,6,1,0,0,0,9,2,0,3,1,0,1,1,0
1982,R,ballj001,empty,19,17,3,4,1,0,0,0,0,1,0,4,0,1,0,0,0
1982,R,ballj001,menon,16,14,4,7,0,0,1,0,4,1,0,3,0,0,1,0,0
1982,R,ballj001,scoring,13,12,3,6,0,0,1,0,4,1,0,3,0,0,0,0,0
1982,R,bannf001,empty,630,581,143,240,33,2,20,0,20,46,0,128,0,3,0,0,0
