YEAR,PHASE,RESP_BAT_ID,RESP_PIT_ID,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2004,D,ameza001,foulk001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,ameza001,lowed001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,D,ameza001,schic002,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,andeg001,arrob001,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,andeg001,embra001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,andeg001,foulk001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,andeg001,martp001,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,andeg001,myerm001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,andeg001,schic002,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,andem003,brazy001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,andem003,limaj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,andem003,weavj002,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,ausmb001,alfoa001,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,ausmb001,byrdp001,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,ausmb001,cruzj005,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,ausmb001,grybk001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,ausmb001,ortir001,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,ausmb001,reitc001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,ausmb001,smolj001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,ausmb001,wrigj002,2,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0
2004,D,backb001,byrdp001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,D,bagwj001,alfoa001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,bagwj001,byrdp001,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,bagwj001,cruzj005,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2004,D,bagwj001,grybk001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,bagwj001,hampm001,4,3,1,4,0,0,1,0,1,1,0,1,0,0,0,0,0
2004,D,bagwj001,ortir001,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,D,bagwj001,reitc001,2,2,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0
2004,D,bagwj001,smolj001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,bagwj001,thomj005,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,bagwj001,wrigj002,5,5,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0
2004,D,bellm002,colob001,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,bellm002,donnb001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,bellm002,escok001,3,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
2004,D,bellm002,gregk001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,bellm002,ortir002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,bellm002,rodrf003,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2004,D,bellm002,shies002,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2004,D,bellm002,washj001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,belta001,eldrc001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,belta001,hared001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,belta001,isrij001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,belta001,kingr001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,belta001,marqj001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,belta001,morrm001,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2004,D,belta001,suppj001,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2004,D,belta001,willw001,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,beltc001,alfoa001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,beltc001,byrdp001,2,2,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0
2004,D,beltc001,cruzj005,2,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0
2004,D,beltc001,grybk001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,beltc001,hampm001,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2004,D,beltc001,ortir001,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,beltc001,reitc001,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,D,beltc001,smolj001,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2004,D,beltc001,thomj005,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,beltc001,wrigj002,6,6,5,14,0,0,3,0,4,0,0,0,0,0,0,0,0
2004,D,berkl001,alfoa001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,berkl001,byrdp001,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,berkl001,cruzj005,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,berkl001,grybk001,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,berkl001,hampm001,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2004,D,berkl001,martt003,2,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2004,D,berkl001,ortir001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
