YEAR,PHASE,RESP_BAT_ID,RESP_PIT_ID,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2009,D,abreb001,beckj002,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,abreb001,buchc001,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,abreb001,lestj001,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2009,D,abreb001,papej001,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2009,D,abreb001,ramir003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,abreb001,wagnb001,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,ankir001,broxj001,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009,D,atkig001,blanj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,atkig001,durbc001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,atkig001,hamec001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,atkig001,happj001,2,2,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0
2009,D,atkig001,lee-c003,7,7,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
2009,D,aybae001,bardd001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,aybae001,beckj002,3,3,2,4,0,1,0,0,2,0,0,0,0,0,0,0,0
2009,D,aybae001,buchc001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,aybae001,lestj001,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,aybae001,papej001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,barmc001,blanj001,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,D,barmc001,durbc001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,barmc001,hamec001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,barmc001,happj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,barmc001,lee-c003,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,barmc001,madsr001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,barmc001,myerb001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,bay-j001,fuenb001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,bay-j001,jepsk001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,bay-j001,kazms001,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,bay-j001,lackj001,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,bay-j001,weavj003,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2009,D,belim001,blanj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,bellr002,boggm001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,bellr002,carpc002,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2009,D,bellr002,franr001,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,D,bellr002,mcclk001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,bellr002,mottj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,bellr002,pinej001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,bellr002,smolj001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,bellr002,waina001,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009,D,blakc001,boggm001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,blakc001,carpc002,3,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,D,blakc001,franr001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,blakc001,mcclk001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,blakc001,pinej001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,blakc001,smolj001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,blakc001,waina001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,blanj001,contj002,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,broxj001,boggm001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cabrm002,blacn001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cabrm002,duenb001,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cabrm002,guerm001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cabrm002,lirif001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cabrm002,mahar001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cabrm002,nathj001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cabrm002,pavac001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cabrm002,raucj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cabro001,aceva001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cabro001,burna001,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,cabro001,chamj002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cabro001,hughp001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cabro001,petta001,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,cabro001,rivem002,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cabro001,sabac001,3,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cairm001,beimj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cairm001,belim001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cairm001,streh001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,canor001,blacn001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,canor001,duenb001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,canor001,lirif001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,canor001,mahar001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,canor001,nathj001,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,D,canor001,pavac001,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,D,canor001,raucj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,carpc002,weavj002,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,carpc002,wolfr001,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2009,D,cooka002,hamec001,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cuddm001,burna001,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cuddm001,hughp001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cuddm001,petta001,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,cuddm001,rivem002,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cuddm001,robed002,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,cuddm001,sabac001,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,D,damoj001,blacn001,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,D,damoj001,duenb001,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,damoj001,guerm001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,damoj001,lirif001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,damoj001,mahar001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,D,damoj001,mijaj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D,damoj001,pavac001,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2009,D,derom001,broxj001,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2009,D,derom001,kersc001,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
