YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1996,D,alicl001,4,12,11,2,4,2,0,0,0,0,1,0,4,0,0,0,0,0
1996,D,alomr001,4,20,17,5,8,0,0,1,0,4,2,0,3,0,0,0,1,0
1996,D,aloms001,2,16,16,2,2,0,0,0,0,3,0,0,2,0,0,0,0,0
1996,D,andeb001,8,21,17,5,11,0,0,2,0,4,2,0,3,0,1,0,1,0
1996,D,ashba002,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1996,D,ashlb001,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1996,D,bellj002,7,18,15,3,9,0,0,2,1,6,3,1,2,0,0,0,0,0
1996,D,benea001,1,3,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1996,D,blauj001,6,11,9,1,1,0,0,0,0,0,1,0,3,0,1,0,0,0
1996,D,boggw001,5,13,12,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0
1996,D,bonib001,9,19,15,3,9,0,0,2,1,5,4,0,6,0,0,0,0,0
1996,D,camik001,5,12,10,3,12,0,0,3,0,3,2,1,5,0,0,0,0,0
1996,D,candc001,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,D,castj004,4,6,5,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
1996,D,ciana001,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,D,clard001,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1996,D,clarw001,3,19,16,2,2,0,0,0,0,0,3,1,2,1,0,0,0,0
1996,D,clayr001,6,9,6,2,2,0,0,0,0,0,3,0,1,0,0,0,0,0
1996,D,curtc001,8,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1996,D,deshd001,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,D,devem001,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,D,duncm001,4,17,16,5,5,0,0,0,0,3,0,0,4,0,1,0,0,0
1996,D,dye-j001,9,11,11,2,5,0,0,1,0,1,0,0,6,0,0,0,0,0
1996,D,elstk001,6,15,12,4,6,2,0,0,0,0,3,0,2,0,0,0,0,0
1996,D,fielc001,10,12,11,4,7,0,0,1,0,4,1,0,2,0,0,0,0,0
1996,D,finls001,8,13,12,1,1,0,0,0,0,1,0,0,4,0,1,0,0,0
1996,D,flahj001,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,D,franj002,3,13,12,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0
1996,D,franj002,10,4,3,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
1996,D,gaetg001,5,11,11,1,4,0,0,1,0,3,0,0,3,0,0,0,0,0
1996,D,gagng001,6,11,11,3,4,1,0,0,0,0,0,0,5,0,0,0,0,0
1996,D,gallm001,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,D,gantr001,7,13,10,4,8,1,0,1,0,4,2,0,0,1,1,0,0,0
1996,D,gileb002,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,D,giraj001,2,13,9,2,2,0,0,0,0,0,4,0,1,0,0,0,0,0
1996,D,glavt001,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
1996,D,gomec001,6,12,12,2,2,0,0,0,0,1,0,0,4,0,0,0,0,0
1996,D,gonzj002,9,19,16,7,22,0,0,5,0,9,3,1,2,0,0,0,0,0
1996,D,greer001,7,19,16,2,2,0,0,0,0,0,3,0,3,1,0,0,0,0
1996,D,grism001,8,13,12,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
1996,D,gwync001,11,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,D,gwynt001,9,14,13,4,5,1,0,0,0,1,0,0,2,0,0,1,0,0
1996,D,hamid001,8,20,19,3,3,0,0,0,0,0,0,0,2,0,0,1,0,0
1996,D,hamij002,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1996,D,hansd001,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,D,hansd001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,D,hayec001,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,D,hayec001,11,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1996,D,hendr001,7,14,12,4,7,0,0,1,0,1,2,0,3,0,0,0,0,0
1996,D,hoilc001,2,10,7,1,1,0,0,0,0,0,2,0,3,0,1,0,0,0
1996,D,hoilc001,11,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1996,D,hollt001,7,12,12,4,7,3,0,0,0,1,0,0,3,0,0,0,0,0
1996,D,honer001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
