game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
NLS198407100,evt,1984-07-10,0,SFO02,A,0,ALS,NLS,1,0,1,0,1,32,32,1,7,13,3,0,1,0,1,,0,0,11,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,24,34,32,3,2,8,15,1,0,2,0,2,0,10,0,0,0,0,0,0,0,0,0,8,6,,,1,24,36,24,10,2,0,0,0
ATL198404030,evt,1984-04-03,0,ATL01,R,1,ATL,PHI,1,0,1,0,1,32,31,0,4,4,0,0,0,0,0,,1,0,8,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,27,39,33,5,4,10,14,1,0,1,0,3,0,5,0,1,1,1,0,0,0,2,1,9,10,,,1,27,45,27,17,1,0,0,0
ATL198404040,evt,1984-04-04,0,ATL01,R,1,ATL,PHI,1,1,0,0,1,32,29,4,5,12,1,0,2,0,4,,1,0,8,0,0,1,1,0,0,0,4,1,1,0,1,1,1,1,0,1,27,34,30,0,0,6,6,0,0,0,0,4,0,6,2,0,0,0,0,0,0,3,0,11,7,,,1,27,41,27,14,0,3,0,0
ATL198404060,evt,1984-04-06,0,ATL01,R,1,ATL,MON,1,0,1,0,1,38,35,5,9,13,4,0,0,0,4,,3,0,6,1,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,41,39,8,4,14,22,2,0,2,0,1,0,8,0,0,1,0,0,0,0,0,0,10,6,,,1,27,39,27,10,2,2,0,0
ATL198404070,evt,1984-04-07,0,ATL01,R,1,ATL,MON,1,0,1,0,1,37,31,2,6,9,0,0,1,0,2,,5,0,6,1,1,0,0,1,1,0,8,1,1,0,0,0,1,0,1,0,27,43,38,7,7,13,22,3,0,2,0,3,0,3,1,0,2,0,0,0,0,0,0,11,9,,,1,27,43,27,15,1,1,0,0
ATL198404080,evt,1984-04-08,0,ATL01,R,1,ATL,MON,1,1,0,0,1,39,29,6,7,11,1,0,1,0,6,,8,0,3,1,0,0,2,2,0,0,9,1,1,0,0,0,1,1,0,1,27,35,31,2,2,6,7,1,0,0,0,4,0,6,2,0,0,0,0,0,0,2,2,11,8,,,1,27,39,27,11,1,2,0,0
ATL198404100,evt,1984-04-10,0,ATL01,R,1,ATL,NYN,1,0,1,0,1,33,30,2,5,8,0,0,1,0,2,,3,0,4,0,0,0,0,0,1,0,4,1,1,0,0,0,1,0,1,0,27,37,32,4,4,8,14,0,0,2,0,3,0,2,0,0,1,1,0,0,0,2,2,12,11,,,1,27,41,27,14,0,0,0,0
ATL198404110,evt,1984-04-11,0,ATL01,R,1,ATL,NYN,1,0,1,0,1,34,30,1,5,5,0,0,0,0,1,,4,0,4,2,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,48,41,6,1,10,10,0,0,0,0,5,1,10,0,2,0,0,0,0,0,2,0,11,6,,,1,27,43,27,11,5,0,0,0
SDN198404120,evt,1984-04-12,0,SAN01,R,0,ATL,SDN,1,0,1,0,1,33,30,1,5,8,3,0,0,0,1,,2,1,3,1,0,1,0,0,0,0,5,1,1,0,0,0,1,0,1,0,24,35,34,6,5,11,16,2,0,1,0,0,0,4,1,0,1,0,0,1,0,2,0,8,8,,,1,24,40,24,14,2,1,0,0
SDN198404130,evt,1984-04-13,0,SAN01,R,0,ATL,SDN,1,0,1,0,1,34,31,2,6,9,0,0,1,0,2,,2,0,8,1,0,1,0,0,0,0,5,1,1,0,0,0,1,0,1,0,24,31,27,5,5,7,9,0,1,0,0,0,0,3,1,0,1,3,0,0,0,1,0,9,9,,,1,24,36,24,11,1,1,0,0
