game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
OAK202007240,evt,2020-07-24,0,OAK01,R,0,ANA,OAK,1,0,1,0,1,44,36,3,7,10,0,0,1,0,3,,6,1,8,0,1,0,1,0,0,0,11,1,1,0,0,0,1,0,1,0,28,41,33,7,6,7,16,1,1,2,1,7,0,11,1,1,0,0,0,2,0,5,2,1,14,169,98,1,28,32,28,4,0,1,0,0
OAK202007250,evt,2020-07-25,0,OAK01,R,0,ANA,OAK,1,1,0,0,1,33,32,4,6,12,3,0,1,0,4,,1,0,6,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,1,27,34,32,1,1,6,7,1,0,0,0,1,0,8,1,1,0,0,0,1,0,1,0,5,13,139,94,1,27,33,27,6,0,1,0,0
OAK202007260,evt,2020-07-26,0,OAK01,R,0,ANA,OAK,1,0,1,0,1,36,35,4,9,12,0,0,1,0,4,,0,0,4,0,0,0,1,1,0,0,5,1,1,0,0,0,1,0,1,0,24,33,28,6,6,7,10,0,0,1,0,5,0,5,2,0,0,0,0,0,0,2,1,6,10,131,79,1,24,32,24,8,0,2,0,0
OAK202007270,evt,2020-07-27,0,OAK01,R,0,ANA,OAK,1,0,1,0,1,38,35,0,9,11,2,0,0,0,0,,3,0,12,1,0,0,0,0,0,0,11,1,1,0,0,0,1,0,1,0,24,33,29,3,3,6,10,1,0,1,0,3,0,12,0,0,0,1,0,1,0,1,0,2,10,141,88,1,24,26,24,2,0,0,0,0
ANA202007280,evt,2020-07-28,0,ANA01,R,1,ANA,SEA,1,1,0,0,1,43,33,10,11,21,1,0,3,0,10,,8,0,5,0,1,0,1,0,0,0,9,1,1,0,0,0,1,1,0,0,27,36,34,2,1,7,11,1,0,1,0,2,0,11,2,0,0,0,0,0,0,2,0,9,5,144,97,1,27,39,27,10,2,2,0,0
ANA202007290,evt,2020-07-29,0,ANA01,R,1,ANA,SEA,1,0,1,0,1,40,35,7,8,19,2,0,3,0,7,,5,0,8,1,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,43,37,10,9,13,18,2,0,1,0,5,0,9,0,0,0,1,0,0,1,5,2,8,8,178,113,1,27,37,27,10,0,0,0,1
ANA202007300,evt,2020-07-30,0,ANA01,R,1,ANA,SEA,1,0,1,0,1,34,32,5,5,12,1,0,2,0,5,,2,0,8,1,0,0,0,1,0,0,2,1,1,0,0,0,1,0,1,0,27,41,35,8,8,10,17,1,0,2,0,5,0,11,0,0,1,0,0,0,0,2,0,8,6,153,103,1,27,35,27,8,0,0,0,0
ANA202007310,evt,2020-07-31,0,ANA01,R,1,ANA,HOU,1,0,1,0,1,45,33,6,8,16,3,1,1,0,5,,12,0,9,3,0,0,0,0,0,0,12,1,1,0,0,0,1,0,1,0,27,48,37,9,7,11,14,3,0,0,0,7,0,5,1,2,0,2,0,2,0,14,4,6,14,175,103,1,27,37,27,7,3,1,0,0
ANA202008010,evt,2020-08-01,0,ANA01,R,1,ANA,HOU,1,1,0,0,1,40,36,5,9,12,1,1,0,0,5,,2,1,9,0,0,0,2,0,0,0,6,1,1,0,0,0,1,1,0,0,30,44,40,4,4,11,18,1,0,2,0,4,1,11,1,0,0,0,0,1,0,3,0,7,10,164,99,1,30,42,30,10,2,1,0,0
ANA202008020,evt,2020-08-02,0,ANA01,R,1,ANA,HOU,1,0,1,0,1,50,39,5,6,10,1,0,1,1,5,,11,2,14,0,0,0,0,2,0,0,12,1,1,0,0,0,1,0,1,0,33,50,41,6,4,11,16,2,0,1,0,8,0,9,1,0,0,1,0,1,0,8,1,8,13,205,123,1,33,42,33,9,0,1,0,0
