game.key,game.date,game.number,site.key,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
BR2187205070,1872-05-07,0,,1,BR2,BS1,1,0,1,0,1,,37,3,5,5,0,0,0,,2,,0,,0,0,0,0,0,0,0,,7,1,1,1,0,0,0,0,1,0,27,,,23,0,22,35,3,5,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,64,27,14,23,0,0,7
BR2187205200,1872-05-20,0,,1,BR2,CL1,1,0,1,0,1,,35,7,6,7,1,0,0,,3,,4,,4,0,0,0,0,1,1,,5,1,1,1,0,0,0,0,1,0,27,,,16,0,19,26,5,1,0,0,1,,0,,0,0,0,,3,0,,,,,,,1,27,50,27,11,12,2,0,1
BL1187206130,1872-06-13,0,,0,BR2,BL1,1,0,1,0,1,,45,7,9,,,,0,,4,,0,,0,0,0,0,0,,,,11,1,1,1,0,0,0,0,1,0,27,,,17,0,13,,,,1,0,0,,0,,0,0,0,,,0,,,,,,,1,27,51,27,14,10,1,0,
PH1187206150,1872-06-15,0,,0,BR2,PH1,1,0,1,0,1,,32,1,3,3,0,0,0,,0,,0,,2,1,0,0,0,0,1,,4,1,1,1,0,0,0,0,1,0,27,,,11,0,14,16,2,0,0,0,0,,0,,0,0,0,,1,0,,,,,,,1,27,44,27,9,8,2,0,0
BS1187206170,1872-06-17,0,,0,BR2,BS1,1,0,1,0,1,,38,4,10,,1,,,,2,,0,,0,0,0,0,0,,,,7,1,1,1,0,0,0,0,1,0,27,,,6,0,8,,1,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,53,27,18,8,,0,
BS1187206180,1872-06-18,0,,0,BR2,BS1,1,0,1,0,1,,37,6,9,9,0,0,0,,4,,0,,0,0,0,0,0,,,,4,1,1,1,0,0,0,0,1,0,27,,,20,0,20,30,3,2,1,0,0,,0,,0,0,0,,,0,,,,,,,1,27,,27,14,,0,0,
NY2187207020,1872-07-02,0,,0,BR2,NY2,1,1,0,0,1,,47,11,16,19,1,1,0,,10,,0,,0,0,0,0,0,0,0,,9,1,1,1,0,0,0,1,0,0,27,,,10,0,13,17,2,1,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,49,27,13,9,1,0,1
BR2187207050,1872-07-05,0,,1,BR2,CL1,1,1,0,0,1,,43,10,12,17,1,2,0,,7,,3,,0,0,0,0,0,,,,8,1,1,1,0,0,0,1,0,0,27,,,3,0,5,5,0,0,0,0,1,,0,,0,0,0,,,0,,,,,,,1,27,49,27,14,8,,0,
BR2187207080,1872-07-08,0,,1,BR2,NY2,1,0,1,0,1,,38,10,9,12,3,0,0,,4,,5,,0,0,0,0,0,,0,,6,1,1,1,0,0,0,0,1,0,27,,,17,0,18,27,4,1,1,0,5,,0,,0,0,0,,2,0,,,,,,,1,27,58,27,19,12,0,0,0
BR2187207290,1872-07-29,0,,1,BR2,BS1,1,0,1,0,1,,51,12,17,20,1,1,0,,7,,0,,1,0,0,0,0,1,1,,6,1,1,1,0,0,0,0,1,0,33,,,17,0,24,26,2,0,0,0,3,,1,,0,0,0,,1,0,,,,,,,1,33,58,33,18,7,0,0,0
NY2187208010,1872-08-01,0,,0,BR2,NY2,1,0,1,0,1,,38,4,8,8,0,0,0,,2,,0,,0,0,0,0,0,0,1,,7,1,1,1,0,0,0,0,1,0,27,,,5,0,10,11,1,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,1,27,45,27,17,1,0,0,1
BS1187208020,1872-08-02,0,,0,BR2,BS1,1,0,1,0,1,,34,3,7,8,1,0,0,,1,,0,,0,0,0,0,0,0,0,,4,1,1,1,0,0,0,0,1,0,27,,,26,0,26,40,4,5,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,48,27,12,9,0,0,
BS1187208030,1872-08-03,0,,0,BR2,BS1,1,0,1,0,1,,35,1,6,7,1,0,0,,0,,0,,1,0,0,0,0,1,0,,7,1,1,1,0,0,0,0,1,0,27,,,8,0,13,15,2,0,0,0,1,,0,,0,0,0,,2,0,,,,,,,1,27,48,27,13,8,0,0,0
BR2187208060,1872-08-06,0,,1,BR2,MID,1,1,0,0,1,,48,15,14,16,0,1,0,,9,,2,,0,0,0,0,0,0,0,,8,1,1,1,0,0,0,1,0,0,27,,,8,0,17,19,2,0,0,0,1,,0,,0,0,0,,1,0,,,,,,,1,27,51,27,14,10,2,0,2
BR2187208070,1872-08-07,0,,1,BR2,BL1,1,1,0,0,1,,43,10,13,14,1,0,0,,4,,2,,2,0,0,0,0,2,1,,8,1,1,1,0,0,0,1,0,0,27,,,8,0,11,15,2,1,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,44,27,8,9,1,0,1
MID187208090,1872-08-09,0,,0,BR2,MID,1,1,0,0,1,,45,11,17,,,,,,6,,,,,0,0,0,0,,,,,1,1,1,0,0,0,1,0,0,27,,,8,0,15,,,,,0,,,,,0,0,0,,,0,,,,,,,1,27,,,,,,0,
BR2187208140,1872-08-14,0,,1,BR2,BS1,1,0,1,0,1,,37,6,12,14,2,0,0,,2,,0,,1,0,0,0,0,3,1,,4,1,1,1,0,0,0,0,1,0,27,,,12,0,14,22,3,1,1,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,48,27,11,10,0,0,1
BR1187208190,1872-08-19,0,,0,BR2,BR1,1,0,1,0,1,,39,3,8,11,3,0,0,,3,,1,,2,0,0,0,0,0,0,,7,1,1,1,0,0,0,0,1,0,30,,,4,0,10,11,1,0,0,0,1,,1,,0,0,0,,0,0,,,,,,,1,30,56,30,21,5,1,0,2
BR2187208220,1872-08-22,0,,1,BR2,NY2,1,0,1,0,1,,36,4,10,12,0,1,0,,4,,0,,1,0,0,0,0,2,1,,5,1,1,1,0,0,0,0,1,0,27,,,15,0,16,21,3,1,0,0,0,,0,,0,0,0,,2,0,,,,,,,1,27,51,27,12,12,0,0,2
BR2187208280,1872-08-28,0,,1,BR2,PH1,1,0,1,0,1,,47,12,16,18,2,0,0,,11,,0,,0,0,0,0,0,1,0,,8,1,1,1,0,0,0,0,1,0,27,,,26,0,25,27,2,0,0,0,3,,5,,0,0,0,,0,0,,,,,,,1,27,51,27,10,14,0,0,3
BL1187209050,1872-09-05,0,,0,BR2,BL1,1,0,1,0,1,,36,2,10,13,1,1,0,,2,,0,,0,0,0,0,0,0,0,,7,1,1,1,0,0,0,0,1,0,27,,,10,0,14,16,0,1,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,48,27,13,8,0,0,0
BL1187209060,1872-09-06,0,,0,BR2,BL1,1,0,1,0,1,,40,6,11,11,0,0,0,,5,,0,,0,0,0,0,0,0,1,,7,1,1,1,0,0,0,0,1,0,27,,,18,0,17,19,2,0,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,52,27,12,13,0,0,
PH1187209070,1872-09-07,0,,0,BR2,PH1,1,0,1,0,1,,37,3,6,6,0,0,0,,1,,0,,,0,0,0,0,,,,7,1,1,1,0,0,0,0,1,0,27,,,8,0,15,19,4,0,0,0,1,,0,,0,0,0,,2,0,,,,,,,1,27,50,27,14,9,1,0,0
BR2187209110,1872-09-11,0,,1,BR2,BR1,1,1,0,0,1,,53,19,22,28,4,1,0,,13,,0,,0,0,0,0,0,,,,7,1,1,1,0,0,0,1,0,0,27,,,17,0,16,19,1,1,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,55,27,18,10,0,0,
NY2187209140,1872-09-14,0,,0,BR2,NY2,1,0,1,0,1,,30,0,5,5,0,0,0,,0,,0,,1,2,0,0,0,0,1,,3,1,1,1,0,0,0,0,1,0,27,,,7,0,10,12,2,0,0,0,1,,2,,0,0,0,,1,0,,,,,,,1,27,43,27,13,3,0,0,0
BR2187209160,1872-09-16,0,,1,BR2,NY2,1,0,1,0,1,,36,4,8,8,0,0,0,,2,,0,,1,2,0,0,0,0,0,,5,1,1,1,0,0,0,0,1,0,27,,,12,0,15,15,0,0,0,0,0,,0,,0,0,0,,2,0,,,,,,,1,27,52,27,10,15,0,0,1
BR2187209180,1872-09-18,0,,1,BR2,PH1,1,0,1,0,1,,38,4,8,8,0,0,0,,2,,0,,0,0,0,0,0,,,,7,1,1,1,0,0,0,0,1,0,27,,,13,0,15,17,0,1,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,50,27,14,9,1,0,
BR2187209280,1872-09-28,0,,1,BR2,NY2,1,1,0,0,1,,43,9,14,,,,,,5,,0,,0,0,0,0,0,,,,7,1,1,1,0,0,0,1,0,0,27,,,5,0,6,,,,,0,0,,1,,0,0,0,,2,0,,,,,,,1,27,40,27,11,2,,0,
NY2187210020,1872-10-02,0,,0,BR2,NY2,1,0,1,0,1,,33,2,5,,,,,,1,,0,,0,0,0,0,0,,,,5,1,1,1,0,0,0,0,1,0,27,,,10,0,10,,,,,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,56,27,21,8,,0,
BR2187210050,1872-10-05,0,,1,BR2,BL1,1,0,1,0,1,,41,14,12,16,2,1,0,,3,,1,,4,0,0,0,0,4,3,,1,1,1,1,0,0,0,0,1,0,27,,,39,0,42,51,5,2,0,0,0,,0,,0,0,0,,1,0,,,,,,,1,27,64,27,19,18,1,0,2
BR2187210090,1872-10-09,0,,1,BR2,BS1,1,1,0,0,1,,36,6,9,11,2,0,0,,1,,0,,1,0,0,0,0,1,1,,3,1,1,1,0,0,0,1,0,0,27,,,3,0,12,14,0,1,0,0,0,,1,,0,0,0,,0,0,,,,,,,1,27,45,27,15,3,0,0,1
BR1187210210,1872-10-21,0,,0,BR2,BR1,1,1,0,0,1,,42,8,14,16,2,0,0,,4,,1,,0,0,0,0,0,0,0,,8,1,1,1,0,0,0,1,0,0,27,,,3,0,3,3,0,0,0,0,0,,1,,0,0,0,,1,0,,,,,,,1,27,49,27,16,6,0,0,1
BR2187210310,1872-10-31,0,,1,BR2,BL1,1,0,1,0,1,,45,7,14,15,1,0,0,,4,,0,,0,0,0,0,0,0,0,,11,1,1,1,0,0,0,0,1,0,27,,,14,0,17,22,5,0,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,47,27,12,8,0,0,0
WS4187204300,1872-04-30,0,,0,BS1,WS4,1,1,0,0,1,,56,26,21,,,,,,17,,0,,0,0,0,0,0,,,,3,1,1,1,0,0,0,1,0,0,27,,,3,0,5,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,,,,,,0,
WS3187205010,1872-05-01,0,,0,BS1,WS3,1,1,0,0,1,,40,8,8,13,1,2,0,,5,,0,,1,0,0,0,0,,,,5,1,1,1,0,0,0,1,0,0,27,,,1,0,6,6,0,0,0,0,1,,1,,0,0,0,,,0,,,,,,,1,27,42,27,10,5,1,0,
BL1187205020,1872-05-02,0,,0,BS1,BL1,1,1,0,0,1,,37,5,8,14,1,1,1,,2,,0,,0,0,0,0,0,0,0,,6,1,1,1,0,0,0,1,0,0,27,,,4,0,9,10,1,0,0,0,0,,2,,0,0,0,,,0,,,,,,,1,27,43,27,9,7,0,0,0
PH1187205040,1872-05-04,0,,0,BS1,PH1,1,0,1,0,1,,43,7,11,13,2,0,0,,3,,1,,0,0,0,0,0,2,1,,10,1,1,1,0,0,0,0,1,0,27,,,10,0,12,14,2,0,0,0,0,,1,,0,0,0,,0,0,,,,,,,1,27,46,27,10,9,1,0,0
BR2187205070,1872-05-07,0,,0,BS1,BR2,1,1,0,0,1,,54,23,22,35,3,5,0,,10,,0,,0,0,0,0,0,3,1,,4,1,1,1,0,0,0,1,0,0,27,,,3,0,5,5,0,0,0,0,0,,0,,0,0,0,,1,0,,,,,,,1,27,46,27,9,10,0,0,1
NY2187205080,1872-05-08,0,,0,BS1,NY2,1,1,0,0,1,,44,9,17,21,2,1,0,,7,,1,,1,0,0,0,0,1,0,,9,1,1,1,0,0,0,1,0,0,27,,,2,0,4,4,0,0,0,0,1,,2,,0,0,0,,0,0,,,,,,,1,27,52,27,16,9,2,0,0
BR1187205090,1872-05-09,0,,0,BS1,BR1,1,1,0,0,1,,54,20,26,30,4,0,0,,12,,1,,1,0,0,0,0,1,0,,8,1,1,0,1,1,1,1,0,0,27,,,0,0,2,,,,,0,0,,1,,0,0,0,,0,0,,,,,,,1,27,44,27,13,4,2,0,0
BS1187205110,1872-05-11,0,,1,BS1,NY2,1,1,0,0,1,,36,4,8,10,2,0,0,,4,,2,,0,0,0,0,0,4,1,,7,1,1,1,0,0,0,1,0,0,27,,,2,0,5,6,1,0,0,0,1,,1,,0,0,0,,0,0,,,,,,,1,27,44,27,15,2,1,0,0
BS1187205180,1872-05-18,0,,1,BS1,TRO,1,1,0,0,1,,38,4,9,9,0,0,0,,3,,0,,1,0,0,0,0,1,0,,7,1,1,1,0,0,0,1,0,0,27,,,2,0,7,7,0,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,43,27,13,3,3,0,0
TRO187205290,1872-05-29,0,,0,BS1,TRO,1,1,0,0,1,,46,10,13,17,2,1,0,,9,,0,,2,0,0,0,0,,,,9,1,1,1,0,0,0,1,0,0,27,,,7,0,14,17,3,0,0,0,1,,0,,0,0,0,,,0,,,,,,,1,27,50,27,18,5,3,0,2
BS1187206060,1872-06-06,0,,1,BS1,BL1,1,1,0,0,1,,41,7,9,9,0,0,0,,3,,0,,0,0,0,0,0,3,0,,7,1,1,1,1,0,0,1,0,0,27,,,0,0,2,2,0,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,45,27,18,0,1,0,0
BL1187206080,1872-06-08,0,,0,BS1,BL1,1,1,0,0,1,,49,15,17,,,,1,,12,,0,,0,0,0,0,0,,,,7,1,1,1,0,0,0,1,0,0,27,,,2,0,5,,1,,0,0,1,,0,,0,0,0,,,0,,,,,,,1,27,47,27,16,4,,0,0
NY2187206100,1872-06-10,0,,0,BS1,NY2,1,1,0,0,1,,42,3,8,9,1,0,0,,2,,2,,0,0,0,0,0,1,0,,8,1,1,1,0,0,0,1,0,0,33,,,2,0,13,13,0,0,0,0,3,,2,,0,0,0,,1,0,,,,,,,1,33,52,33,16,3,5,0,0
BS1187206120,1872-06-12,0,,1,BS1,PH1,1,1,0,0,1,,50,13,13,15,2,0,0,,7,,1,,2,0,0,0,0,0,1,,11,1,1,1,0,0,0,1,0,0,27,,,4,0,9,11,2,0,0,0,2,,1,,0,0,0,,0,0,,,,,,,1,27,47,27,16,4,0,0,0
BS1187206150,1872-06-15,0,,1,BS1,MID,1,1,0,0,1,,57,24,23,29,3,0,1,,15,,0,,0,0,0,0,0,,,,6,1,1,0,0,0,1,1,0,0,27,,,3,0,10,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,43,27,13,3,0,0,
BS1187206170,1872-06-17,0,,1,BS1,BR2,1,1,0,0,1,,36,6,8,,1,,,,4,,0,,0,0,0,0,0,,,,3,1,1,1,0,0,0,1,0,0,27,,,4,0,10,,1,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,51,27,16,8,,0,
BS1187206180,1872-06-18,0,,1,BS1,BR2,1,1,0,0,1,,49,20,20,30,3,2,1,,14,,0,,0,0,0,0,0,,,,2,1,1,0,0,0,1,1,0,0,27,,,6,0,9,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,44,27,13,4,2,0,
BS1187206200,1872-06-20,0,,1,BS1,BR1,1,1,0,0,1,,59,24,25,32,5,1,0,,17,,0,,0,0,0,0,0,,,,8,1,1,1,0,0,0,1,0,0,27,,,4,0,6,6,0,0,0,0,0,,3,,0,0,0,,,0,,,,,,,1,27,,27,15,,,0,
BS1187206220,1872-06-22,0,,1,BS1,BL1,1,1,0,0,1,,41,9,11,14,3,0,0,,3,,0,,0,0,0,0,0,4,0,,5,1,1,1,0,0,0,1,0,0,27,,,3,0,8,9,1,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,41,27,13,1,1,0,0
BS1187207010,1872-07-01,0,,1,BS1,CL1,1,1,0,0,1,,50,17,21,26,3,1,0,,15,,0,,0,0,0,0,0,0,0,,6,1,1,1,1,0,0,1,0,0,27,,,0,0,8,9,1,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,,27,14,,1,0,0
BS1187207020,1872-07-02,0,,1,BS1,CL1,1,1,0,0,1,,39,9,11,13,2,0,0,,7,,1,,0,0,0,0,0,2,0,,4,1,1,1,0,0,0,1,0,0,27,,,8,0,11,12,1,0,0,0,2,,1,,0,0,0,,0,0,,,,,,,1,27,,27,17,,1,0,0
MID187207030,1872-07-03,0,,0,BS1,MID,1,1,0,0,1,,51,16,16,,,,,,9,,0,,0,0,0,0,0,,,,8,1,1,1,0,0,0,1,0,0,27,,,6,0,13,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,,27,17,,0,0,
MID187207040,1872-07-04,0,,0,BS1,MID,1,1,0,0,1,,55,25,25,,,,,,15,,0,,0,0,0,0,0,,,,6,1,1,1,0,0,0,1,0,0,24,,,12,0,15,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,24,,24,14,,0,0,
BS1187207200,1872-07-20,0,,1,BS1,TRO,1,0,1,0,1,,44,10,15,18,3,0,0,,7,,0,,2,0,0,0,0,0,0,,7,1,1,0,0,0,1,0,1,0,27,,,17,0,22,,,,,0,0,,0,,0,0,0,,1,0,,,,,,,1,27,50,27,13,10,2,0,0
PH1187207270,1872-07-27,0,,0,BS1,PH1,1,0,1,0,1,,30,1,4,6,2,0,0,,1,,2,,1,0,0,0,0,0,1,,4,1,1,1,0,0,0,0,1,0,27,,,9,0,8,9,1,0,0,0,5,,1,,0,0,0,,0,0,,,,,,,1,27,46,27,8,11,0,0,0
BR2187207290,1872-07-29,0,,0,BS1,BR2,1,1,0,0,1,,55,17,24,26,2,0,0,,9,,3,,1,0,0,0,0,0,0,,8,1,1,1,0,0,0,1,0,0,33,,,12,0,17,20,1,1,0,0,0,,1,,0,0,0,,0,0,,,,,,,1,33,55,33,14,8,0,0,0
BS1187208020,1872-08-02,0,,1,BS1,BR2,1,1,0,0,1,,61,26,26,40,4,5,0,,18,,0,,0,0,0,0,0,0,0,,8,1,1,0,0,0,1,1,0,0,27,,,3,0,7,,,,,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,45,27,14,4,0,0,
BS1187208030,1872-08-03,0,,1,BS1,BR2,1,1,0,0,1,,41,8,13,15,2,0,0,,4,,1,,0,0,0,0,0,1,0,,7,1,1,1,0,0,0,1,0,0,27,,,1,0,6,7,1,0,0,0,0,,1,,0,0,0,,1,0,,,,,,,1,27,41,27,9,5,1,0,0
BS1187208100,1872-08-10,0,,1,BS1,NY2,1,1,0,0,1,,45,9,16,22,4,1,0,,6,,0,,1,0,0,0,0,0,1,,9,1,1,1,0,0,0,1,0,0,27,,,3,0,9,11,0,1,0,0,0,,1,,0,0,0,,0,0,,,,,,,1,27,40,27,12,1,1,0,0
NY2187208130,1872-08-13,0,,0,BS1,NY2,1,1,0,0,1,,39,4,10,10,0,0,0,,2,,0,,0,1,0,0,0,1,0,,8,1,1,1,0,0,0,1,0,0,27,,,2,0,2,2,0,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,49,27,16,6,3,0,0
BR2187208140,1872-08-14,0,,0,BS1,BR2,1,1,0,0,1,,46,12,14,22,3,1,1,,10,,0,,0,0,0,0,0,6,1,,7,1,1,1,0,0,0,1,0,0,27,,,6,0,12,14,2,0,0,0,0,,1,,0,0,0,,0,0,,,,,,,1,27,46,27,11,8,1,0,3
CL1187208170,1872-08-17,0,,0,BS1,CL1,1,1,0,0,1,,51,18,16,27,7,2,0,,11,,2,,1,0,0,0,0,4,0,,8,1,1,1,0,0,0,1,0,0,27,,,7,0,12,14,2,0,0,0,0,,1,,0,0,0,,0,0,,,,,,,1,27,45,27,11,7,0,0,0
CL1187208190,1872-08-19,0,,0,BS1,CL1,1,1,0,0,1,,46,12,15,24,1,1,2,,8,,2,,0,0,0,0,0,,,,9,1,1,1,0,0,0,1,0,0,27,,,7,0,13,13,0,0,0,0,0,,0,,0,0,0,,,0,,,,,,,1,27,,,,2,,0,0
BS1187208310,1872-08-31,0,,1,BS1,NY2,1,1,0,0,1,,41,4,11,14,3,0,0,,2,,0,,1,0,0,0,0,0,0,,10,1,1,1,0,0,0,1,0,0,27,,,2,0,4,4,0,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,49,27,17,5,1,0,2
BS1187209050,1872-09-05,0,,1,BS1,PH1,1,1,0,0,1,,53,16,23,29,4,1,0,,13,,0,,0,0,0,0,0,0,1,,10,1,1,1,0,0,0,1,0,0,27,,,4,0,13,16,3,0,0,0,2,,1,,0,0,0,,0,0,,,,,,,1,27,47,27,16,4,1,0,0
NY2187209070,1872-09-07,0,,0,BS1,NY2,1,0,1,0,1,,38,5,10,14,2,1,0,,4,,0,,3,0,0,0,0,0,0,,6,1,1,1,0,0,0,0,1,0,27,,,11,0,12,18,4,1,0,0,1,,1,,0,0,0,,0,0,,,,,,,1,27,56,27,15,14,0,0,1
PH1187209090,1872-09-09,0,,0,BS1,PH1,1,0,0,1,1,,37,5,9,11,2,0,0,,3,,0,,1,0,0,0,0,2,0,,7,1,1,1,0,0,0,0,0,0,24,,,5,0,11,13,2,0,0,0,1,,2,,0,0,0,,0,0,,,,,,,1,24,37,24,10,3,1,0,0
BL1187209110,1872-09-11,0,,0,BS1,BL1,1,1,0,0,1,,40,8,10,11,1,0,0,,5,,0,,0,0,0,0,0,0,1,,5,1,1,0,0,0,1,1,0,0,27,,,7,0,12,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,52,27,15,10,1,0,
NY2187209120,1872-09-12,0,,0,BS1,NY2,1,0,1,0,1,,41,2,9,9,0,0,0,,2,,0,,0,0,0,0,0,0,0,,12,1,1,1,0,0,0,0,1,0,27,,,3,0,9,10,1,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,46,27,14,5,1,0,0
PH1187209140,1872-09-14,0,,0,BS1,PH1,1,0,1,0,1,,39,4,7,8,1,0,0,,1,,0,,1,1,0,0,0,2,0,,8,1,1,1,0,0,0,0,1,0,27,,,6,0,12,12,0,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,1,27,43,27,10,6,0,0,1
BS1187209210,1872-09-21,0,,1,BS1,NY2,1,1,0,0,1,,44,11,14,21,7,0,0,,9,,2,,2,0,0,0,0,0,0,,8,1,1,1,0,0,0,1,0,0,27,,,10,0,17,18,1,0,0,0,2,,1,,0,0,0,,0,0,,,,,,,1,27,47,27,16,4,2,0,1
BS1187210020,1872-10-02,0,,1,BS1,BL1,1,1,0,0,1,,43,8,15,18,3,0,0,,8,,0,,0,0,0,0,0,1,0,,8,1,1,1,0,0,0,1,0,0,27,,,3,0,8,9,1,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,53,27,19,7,1,0,1
BS1187210040,1872-10-04,0,,1,BS1,PH1,1,1,0,0,1,,43,10,13,15,2,0,0,,8,,1,,1,1,0,0,0,2,0,,7,1,1,1,0,0,0,1,0,0,27,,,8,0,14,16,2,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,54,27,20,7,2,0,0
BS1187210050,1872-10-05,0,,1,BS1,PH1,1,1,0,0,1,,40,10,11,12,1,0,0,,7,,2,,2,0,0,0,0,5,1,,5,1,1,1,1,0,0,1,0,0,27,,,0,0,3,3,0,0,0,0,0,,1,,0,0,0,,0,0,,,,,,,1,27,44,27,13,4,1,0,1
BS1187210070,1872-10-07,0,,1,BS1,PH1,1,0,1,0,1,,32,1,8,8,0,0,0,,1,,2,,0,0,0,0,0,0,4,,6,1,1,1,0,0,0,0,1,0,25,,,5,0,8,9,1,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,1,25,48,25,16,7,0,0,0
BR2187210090,1872-10-09,0,,0,BS1,BR2,1,0,1,0,1,,39,3,12,14,0,1,0,,3,,0,,1,0,0,0,0,1,0,,9,1,1,1,0,0,0,0,1,0,27,,,6,0,9,11,2,0,0,0,0,,1,,0,0,0,,0,0,,,,,,,1,27,51,27,17,7,0,0,1
BL1187210120,1872-10-12,0,,0,BS1,BL1,1,1,0,0,1,,31,9,8,,,0,,,4,,2,,0,0,0,0,0,,,,6,1,1,0,0,0,1,1,0,0,18,,,8,0,6,,,,,0,2,,0,,0,0,0,,0,0,,,,,,,1,18,39,18,10,11,,0,0
BR1187210220,1872-10-22,0,,0,BS1,BR1,1,1,0,0,1,,36,4,9,9,0,0,0,,3,,,,,0,0,0,0,0,0,,4,1,1,1,0,0,0,1,0,0,27,,,3,0,9,11,0,1,0,0,,,,,0,0,0,,0,0,,,,,,,1,27,,27,14,,0,0,0
WS4187205140,1872-05-14,0,,0,CL1,WS4,1,1,0,0,1,,48,13,19,,,,,,9,,0,,0,0,0,0,0,,,,8,1,1,1,0,0,0,1,0,0,27,,,10,0,7,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,46,27,10,9,,0,
WS3187205150,1872-05-15,0,,0,CL1,WS3,1,1,0,0,1,,53,16,15,,,,,,8,,0,,0,1,0,0,0,,,,10,1,1,1,0,0,0,1,0,0,27,,,2,0,5,,,,,0,0,,0,,0,0,0,,1,0,,,,,,,1,27,46,27,9,10,1,0,1
BL1187205160,1872-05-16,0,,0,CL1,BL1,1,0,1,0,1,,45,12,11,12,1,0,0,,6,,3,,2,0,0,0,0,1,0,,9,1,1,1,0,0,0,0,1,0,27,,,21,0,24,32,2,3,0,0,1,,1,,0,0,0,,0,0,,,,,,,1,27,54,27,15,12,1,0,9
PH1187205180,1872-05-18,0,,0,CL1,PH1,1,0,1,0,1,,42,7,10,10,0,0,0,,5,,0,,2,0,0,0,0,0,0,,8,1,1,0,0,0,1,0,1,0,27,,,31,0,32,,,,,0,2,,1,,0,0,0,,5,0,,,,,,,1,27,36,27,4,5,0,0,3
BR2187205200,1872-05-20,0,,0,CL1,BR2,1,1,0,0,1,,52,16,19,26,5,1,0,,15,,1,,0,0,0,0,0,1,0,,10,1,1,0,0,0,1,1,0,0,27,,,7,0,6,,,,,0,4,,4,,0,0,0,,5,0,,,,,,,1,27,45,27,13,5,1,0,2
NY2187205210,1872-05-21,0,,0,CL1,NY2,1,0,1,0,1,,38,6,11,14,1,1,0,,4,,0,,2,0,0,0,0,0,0,,5,1,1,0,0,0,1,0,1,0,27,,,15,0,16,,,,,0,2,,0,,0,0,0,,3,0,,,,,,,1,27,50,27,13,10,3,0,3
MID187205220,1872-05-22,0,,0,CL1,MID,1,0,1,0,1,,42,5,11,,,,,,3,,0,,0,0,0,0,0,,,,9,1,1,0,0,0,1,0,1,0,27,,,10,0,10,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,,,,,,0,
TRO187205240,1872-05-24,0,,0,CL1,TRO,1,0,1,0,1,,36,4,9,9,0,0,0,,2,,0,,0,0,0,0,0,,0,,5,1,1,0,0,0,1,0,1,0,27,,,12,0,12,,,,,0,0,,0,,0,0,0,,,0,,,,,,,1,27,52,27,16,9,1,0,4
