game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
ALS199507110,evt,1995-07-11,0,ARL02,A,1,ALS,NLS,1,0,1,0,1,36,34,2,8,12,1,0,1,0,2,,2,0,8,0,0,0,0,1,1,0,7,1,1,0,0,0,1,0,1,0,27,30,29,3,3,3,12,0,0,3,0,1,0,9,0,0,0,0,0,0,0,0,0,9,8,,,1,27,36,27,9,0,0,0,0
ATL199504260,evt,1995-04-26,0,ATL01,R,1,ATL,SFN,1,1,0,0,1,46,41,12,17,29,3,0,3,0,10,,5,0,7,1,0,0,0,0,0,0,10,1,1,0,0,0,1,1,0,0,27,35,34,5,3,6,13,1,0,2,0,1,0,6,0,0,0,0,0,0,0,1,0,10,10,117,80,1,27,38,27,10,1,0,0,0
ATL199504270,evt,1995-04-27,0,ATL01,R,1,ATL,SFN,1,1,0,0,1,34,28,6,6,12,0,0,2,0,6,,6,0,7,2,0,0,0,1,0,0,4,1,1,0,0,0,1,1,0,1,27,38,30,4,4,6,10,4,0,0,0,5,2,7,0,1,2,0,0,1,0,6,0,11,6,134,77,1,27,40,27,13,0,1,0,0
LAN199504280,evt,1995-04-28,0,LOS03,R,0,ATL,LAN,1,0,1,0,1,36,29,1,4,5,1,0,0,0,1,,6,0,7,1,1,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,41,31,9,9,9,15,3,0,1,0,8,0,8,1,1,0,1,0,0,0,4,3,7,7,162,96,1,24,33,24,8,1,1,0,0
LAN199504290,evt,1995-04-29,0,LOS03,R,0,ATL,LAN,1,1,0,0,1,36,33,4,6,9,0,0,1,0,4,,3,0,4,0,0,0,0,0,0,0,5,1,1,0,0,0,1,1,0,0,27,37,33,3,3,7,9,2,0,0,0,4,1,8,1,0,0,0,0,1,0,2,1,9,9,152,92,1,27,38,27,9,2,1,0,0
LAN199504300,evt,1995-04-30,0,LOS03,R,0,ATL,LAN,1,1,0,0,1,38,34,6,9,17,2,0,2,0,6,,4,0,4,1,0,0,0,0,1,0,5,1,1,0,0,0,1,1,0,1,27,38,33,3,3,8,11,0,0,1,0,4,0,8,1,0,1,0,0,1,0,1,0,12,5,144,91,1,27,39,27,12,0,1,0,0
FLO199505020,evt,1995-05-02,0,MIA01,R,0,ATL,FLO,1,1,0,0,1,42,31,7,7,10,1,1,0,0,7,,8,0,7,2,2,1,0,1,0,0,8,1,1,0,0,0,1,1,0,0,27,34,29,1,1,3,3,0,0,0,0,4,0,6,0,0,1,0,0,0,0,2,1,10,10,134,90,1,27,37,27,10,0,0,0,0
FLO199505030,evt,1995-05-03,0,MIA01,R,0,ATL,FLO,1,1,0,0,1,45,35,6,8,11,3,0,0,0,5,,8,0,8,0,1,0,1,2,0,0,12,1,1,0,0,0,1,1,0,1,27,42,37,4,4,12,12,0,0,0,0,3,0,4,1,1,1,0,0,0,0,6,0,9,11,135,91,1,27,39,27,11,1,1,0,0
FLO199505040,evt,1995-05-04,0,MIA01,R,0,ATL,FLO,1,1,0,0,1,42,38,6,11,23,2,2,2,0,6,,3,0,8,0,1,0,0,1,0,0,9,1,1,0,0,0,1,1,0,1,27,36,33,3,3,8,10,0,1,0,0,3,0,6,0,0,0,0,0,0,0,2,0,9,9,143,86,1,27,39,27,12,0,0,0,0
ATL199505050,evt,1995-05-05,0,ATL01,R,1,ATL,PHI,1,0,1,0,1,34,33,4,9,15,3,0,1,0,4,,1,0,5,2,0,0,0,0,1,0,3,1,1,0,0,0,1,0,1,0,27,43,35,9,9,12,20,2,0,2,0,7,1,7,2,0,0,1,0,1,1,3,2,6,11,176,108,1,27,37,27,10,0,2,0,0
ATL199505060,evt,1995-05-06,0,ATL01,R,1,ATL,PHI,1,0,1,0,1,35,29,1,4,6,0,1,0,0,1,,6,0,6,2,0,0,0,1,0,0,7,1,1,0,0,0,1,0,1,0,27,41,33,3,3,8,12,1,0,1,0,6,2,11,0,0,1,1,0,0,0,1,0,7,6,161,93,1,27,37,27,9,1,0,0,0
ATL199505070,evt,1995-05-07,0,ATL01,R,1,ATL,PHI,1,0,1,0,1,35,33,4,8,9,1,0,0,0,3,,0,0,8,1,1,1,0,0,0,0,4,1,1,0,0,0,1,0,1,0,27,39,35,5,5,10,14,1,0,1,0,3,0,6,0,0,1,0,0,0,0,4,2,7,11,137,94,1,27,37,27,10,0,1,0,0
ATL199505080,evt,1995-05-08,0,ATL01,R,1,ATL,PHI,1,0,1,0,1,40,33,2,8,10,2,0,0,0,2,,7,1,6,1,0,0,0,0,0,0,11,1,1,0,0,0,1,0,1,0,27,39,33,3,3,6,9,0,0,1,0,5,0,9,0,0,1,0,0,0,0,0,0,5,11,156,99,1,27,38,27,8,3,0,0,0
NYN199505090,evt,1995-05-09,0,NYC17,R,0,ATL,NYN,1,1,0,0,1,33,31,3,5,12,1,0,2,0,3,,1,0,6,1,1,0,0,0,0,0,3,1,1,0,0,0,1,1,0,1,27,35,31,2,2,8,15,4,0,1,0,0,0,3,0,1,2,1,0,0,0,0,0,12,9,131,88,1,27,43,27,16,0,0,0,0
NYN199505100,evt,1995-05-10,0,NYC17,R,0,ATL,NYN,1,0,1,0,1,35,32,2,7,15,3,1,1,0,2,,2,1,4,0,0,0,1,0,1,0,6,1,1,0,0,0,1,0,1,0,24,39,31,5,5,7,8,1,0,0,0,6,0,11,0,0,2,0,0,1,1,6,3,6,6,151,89,1,24,34,24,9,1,0,0,0
NYN199505110,evt,1995-05-11,0,NYC17,R,0,ATL,NYN,1,0,1,0,1,37,34,3,8,15,1,0,2,0,3,,1,0,5,1,1,1,0,0,0,0,7,1,1,0,0,0,1,0,1,0,24,38,33,5,4,13,16,3,0,0,0,2,0,6,2,0,2,1,0,1,0,0,0,7,6,137,89,1,24,38,24,12,2,2,0,0
