game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
NLS195907070,evt,1959-07-07,0,PIT06,A,0,AL1,NL1,1,0,1,0,1,39,36,4,8,12,1,0,1,0,4,,3,0,9,0,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,33,30,5,5,9,16,2,1,1,0,2,0,9,1,0,1,0,0,0,0,1,0,3,9,,,1,24,29,24,5,0,1,0,0
NLS195908030,evt,1959-08-03,0,LOS01,A,0,AL2,NL2,1,1,0,0,1,39,33,5,6,15,0,0,3,0,5,,6,0,12,0,0,0,0,1,1,0,7,1,1,0,0,0,1,1,0,1,27,37,31,3,3,6,13,1,0,2,0,5,0,4,0,0,0,1,0,0,0,0,0,11,10,,,1,27,36,27,9,0,1,0,0
WS1195904090,evt,1959-04-09,0,WAS09,R,0,BAL,WS1,1,0,1,0,1,33,33,2,7,12,2,0,1,0,2,,0,0,6,1,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,24,39,34,9,8,14,22,2,0,2,0,3,0,6,1,0,2,0,0,0,0,0,0,5,9,,,1,24,35,24,9,2,1,1,1
BAL195904140,evt,1959-04-14,0,BAL11,R,1,BAL,NYA,1,0,1,0,1,41,34,3,8,13,2,0,1,0,3,,6,0,5,0,0,0,1,0,0,0,11,1,1,0,0,0,1,0,1,0,27,49,44,13,10,17,21,1,0,1,1,5,0,10,0,0,0,0,0,0,0,0,0,8,8,,,1,27,39,27,9,3,0,0,0
BAL195904150,evt,1959-04-15,0,BAL11,R,1,BAL,NYA,1,0,1,0,1,37,30,1,6,7,1,0,0,0,1,,6,1,4,2,0,1,0,0,0,0,9,1,1,0,0,0,1,0,1,0,27,36,31,3,3,5,7,2,0,0,0,4,0,8,0,0,1,0,0,1,0,0,0,10,8,,,1,27,36,27,9,0,0,0,0
BAL195904160,evt,1959-04-16,0,BAL11,R,1,BAL,NYA,1,1,0,0,1,37,31,7,9,18,1,1,2,0,7,,4,0,4,1,0,1,1,0,0,0,6,1,1,0,0,0,1,1,0,1,27,38,36,4,4,11,17,3,0,1,0,1,0,2,2,1,0,0,0,0,0,4,2,14,9,,,1,27,44,27,16,1,2,0,0
BAL195904170,evt,1959-04-17,0,BAL11,R,1,BAL,WS1,1,1,0,0,1,34,28,4,7,8,1,0,0,0,4,,4,1,6,0,0,1,1,0,1,0,6,1,1,1,0,0,0,1,0,0,27,36,32,3,2,6,7,1,0,0,0,4,0,8,1,0,0,0,0,2,0,0,0,13,5,,,1,27,40,27,12,1,1,0,0
BAL195904180,evt,1959-04-18,0,BAL11,R,1,BAL,WS1,1,1,0,0,1,36,34,6,9,15,3,0,1,0,6,,2,0,2,1,0,0,0,0,0,0,6,1,1,1,0,0,0,1,0,0,27,34,33,1,1,8,10,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,10,13,,,1,27,40,27,12,1,2,0,0
BAL195904191,evt,1959-04-19,1,BAL11,R,1,BAL,WS1,1,1,0,0,1,45,36,7,12,14,2,0,0,0,7,,8,1,8,0,1,0,0,0,0,0,14,1,1,0,0,0,1,1,0,1,27,39,35,5,5,11,14,0,0,1,0,4,0,1,1,0,0,0,0,0,0,3,1,9,13,,,1,27,41,27,13,1,1,0,0
BAL195904192,evt,1959-04-19,2,BAL11,R,1,BAL,WS1,1,0,1,0,1,39,33,2,8,8,0,0,0,0,2,,5,0,7,1,0,1,0,1,0,0,10,1,1,0,0,0,1,0,1,0,27,37,30,4,3,6,13,1,0,2,0,5,1,5,2,0,2,0,0,1,0,0,0,6,12,,,1,27,38,27,10,1,2,0,0
BOS195904210,evt,1959-04-21,0,BOS07,R,0,BAL,BOS,1,1,0,0,1,37,34,5,6,14,2,0,2,1,5,,3,0,7,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,0,0,27,40,35,2,1,8,8,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,9,10,,,1,27,40,27,12,1,0,0,3
BOS195904220,evt,1959-04-22,0,BOS07,R,0,BAL,BOS,1,0,1,0,1,37,32,4,6,8,2,0,0,0,4,,5,0,2,2,0,0,0,1,0,0,6,1,1,0,0,0,1,0,1,0,24,42,36,8,8,11,17,3,0,1,0,6,0,1,1,0,0,0,0,1,0,4,4,9,11,,,1,24,37,24,10,3,1,0,0
BOS195904230,evt,1959-04-23,0,BOS07,R,0,BAL,BOS,1,1,0,0,1,44,39,8,13,18,2,0,1,0,8,,5,0,4,1,0,0,0,0,0,0,9,1,1,0,0,0,1,1,0,1,27,44,37,7,7,11,13,2,0,0,0,7,0,8,1,0,0,0,0,1,0,4,2,11,6,,,1,27,40,27,12,1,1,0,0
NYA195904250,evt,1959-04-25,0,NYC16,R,0,BAL,NYA,1,1,0,0,1,44,39,2,9,11,2,0,0,0,2,,3,1,5,2,1,1,0,0,1,0,9,1,1,0,0,0,1,1,0,1,33,42,39,1,1,8,11,0,0,1,0,3,0,6,0,0,0,0,0,0,0,0,0,11,11,,,1,33,48,33,14,1,2,0,0
NYA195904261,evt,1959-04-26,1,NYC16,R,0,BAL,NYA,1,1,0,0,1,37,34,5,9,9,0,0,0,0,3,,2,0,6,0,0,1,0,0,1,0,5,1,1,0,0,0,1,1,0,1,27,40,32,4,4,10,11,1,0,0,0,6,2,5,2,0,1,1,0,1,0,0,0,11,7,,,1,27,41,27,14,0,2,0,0
NYA195904262,evt,1959-04-26,2,NYC16,R,0,BAL,NYA,1,1,0,0,1,36,31,3,6,10,1,0,1,0,3,,3,0,2,0,0,1,1,1,0,0,6,1,1,1,0,0,0,1,0,0,27,33,29,2,1,5,6,1,0,0,0,1,0,8,2,0,2,1,0,0,0,0,0,8,9,,,1,27,37,27,10,0,2,0,4
DET195904290,evt,1959-04-29,0,DET04,R,0,BAL,DET,1,0,1,0,1,20,19,1,7,8,1,0,0,0,1,,0,0,2,2,1,0,0,0,1,0,4,1,1,0,0,0,1,0,1,0,15,27,25,7,6,10,22,4,1,2,0,2,0,5,0,0,0,0,0,1,0,0,0,2,7,,,1,15,19,15,3,1,0,0,0
KC1195904300,evt,1959-04-30,0,KAN05,R,0,BAL,KC1,1,0,1,0,1,37,34,3,8,10,2,0,0,0,3,,3,0,1,0,0,0,0,0,1,0,7,1,1,0,0,0,1,0,1,0,24,36,29,4,4,8,13,2,0,1,0,5,1,5,0,0,1,1,0,0,0,0,0,10,7,,,1,24,35,24,11,0,1,0,0
KC1195905010,evt,1959-05-01,0,KAN05,R,0,BAL,KC1,1,0,1,0,1,40,35,3,10,12,2,0,0,0,2,,5,1,4,1,0,0,0,0,1,0,10,1,1,0,0,0,1,0,1,0,24,38,33,6,5,10,14,1,0,1,0,3,1,7,1,1,0,1,0,0,0,3,0,5,11,,,1,24,30,24,5,1,1,0,0
KC1195905020,evt,1959-05-02,0,KAN05,R,0,BAL,KC1,1,1,0,0,1,35,32,3,5,9,1,0,1,0,3,,2,0,5,0,0,1,0,0,0,0,5,1,1,1,0,0,0,1,0,0,27,31,29,1,1,5,6,1,0,0,0,1,0,7,2,0,0,1,0,1,0,0,0,9,8,,,1,27,39,27,11,1,2,0,1
CHA195905030,evt,1959-05-03,0,CHI10,R,0,BAL,CHA,1,1,0,0,1,41,38,4,10,18,2,0,2,0,4,,2,0,4,1,0,1,0,1,0,0,7,1,1,0,0,0,1,1,0,0,30,34,32,2,2,5,12,1,0,2,0,2,0,6,2,0,0,0,0,0,0,1,0,11,10,,,1,30,43,30,13,0,3,0,0
CLE195905050,evt,1959-05-05,0,CLE07,R,0,BAL,CLE,1,0,1,0,1,33,29,1,4,7,0,0,1,0,1,,4,0,8,3,0,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,24,40,37,9,8,12,13,1,0,0,0,3,0,4,1,0,0,0,0,0,0,1,1,5,12,,,1,24,37,24,9,4,1,0,1
CLE195905060,evt,1959-05-06,0,CLE07,R,0,BAL,CLE,1,1,0,0,1,38,33,6,9,15,3,0,1,0,6,,3,0,4,0,0,1,1,0,0,0,5,1,1,0,0,0,1,1,0,1,27,38,34,5,5,8,12,1,0,1,0,4,0,4,0,0,0,0,0,1,0,2,1,13,9,,,1,27,41,27,13,1,0,0,0
