game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
WS1192704120,evt,1927-04-12,0,WAS09,R,0,BOS,WS1,1,0,1,0,1,41,37,2,11,13,2,0,0,0,2,,3,0,4,0,0,1,0,0,0,0,12,1,1,0,0,0,1,0,1,0,24,40,31,6,4,9,10,1,0,0,0,5,0,5,0,0,3,1,0,0,0,0,0,6,7,,,1,24,32,22,7,3,0,0,0
WS1192704120,box,1927-04-12,0,WAS09,R,0,BOS,WS1,1,0,1,0,1,,37,2,11,13,2,0,0,,2,,3,-15,4,-15,0,1,0,0,0,0,12,1,1,0,0,0,1,0,1,0,24,40,31,6,0,9,10,1,0,0,0,5,-10,5,-10,0,4,0,0,0,0,0,0,0,0,,,1,24,39,24,12,3,0,0,0
WS1192704140,box,1927-04-14,0,WAS09,R,0,BOS,WS1,1,0,1,0,1,,30,2,4,4,0,0,0,,2,,5,-11,4,-11,0,0,0,1,0,0,6,1,1,1,0,0,0,0,1,0,24,37,34,5,0,9,11,2,0,0,0,3,-9,0,-9,0,0,0,0,0,0,0,0,0,0,,,1,24,41,24,14,3,0,0,0
WS1192704140,ded,1927-04-14,0,WAS09,R,0,BOS,WS1,1,0,1,0,1,35,30,2,4,4,0,0,0,0,2,,5,0,4,0,0,0,0,1,0,0,6,1,1,1,0,0,0,0,1,0,24,37,34,5,2,9,11,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,,,1,24,5,1,1,3,0,0,0
WS1192704150,evt,1927-04-15,0,WAS09,R,0,BOS,WS1,1,0,1,0,1,36,30,1,5,7,2,0,0,0,1,,5,0,5,1,1,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,34,32,7,3,8,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,3,,,1,24,20,9,7,4,0,0,1
WS1192704150,box,1927-04-15,0,WAS09,R,0,BOS,WS1,1,0,1,0,1,,30,1,5,7,2,0,0,,1,,5,-13,5,-13,1,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,34,32,7,0,8,8,0,0,0,0,1,-9,0,-9,0,1,0,0,0,0,0,0,0,0,,,1,24,42,24,14,4,0,0,1
NYA192704160,evt,1927-04-16,0,NYC16,R,0,BOS,NYA,1,0,1,0,1,37,34,2,10,11,1,0,0,0,2,,2,0,2,1,0,1,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,36,25,5,4,6,7,1,0,0,0,9,0,3,1,0,1,1,0,0,0,0,0,10,7,,,1,24,42,24,17,1,1,0,0
NYA192704160,box,1927-04-16,0,NYC16,R,0,BOS,NYA,1,0,1,0,1,,34,2,10,11,1,0,0,,2,,2,-12,2,-12,0,1,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,36,25,5,0,6,7,1,0,0,0,9,-9,3,-9,0,2,0,0,0,0,0,0,0,0,,,1,24,42,24,17,1,1,0,0
NYA192704170,evt,1927-04-17,0,NYC16,R,0,BOS,NYA,1,0,1,0,1,35,34,2,8,12,1,0,1,0,2,,0,0,5,0,0,0,1,0,0,0,6,1,1,0,0,0,1,0,1,0,24,46,38,14,11,18,28,2,1,2,0,4,0,2,1,0,2,2,0,0,0,0,0,13,6,,,1,24,44,24,17,3,1,0,0
NYA192704170,box,1927-04-17,0,NYC16,R,0,BOS,NYA,1,0,1,0,1,,34,2,8,12,1,0,1,,2,,0,-15,5,-15,0,1,0,0,0,0,6,1,1,0,0,0,1,0,1,0,24,46,38,14,0,18,28,2,1,2,0,4,-9,2,-9,0,4,0,0,0,0,0,0,0,0,,,1,24,42,24,15,3,1,0,0
