game.key,game.date,game.number,site.key,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
CHN194407091,1944-07-09,1,CHI11,1,CHN,NY1,1,1,0,0,1,39,33,6,10,14,4,0,0,0,4,,6,0,4,0,0,0,0,1,1,0,9,1,1,1,0,0,0,1,0,0,27,34,32,2,2,7,8,1,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,13,9,,,1,27,41,27,14,0,2,0,0
CHN194407092,1944-07-09,2,CHI11,1,CHN,NY1,1,1,0,0,1,,29,1,6,7,1,0,0,,1,,3,,5,0,1,2,0,0,0,0,10,1,1,1,1,0,0,1,0,0,27,32,,0,0,3,3,0,0,0,0,4,,9,,0,1,0,,0,0,,,,,,,1,27,39,27,11,1,3,0,1
CHN194407092,1944-07-09,2,CHI11,1,CHN,NY1,1,1,0,0,1,35,29,1,6,7,1,0,0,0,1,,3,1,5,0,1,2,0,0,0,0,10,1,1,1,1,0,0,1,0,0,27,32,27,0,0,3,3,0,0,0,0,4,0,9,3,0,1,0,0,0,0,0,0,9,6,,,1,27,38,27,10,1,3,0,1
CHN194407130,1944-07-13,0,CHI11,1,CHN,PIT,1,0,1,0,1,,33,2,7,8,1,0,0,,1,,2,,5,2,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,36,,3,0,8,,,,0,0,3,,3,,0,0,0,,1,0,,,,,,,1,27,43,27,14,2,2,0,0
CHN194407140,1944-07-14,0,CHI11,1,CHN,PIT,1,1,0,0,1,,36,11,13,20,2,1,1,,10,,7,,2,1,0,1,0,2,0,0,9,1,1,0,0,0,1,1,0,0,27,37,,5,0,9,,,,4,0,3,,7,,0,0,0,,0,0,,,,,,,1,27,37,27,9,1,2,0,0
CHN194407150,1944-07-15,0,CHI11,1,CHN,PIT,1,1,0,0,1,,34,4,13,15,0,1,0,,4,,1,,3,1,0,1,0,0,0,0,8,1,1,0,0,0,1,1,0,1,27,42,,3,0,11,,,,0,0,4,,3,,0,0,0,,0,0,,,,,,,1,27,37,27,8,2,1,0,0
CHN194407161,1944-07-16,1,CHI11,1,CHN,PIT,1,1,0,0,1,,28,1,7,8,1,0,0,,1,,1,,5,1,0,2,0,0,0,0,6,1,1,1,1,0,0,1,0,0,27,35,,0,0,8,8,0,0,0,0,1,,5,,0,0,0,,0,0,,,,,,,1,27,38,27,11,0,1,0,0
CHN194407162,1944-07-16,2,CHI11,1,CHN,PIT,1,0,1,0,1,,27,0,2,2,0,0,0,,0,,1,,3,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,1,0,27,33,,1,0,4,6,2,0,0,0,2,,5,,0,0,0,,1,0,,,,,,,1,27,41,27,10,4,3,0,0
BSN194407190,1944-07-19,0,BOS08,0,CHN,BSN,1,0,1,0,1,,32,1,7,9,2,0,0,,1,,3,,4,1,0,0,0,1,0,0,7,1,1,0,0,0,1,0,1,0,24,38,,6,0,10,,,,0,0,4,,1,,0,3,0,,0,0,,,,,,,1,24,37,24,12,1,1,0,0
BSN194407201,1944-07-20,1,BOS08,0,CHN,BSN,1,0,1,0,1,,50,4,8,10,2,0,0,,1,,1,,4,3,0,1,0,0,0,0,6,1,1,0,0,0,1,0,1,0,40,58,,5,0,17,,,,1,0,3,,5,,0,1,0,,0,0,,,,,,,1,40,57,40,17,0,1,0,0
BSN194407202,1944-07-20,2,BOS08,0,CHN,BSN,1,0,1,0,1,,31,4,10,13,0,0,1,,4,,4,,4,1,1,2,0,0,0,0,7,1,1,1,0,0,0,0,1,0,25,37,,5,0,12,20,3,1,1,0,1,,1,,0,1,0,,0,0,,,,,,,1,25,32,25,6,1,1,0,0
BSN194407210,1944-07-21,0,BOS08,0,CHN,BSN,1,1,0,0,1,,34,4,7,13,0,0,2,,4,,2,,1,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,0,0,27,38,,2,0,9,12,0,0,1,0,3,,4,,0,0,0,,0,0,,,,,,,1,27,41,27,14,0,1,0,0
NY1194407220,1944-07-22,0,NYC14,0,CHN,NY1,1,1,0,0,1,,36,6,7,11,1,0,1,,3,,2,,4,1,0,0,0,0,0,0,5,1,1,1,0,0,0,1,0,0,27,35,,3,0,7,12,0,1,1,0,3,,6,,0,0,0,,0,0,,,,,,,1,27,36,27,9,0,1,0,0
NY1194407231,1944-07-23,1,NYC14,0,CHN,NY1,1,1,0,0,1,,32,7,9,18,0,0,3,,7,,3,,3,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,27,37,,4,0,7,,,,1,0,3,,4,,1,0,0,,1,0,,,,,,,1,27,38,27,10,1,1,0,0
NY1194407232,1944-07-23,2,NYC14,0,CHN,NY1,1,0,1,0,1,,38,10,12,20,2,0,2,,9,,9,,2,2,1,0,0,0,0,0,11,1,1,0,0,0,1,0,1,0,24,42,,12,0,12,,,,0,0,6,,1,,0,2,0,,1,0,,,,,,,1,24,33,24,8,1,0,0,0
NY1194407240,1944-07-24,0,NYC14,0,CHN,NY1,1,0,1,0,1,,33,3,6,7,1,0,0,,3,,2,,0,0,2,1,0,1,0,0,8,1,1,1,0,0,0,0,1,0,24,36,,5,0,12,13,1,0,0,0,1,,5,,0,0,0,,0,0,,,,,,,1,24,36,24,11,1,2,0,0
BRO194407250,1944-07-25,0,NYC15,0,CHN,BRO,1,1,0,0,1,,46,14,18,24,4,1,0,,14,,5,,5,0,0,0,0,3,0,0,10,1,1,0,0,0,1,1,0,0,27,46,,6,0,13,,,,0,0,7,,3,,0,0,0,,0,0,,,,,,,1,27,37,27,9,1,0,0,0
BRO194407250,1944-07-25,0,NYC15,0,CHN,BRO,1,1,0,0,1,51,46,14,18,24,4,1,0,0,14,,5,1,5,0,0,0,0,3,1,0,10,1,1,0,0,0,1,1,0,0,27,46,39,6,5,13,14,1,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,8,15,,,1,27,37,27,9,1,0,0,0
BRO194407260,1944-07-26,0,NYC15,0,CHN,BRO,1,1,0,0,1,,35,4,11,13,2,0,0,,4,,4,,1,0,1,0,0,0,0,0,9,1,1,1,0,0,0,1,0,0,27,33,,1,0,6,9,3,0,0,0,2,,1,,0,0,0,,0,0,,,,,,,1,27,36,27,8,1,1,0,0
BRO194407260,1944-07-26,0,NYC15,0,CHN,BRO,1,1,0,0,1,40,35,4,11,13,2,0,0,0,4,,4,0,1,0,1,0,0,0,2,0,9,1,1,1,0,0,0,1,0,0,27,33,31,1,0,6,9,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,16,,,1,27,36,27,8,1,1,0,0
BRO194407280,1944-07-28,0,NYC15,0,CHN,BRO,1,1,0,0,1,,36,4,9,14,2,0,1,,4,,3,,4,0,0,0,0,0,0,0,8,1,1,1,0,0,0,1,0,0,27,37,,1,0,7,8,1,0,0,0,3,,2,,0,0,0,,0,0,,,,,,,1,27,40,27,12,1,0,0,0
BRO194407280,1944-07-28,0,NYC15,0,CHN,BRO,1,1,0,0,1,39,36,4,9,14,2,0,1,0,4,,3,0,4,0,0,0,0,0,1,0,8,1,1,1,0,0,0,1,0,0,27,37,34,1,1,7,8,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,13,12,,,1,27,40,27,12,1,0,0,0
PHI194407290,1944-07-29,0,PHI11,0,CHN,PHI,1,1,0,0,1,,32,4,7,10,3,0,0,,4,,5,,2,0,0,2,0,0,0,0,8,1,1,1,0,0,0,1,0,0,27,34,,2,0,7,8,1,0,0,0,1,,4,,0,0,0,,0,0,,,,,,,1,27,35,27,8,0,0,0,0
PHI194407301,1944-07-30,1,PHI11,0,CHN,PHI,1,1,0,0,1,,38,4,11,12,1,0,0,,3,,0,,1,0,0,1,0,0,0,0,8,1,1,0,0,0,1,1,0,1,27,34,,2,0,8,,,,1,0,1,,0,,0,0,0,,0,0,,,,,,,1,27,42,27,15,0,1,0,0
PHI194407301,1944-07-30,1,PHI11,0,CHN,PHI,1,1,0,0,1,39,38,4,11,12,1,0,0,0,3,,0,0,1,0,0,1,0,0,0,0,8,1,1,0,0,0,1,1,0,1,27,34,33,2,2,8,14,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,15,10,,,1,27,42,27,15,0,1,0,0
PHI194407302,1944-07-30,2,PHI11,0,CHN,PHI,1,1,0,0,1,,41,11,13,18,1,2,0,,11,,5,,2,0,0,1,0,0,0,0,9,1,1,1,0,0,0,1,0,0,27,35,,2,0,8,12,0,2,0,0,2,,1,,0,0,0,,0,0,,,,,,,1,27,39,27,12,0,2,0,0
PHI194407310,1944-07-31,0,PHI11,0,CHN,PHI,1,1,0,0,1,,32,5,8,10,2,0,0,,5,,2,,1,1,0,2,0,1,0,0,4,1,1,1,0,0,0,1,0,0,27,30,,1,0,3,7,1,0,1,0,1,,2,,0,0,0,,0,0,,,,,,,1,27,36,27,9,0,1,0,0
BRO194408031,1944-08-03,1,NYC15,0,CHN,BRO,1,1,0,0,1,,34,6,8,16,2,0,2,,6,,3,,5,0,0,1,0,0,0,0,5,1,1,0,0,0,1,1,0,1,27,39,,2,0,8,,,,0,0,4,,1,,0,0,0,,0,0,,,,,,,1,27,41,27,13,1,0,0,0
BRO194408031,1944-08-03,1,NYC15,0,CHN,BRO,1,1,0,0,1,38,34,6,8,16,2,0,2,0,6,,3,0,5,0,0,1,0,0,1,0,5,1,1,0,0,0,1,1,0,1,27,39,35,2,1,8,10,2,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,13,13,,,1,27,41,27,13,1,0,0,0
BRO194408032,1944-08-03,2,NYC15,0,CHN,BRO,1,1,0,0,1,,38,7,11,18,4,0,1,,7,,5,,2,0,0,1,0,1,0,0,10,1,1,1,0,0,0,1,0,0,27,41,,1,0,10,14,1,0,1,0,4,,2,,0,1,0,,0,0,,,,,,,1,27,33,27,6,0,0,0,0
BRO194408032,1944-08-03,2,NYC15,0,CHN,BRO,1,1,0,0,1,44,38,7,11,18,4,0,1,0,7,,5,2,2,0,0,1,0,1,0,0,10,1,1,1,0,0,0,1,0,0,27,41,36,1,1,10,14,1,0,1,0,4,0,2,0,0,1,0,0,0,0,0,0,6,18,,,1,27,33,27,6,0,0,0,0
PIT194408040,1944-08-04,0,PIT06,0,CHN,PIT,1,1,0,0,1,,35,4,9,17,0,1,2,,4,,0,,4,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0,27,36,,3,0,10,,,,0,0,2,,8,,0,0,0,,0,0,,,,,,,1,27,42,27,14,1,1,0,0
PIT194408050,1944-08-05,0,PIT06,0,CHN,PIT,1,1,0,0,1,,38,7,16,19,1,1,0,,5,,4,,0,1,0,2,0,1,0,0,10,1,1,0,0,0,1,1,0,1,27,43,,2,0,11,,,,0,0,5,,2,,0,1,0,,0,0,,,,,,,1,27,36,27,8,1,1,0,0
PIT194408061,1944-08-06,1,PIT06,0,CHN,PIT,1,0,1,0,1,,38,5,12,15,3,0,0,,5,,2,,1,0,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,46,,13,0,15,,,,1,0,8,,3,,1,0,0,,1,0,,,,,,,1,24,35,24,10,1,1,0,0
PIT194408062,1944-08-06,2,PIT06,0,CHN,PIT,1,0,1,0,1,,38,4,12,13,1,0,0,,3,,2,,4,1,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,24,33,,5,0,7,,,,0,0,2,,0,,0,0,0,,0,0,,,,,,,1,24,35,24,11,0,1,0,0
CHN194408090,1944-08-09,0,CHI11,1,CHN,BRO,1,0,1,0,1,,36,2,10,10,0,0,0,,2,,1,,1,1,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,27,36,,5,0,10,,,,1,0,1,,2,,0,3,0,,0,0,,,,,,,1,27,44,27,17,0,0,0,0
CHN194408090,1944-08-09,0,CHI11,1,CHN,BRO,1,0,1,0,1,37,36,2,10,10,0,0,0,0,2,,1,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,27,36,32,5,5,10,14,1,0,1,0,1,0,2,0,0,3,0,0,0,0,0,0,12,8,,,1,27,44,27,17,0,0,0,0
CHN194408100,1944-08-10,0,CHI11,1,CHN,BRO,1,0,1,0,1,,37,4,8,14,0,0,2,,3,,2,,4,1,0,1,0,0,0,0,6,1,1,0,0,0,1,0,1,0,30,46,,6,0,14,,,,1,0,2,,2,,0,2,0,,0,0,,,,,,,1,30,52,30,18,4,1,0,0
CHN194408100,1944-08-10,0,CHI11,1,CHN,BRO,1,0,1,0,1,40,37,4,8,14,0,0,2,0,3,,2,0,4,1,0,1,0,0,1,0,6,1,1,0,0,0,1,0,1,0,30,46,42,6,5,14,17,0,0,1,0,2,1,2,1,0,2,0,0,0,0,1,0,13,10,,,1,30,52,30,18,4,1,0,0
CHN194408110,1944-08-11,0,CHI11,1,CHN,BRO,1,0,1,0,1,,43,6,11,19,0,1,2,,5,,6,,6,0,0,1,0,2,0,0,11,1,1,0,0,0,1,0,1,0,33,51,,7,0,12,,,,1,0,5,,6,,0,3,0,,1,0,,,,,,,1,33,49,33,15,1,0,0,0
CHN194408110,1944-08-11,0,CHI11,1,CHN,BRO,1,0,1,0,1,50,43,6,11,19,0,1,2,0,5,,6,0,6,0,0,1,0,2,0,0,11,1,1,0,0,0,1,0,1,0,33,51,43,7,7,12,19,4,0,1,0,5,0,6,0,0,3,0,0,2,0,1,0,14,10,,,1,33,49,33,15,1,0,0,0
CHN194408120,1944-08-12,0,CHI11,1,CHN,BRO,1,1,0,0,1,,28,2,6,7,1,0,0,,2,,6,,2,0,0,0,0,0,0,0,8,1,1,1,1,0,0,1,0,0,27,29,,0,0,5,6,1,0,0,0,1,,2,,0,0,0,,0,0,,,,,,,1,27,39,27,12,0,4,0,0
CHN194408120,1944-08-12,0,CHI11,1,CHN,BRO,1,1,0,0,1,34,28,2,6,7,1,0,0,0,2,,6,1,2,1,0,0,0,0,0,0,8,1,1,1,1,0,0,1,0,0,27,29,28,0,0,5,6,1,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,12,9,,,1,27,39,27,12,0,4,0,0
CHN194408131,1944-08-13,1,CHI11,1,CHN,PHI,1,0,1,0,1,,34,2,7,9,0,1,0,,1,,1,,4,1,0,0,0,0,0,0,6,1,1,1,0,0,0,0,1,0,27,32,,3,0,8,11,0,0,1,0,2,,4,,0,1,0,,0,0,,,,,,,1,27,47,27,18,2,4,0,0
CHN194408132,1944-08-13,2,CHI11,1,CHN,PHI,1,0,1,0,1,,38,6,9,14,1,2,0,,6,,6,,3,0,1,0,0,0,0,0,12,1,1,0,0,0,1,0,1,0,27,41,,7,0,14,,,,0,0,3,,5,,0,2,0,,0,0,,,,,,,1,27,45,27,15,3,2,0,0
CHN194408140,1944-08-14,0,CHI11,1,CHN,PHI,1,0,1,0,1,,37,1,11,12,1,0,0,,1,,1,,3,2,0,0,0,0,0,0,10,1,1,0,0,0,1,0,1,0,27,39,,6,0,11,,,,1,0,2,,5,,0,3,0,,0,0,,,,,,,1,27,39,27,12,0,1,0,0
CHN194408150,1944-08-15,0,CHI11,1,CHN,PHI,1,1,0,0,1,,25,4,10,13,1,1,0,,3,,3,,1,0,0,1,0,0,0,0,7,1,1,1,0,0,0,1,0,0,18,25,,1,0,6,10,2,1,0,0,1,,2,,0,0,0,,0,0,,,,,,,1,18,28,18,8,2,1,0,0
CHN194408160,1944-08-16,0,CHI11,1,CHN,BSN,1,1,0,0,1,,38,11,16,22,3,0,1,,11,,5,,3,1,0,1,0,2,0,0,9,1,1,1,0,0,0,1,0,0,27,40,,3,0,10,11,1,0,0,0,3,,2,,0,0,0,,0,0,,,,,,,1,27,39,27,11,1,0,0,0
CHN194408170,1944-08-17,0,CHI11,1,CHN,BSN,1,0,1,0,1,,38,5,14,16,2,0,0,,5,,3,,2,1,0,1,0,0,0,0,10,1,1,0,0,0,1,0,1,0,27,47,,7,0,15,,,,0,0,5,,3,,0,1,0,,0,0,,,,,,,1,27,44,27,14,3,1,0,0
CHN194408180,1944-08-18,0,CHI11,1,CHN,BSN,1,1,0,0,1,,34,5,13,16,1,1,0,,5,,2,,2,2,0,1,0,0,0,0,8,1,1,1,0,0,0,1,0,0,27,38,,3,0,8,9,1,0,0,0,2,,1,,0,1,0,,0,0,,,,,,,1,27,40,27,12,1,0,0,0
CHN194408190,1944-08-19,0,CHI11,1,CHN,BSN,1,0,1,0,1,,31,2,8,8,0,0,0,,2,,4,,1,2,0,1,0,0,0,0,7,1,1,0,0,0,1,0,1,0,27,39,,4,0,11,,,,0,0,1,,2,,0,0,0,,0,0,,,,,,,1,27,43,27,14,2,0,0,0
CHN194408201,1944-08-20,1,CHI11,1,CHN,NY1,1,1,0,0,1,,32,7,8,12,1,0,1,,7,,4,,2,2,0,0,0,1,0,0,5,1,1,0,0,0,1,1,0,1,27,39,,4,0,8,,,,0,0,5,,3,,0,0,0,,0,0,,,,,,,1,27,40,27,12,1,1,0,1
CHN194408202,1944-08-20,2,CHI11,1,CHN,NY1,1,0,1,0,1,,30,1,5,6,1,0,0,,1,,1,,4,2,0,0,0,1,0,0,3,1,1,1,0,0,0,0,1,0,27,38,,3,0,9,11,2,0,0,0,2,,4,,0,0,0,,1,0,,,,,,,1,27,42,27,14,1,0,0,0
CHN194408210,1944-08-21,0,CHI11,1,CHN,NY1,1,0,1,0,1,,33,3,7,8,1,0,0,,2,,4,,6,0,0,1,0,0,0,0,8,1,1,0,0,0,1,0,1,0,27,39,,4,0,8,,,,2,0,5,,5,,0,0,0,,1,0,,,,,,,1,27,38,27,11,0,1,0,0
CHN194408220,1944-08-22,0,CHI11,1,CHN,NY1,1,0,1,0,1,,36,8,10,13,3,0,0,,8,,8,,9,1,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,27,42,,9,0,11,,,,0,0,3,,1,,0,2,0,,0,0,,,,,,,1,27,49,27,17,5,0,0,0
SLN194408230,1944-08-23,0,STL07,0,CHN,SLN,1,0,1,0,1,,34,1,9,10,1,0,0,,1,,0,,5,3,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,24,44,,11,0,14,,,,1,0,6,,3,,1,2,0,,0,0,,,,,,,1,24,36,24,12,0,1,0,0
SLN194408240,1944-08-24,0,STL07,0,CHN,SLN,1,0,1,0,1,,30,1,3,4,1,0,0,,1,,4,,3,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,1,0,24,33,,2,0,6,8,0,1,0,0,3,,3,,1,0,0,,0,0,,,,,,,1,24,30,24,5,1,0,0,0
CHN194408250,1944-08-25,0,CHI11,1,CHN,CIN,1,0,1,0,1,,33,0,7,8,1,0,0,,0,,0,,4,2,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,33,,2,0,7,,,,0,0,2,,3,,0,0,0,,0,0,,,,,,,1,27,45,27,16,2,4,0,0
CHN194408250,1944-08-25,0,CHI11,1,CHN,CIN,1,0,1,0,1,33,33,0,7,8,1,0,0,0,0,,0,0,4,2,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,33,31,2,1,7,9,2,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,11,8,,,1,27,45,27,16,2,4,0,0
CHN194408260,1944-08-26,0,CHI11,1,CHN,CIN,1,0,1,0,1,,38,7,9,14,2,0,1,,7,,4,,3,0,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,27,49,,10,0,12,,,,0,0,9,,2,,0,2,0,,0,0,,,,,,,1,27,41,27,11,3,0,0,0
CHN194408260,1944-08-26,0,CHI11,1,CHN,CIN,1,0,1,0,1,42,38,7,9,14,2,0,1,0,7,,4,0,3,0,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,27,49,38,10,7,12,15,3,0,0,0,9,1,2,0,0,2,0,0,0,0,7,4,6,15,,,1,27,42,27,12,3,0,0,0
CHN194408291,1944-08-29,1,CHI11,1,CHN,PIT,1,1,0,0,1,,42,15,18,29,8,0,1,,15,,10,,3,0,1,0,0,1,0,0,14,1,1,1,0,0,0,1,0,0,27,39,,4,0,9,14,2,0,1,0,2,,10,,0,0,0,,1,0,,,,,,,1,27,38,27,8,3,0,0,0
CHN194408292,1944-08-29,2,CHI11,1,CHN,PIT,1,0,1,0,1,,32,4,6,6,0,0,0,,4,,5,,6,1,0,1,0,2,0,0,7,1,1,0,0,0,1,0,1,0,27,42,,5,0,13,,,,0,0,2,,7,,0,1,0,,0,0,,,,,,,1,27,42,27,13,2,1,0,0
CHN194408301,1944-08-30,1,CHI11,1,CHN,PIT,1,1,0,0,1,,39,12,13,21,5,0,1,,9,,7,,2,0,0,0,0,0,0,0,10,1,1,0,0,0,1,1,0,1,27,41,,5,0,12,,,,0,0,3,,6,,0,0,0,,0,0,,,,,,,1,27,40,27,13,0,0,0,0
CHN194408302,1944-08-30,2,CHI11,1,CHN,PIT,1,1,0,0,1,,30,6,11,15,2,1,0,,6,,0,,3,1,0,4,0,0,0,0,4,1,1,0,0,0,1,1,0,1,27,40,,3,0,11,,,,2,0,2,,4,,0,0,0,,0,0,,,,,,,1,27,32,27,5,0,0,0,0
CIN194409010,1944-09-01,0,CIN07,0,CHN,CIN,1,1,0,0,1,,35,3,8,10,2,0,0,,3,,5,,2,0,0,0,0,0,0,0,10,1,1,0,0,0,1,1,0,0,27,37,,2,0,8,,,,0,0,3,,4,,0,0,0,,0,0,,,,,,,1,27,37,27,9,1,1,0,0
CIN194409010,1944-09-01,0,CIN07,0,CHN,CIN,1,1,0,0,1,40,35,3,8,10,2,0,0,0,3,,5,1,2,0,0,0,0,0,0,0,10,1,1,0,0,0,1,1,0,0,27,37,34,2,2,8,9,1,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,8,14,,,1,27,37,27,9,1,1,0,0
CIN194409020,1944-09-02,0,CIN07,0,CHN,CIN,1,0,1,0,1,,31,1,7,7,0,0,0,,1,,0,,0,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,24,34,,6,0,8,,,,1,0,1,,2,,0,1,0,,0,0,,,,,,,1,24,37,24,11,2,1,0,0
CIN194409020,1944-09-02,0,CIN07,0,CHN,CIN,1,0,1,0,1,31,31,1,7,7,0,0,0,0,1,,0,0,0,1,0,0,0,0,1,0,3,1,1,0,0,0,1,0,1,0,24,34,32,6,6,8,11,0,0,1,0,1,0,2,1,0,1,0,0,0,0,1,1,10,10,,,1,24,37,24,11,2,1,0,0
CIN194409031,1944-09-03,1,CIN07,0,CHN,CIN,1,1,0,0,1,,32,5,8,10,2,0,0,,5,,6,,3,1,1,0,0,0,0,0,7,1,1,1,0,0,0,1,0,0,27,34,,1,0,10,10,0,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,38,27,9,2,2,1,0
CIN194409031,1944-09-03,1,CIN07,0,CHN,CIN,1,1,0,0,1,39,32,5,8,10,2,0,0,0,5,,6,2,3,1,1,0,0,0,1,0,7,1,1,1,0,0,0,1,0,0,27,34,34,1,0,10,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,18,,,1,27,38,27,9,2,2,1,0
CIN194409032,1944-09-03,2,CIN07,0,CHN,CIN,1,1,0,0,1,,37,6,12,17,2,0,1,,6,,5,,2,1,0,1,0,1,0,0,10,1,1,1,0,0,0,1,0,0,27,34,,2,0,6,8,2,0,0,0,3,,4,,0,0,0,,0,0,,,,,,,1,27,39,27,12,0,1,0,0
CIN194409032,1944-09-03,2,CIN07,0,CHN,CIN,1,1,0,0,1,43,37,6,12,17,2,0,1,0,6,,5,3,2,1,0,1,0,1,1,0,10,1,1,1,0,0,0,1,0,0,27,34,31,2,2,6,8,2,0,0,0,3,1,4,1,0,0,0,0,0,0,0,0,10,11,,,1,27,39,27,12,0,1,0,0
PIT194409041,1944-09-04,1,PIT06,0,CHN,PIT,1,1,0,0,1,,35,6,9,14,2,0,1,,6,,2,,1,2,0,1,0,0,0,0,5,1,1,1,0,0,0,1,0,0,27,39,,3,0,8,11,1,1,0,0,4,,8,,0,0,0,,0,0,,,,,,,1,27,39,27,11,1,1,0,0
PIT194409042,1944-09-04,2,PIT06,0,CHN,PIT,1,0,1,0,1,,25,3,6,9,1,1,0,,3,,1,,4,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,16,22,,4,0,3,,,,0,0,4,,3,,0,1,0,,0,0,,,,,,,1,16,28,16,10,2,2,0,0
SLN194409070,1944-09-07,0,STL07,0,CHN,SLN,1,0,1,0,1,,31,2,4,9,2,0,1,,2,,5,,4,0,0,0,0,1,0,0,7,1,1,1,0,0,0,0,1,0,26,38,,3,0,10,11,1,0,0,0,3,,4,,0,2,0,,1,0,,,,,,,1,26,44,26,16,2,1,0,0
SLN194409090,1944-09-09,0,STL07,0,CHN,SLN,1,1,0,0,1,,35,6,9,13,4,0,0,,5,,3,,1,1,0,1,0,0,0,0,6,1,1,0,0,0,1,1,0,1,27,33,,1,0,4,,,,0,0,2,,2,,0,0,0,,0,0,,,,,,,1,27,44,27,16,1,0,0,0
SLN194409101,1944-09-10,1,STL07,0,CHN,SLN,1,1,0,0,1,,34,9,9,10,1,0,0,,9,,5,,8,0,1,2,0,1,0,0,6,1,1,1,1,0,0,1,0,0,27,35,,0,0,3,3,0,0,0,0,6,,7,,0,0,0,,0,0,,,,,,,1,27,35,27,7,1,1,0,0
SLN194409102,1944-09-10,2,STL07,0,CHN,SLN,1,0,1,0,1,,33,2,6,10,1,0,1,,2,,3,,4,2,1,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,35,,4,0,6,,,,1,0,4,,5,,0,0,0,,0,0,,,,,,,1,24,36,24,11,1,0,0,1
CHN194409110,1944-09-11,0,CHI11,1,CHN,CIN,1,0,1,0,1,,40,5,10,11,1,0,0,,4,,3,,2,1,0,1,0,1,0,0,9,1,1,1,0,0,0,0,1,0,30,45,,6,0,10,17,3,2,0,0,6,,4,,0,0,0,,0,0,,,,,,,1,30,44,30,11,3,0,0,0
CHN194409110,1944-09-11,0,CHI11,1,CHN,CIN,1,0,1,0,1,44,40,5,10,11,1,0,0,0,4,,3,1,2,1,0,1,0,1,0,0,9,1,1,1,0,0,0,0,1,0,30,45,39,6,3,10,17,3,2,0,0,6,1,4,0,0,0,0,0,0,0,0,0,9,15,,,1,30,44,30,11,3,0,0,0
CHN194409131,1944-09-13,1,CHI11,1,CHN,CIN,1,0,1,0,1,,34,1,8,9,1,0,0,,1,,1,,3,0,0,1,0,0,0,0,8,1,1,0,0,0,1,0,1,0,27,35,,4,0,8,,,,0,0,4,,6,,0,1,0,,0,0,,,,,,,1,27,43,27,16,0,1,0,0
CHN194409131,1944-09-13,1,CHI11,1,CHN,CIN,1,0,1,0,1,36,34,1,8,9,1,0,0,0,1,,1,1,3,0,0,1,0,0,0,0,8,1,1,0,0,0,1,0,1,0,27,35,30,4,4,8,11,3,0,0,0,4,2,6,1,0,1,0,0,0,0,1,1,10,5,,,1,27,43,27,16,0,1,0,0
