game.key,game.date,game.number,site.key,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
SLN194408280,1944-08-28,0,STL07,0,CIN,SLN,1,0,1,0,1,31,30,2,3,5,2,0,0,0,2,,1,1,7,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,1,0,24,35,33,3,3,11,18,4,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,13,7,,,1,24,41,24,16,1,1,0,0
SLN194408290,1944-08-29,0,STL07,0,CIN,SLN,1,0,1,0,1,,28,0,3,3,0,0,0,,0,,2,,5,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,0,24,33,,3,0,8,13,2,0,1,0,3,,4,,0,1,0,,0,0,,,,,,,1,24,34,24,10,0,2,0,0
SLN194408290,1944-08-29,0,STL07,0,CIN,SLN,1,0,1,0,1,30,28,0,3,3,0,0,0,0,0,,2,0,5,1,0,0,0,0,1,0,3,1,1,1,0,0,0,0,1,0,24,33,29,3,3,8,13,2,0,1,0,3,1,4,2,0,1,0,0,0,0,0,0,7,10,,,1,24,34,24,10,0,2,0,0
CIN194409010,1944-09-01,0,CIN07,1,CIN,CHN,1,0,1,0,1,,34,2,8,9,1,0,0,,2,,3,,4,1,0,0,0,1,0,0,8,1,1,1,0,0,0,0,1,0,27,40,,3,0,8,10,2,0,0,0,5,,2,,0,0,0,,0,0,,,,,,,1,27,42,27,15,0,0,0,0
CIN194409010,1944-09-01,0,CIN07,1,CIN,CHN,1,0,1,0,1,37,34,2,8,9,1,0,0,0,2,,3,0,4,1,0,0,0,1,0,0,8,1,1,1,0,0,0,0,1,0,27,40,35,3,3,8,10,2,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,15,10,,,1,27,41,27,14,0,0,0,0
CIN194409020,1944-09-02,0,CIN07,1,CIN,CHN,1,1,0,0,1,,32,6,8,11,0,0,1,,6,,1,,2,1,0,1,0,1,0,0,4,1,1,1,0,0,0,1,0,0,27,31,,1,0,7,7,0,0,0,0,0,,0,,0,0,0,,0,0,,,,,,,1,27,36,27,9,0,2,0,0
CIN194409020,1944-09-02,0,CIN07,1,CIN,CHN,1,1,0,0,1,34,32,6,8,11,0,0,1,0,6,,1,0,2,1,0,1,0,1,0,0,4,1,1,1,0,0,0,1,0,0,27,31,31,1,1,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,18,,,1,27,36,27,9,0,2,0,0
CIN194409031,1944-09-03,1,CIN07,1,CIN,CHN,1,0,1,0,1,,34,1,10,10,0,0,0,,1,,0,,0,2,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,39,,5,0,8,,,,0,0,6,,3,,1,0,0,,0,0,,,,,,,1,27,42,27,14,1,1,0,0
CIN194409031,1944-09-03,1,CIN07,1,CIN,CHN,1,0,1,0,1,34,34,1,10,10,0,0,0,0,1,,0,0,0,2,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,39,32,5,5,8,10,2,0,0,0,6,2,3,1,1,0,0,0,0,0,1,0,10,11,,,1,27,42,27,14,1,1,0,0
CIN194409032,1944-09-03,2,CIN07,1,CIN,CHN,1,0,1,0,1,,31,2,6,8,2,0,0,,2,,3,,4,1,0,0,0,0,0,0,5,1,1,1,0,0,0,0,1,0,27,43,,6,0,12,17,2,0,1,0,5,,2,,0,1,0,,0,0,,,,,,,1,27,39,27,11,1,1,0,0
CIN194409032,1944-09-03,2,CIN07,1,CIN,CHN,1,0,1,0,1,34,31,2,6,8,2,0,0,0,2,,3,1,4,1,0,0,0,0,0,0,5,1,1,1,0,0,0,0,1,0,27,43,37,6,6,12,17,2,0,1,0,5,3,2,1,0,1,0,0,0,0,0,0,7,14,,,1,27,39,27,11,1,1,0,0
CIN194409040,1944-09-04,0,CIN07,1,CIN,SLN,1,0,1,0,1,,30,0,5,5,0,0,0,,0,,3,,0,1,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,35,,3,0,8,,,,1,0,1,,2,,0,0,0,,0,0,,,,,,,1,27,43,27,16,0,0,0,0
CIN194409040,1944-09-04,0,CIN07,1,CIN,SLN,1,0,1,0,1,33,30,0,5,5,0,0,0,0,0,,3,0,0,1,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,35,34,3,3,8,13,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,13,11,,,1,27,43,27,16,0,0,0,0
CIN194409051,1944-09-05,1,CIN07,1,CIN,SLN,1,0,1,0,1,,33,0,6,8,2,0,0,,0,,1,,2,1,0,0,0,0,0,0,7,1,1,1,0,0,0,0,1,0,27,34,,4,0,6,13,1,0,2,0,0,,5,,0,1,0,,0,0,,,,,,,1,27,44,27,15,2,0,0,0
CIN194409051,1944-09-05,1,CIN07,1,CIN,SLN,1,0,1,0,1,34,33,0,6,8,2,0,0,0,0,,1,0,2,1,0,0,0,0,0,0,7,1,1,1,0,0,0,0,1,0,27,34,33,4,4,6,13,1,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,15,6,,,1,27,44,27,15,2,0,0,0
CIN194409052,1944-09-05,2,CIN07,1,CIN,SLN,1,1,0,0,1,,28,4,7,10,3,0,0,,4,,7,,2,0,0,3,0,1,0,0,10,1,1,1,1,0,0,1,0,0,27,34,,0,0,6,8,2,0,0,0,1,,4,,1,0,0,,0,0,,,,,,,1,27,45,27,16,2,2,0,0
CIN194409052,1944-09-05,2,CIN07,1,CIN,SLN,1,1,0,0,1,38,28,4,7,10,3,0,0,0,4,,7,2,2,0,0,3,0,1,0,0,10,1,1,1,1,0,0,1,0,0,27,34,32,0,0,6,8,2,0,0,0,1,0,4,2,1,0,0,0,0,0,0,0,15,6,,,1,27,45,27,16,2,2,0,0
CIN194409070,1944-09-07,0,CIN07,1,CIN,PIT,1,1,0,0,1,,32,2,10,11,1,0,0,,2,,2,,4,0,0,0,0,0,0,0,8,1,1,1,0,0,0,1,0,0,27,32,,1,0,6,8,2,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,1,27,43,27,16,0,3,0,0
CIN194409070,1944-09-07,0,CIN07,1,CIN,PIT,1,1,0,0,1,34,32,2,10,11,1,0,0,0,2,,2,0,4,0,0,0,0,0,3,0,8,1,1,1,0,0,0,1,0,0,27,32,30,1,1,6,8,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,13,11,,,1,27,43,27,16,0,3,0,0
CIN194409090,1944-09-09,0,CIN07,1,CIN,PIT,1,1,0,0,1,,28,3,6,10,1,0,1,,3,,2,,0,2,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,27,36,,2,0,7,7,0,0,0,0,2,,2,,0,0,0,,0,0,,,,,,,1,27,43,27,15,1,1,0,0
CIN194409090,1944-09-09,0,CIN07,1,CIN,PIT,1,1,0,0,1,30,28,3,6,10,1,0,1,0,3,,2,0,0,2,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,27,36,34,2,2,7,7,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,14,10,,,1,27,43,27,15,1,1,0,0
CIN194409101,1944-09-10,1,CIN07,1,CIN,PIT,1,0,1,0,1,,38,5,12,14,2,0,0,,4,,2,,1,1,1,2,0,0,0,0,11,1,1,1,0,0,0,0,1,0,27,41,,7,0,12,18,0,0,2,0,4,,5,,0,0,0,,0,0,,,,,,,1,27,43,27,14,2,2,0,0
CIN194409101,1944-09-10,1,CIN07,1,CIN,PIT,1,0,1,0,1,43,38,5,12,14,2,0,0,0,4,,2,0,1,1,1,2,0,0,0,0,11,1,1,1,0,0,0,0,1,0,27,41,37,7,5,12,18,0,0,2,0,4,0,5,2,0,0,0,0,0,0,0,0,11,8,,,1,27,43,27,14,2,2,0,0
CIN194409102,1944-09-10,2,CIN07,1,CIN,PIT,1,1,0,0,1,,31,2,8,10,0,1,0,,1,,0,,1,0,0,1,0,0,0,0,6,1,1,1,1,0,0,1,0,0,27,34,,0,0,6,7,1,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,1,27,45,27,16,2,2,0,0
CIN194409102,1944-09-10,2,CIN07,1,CIN,PIT,1,1,0,0,1,32,31,2,8,10,0,1,0,0,1,,0,0,1,0,0,1,0,0,1,0,6,1,1,1,1,0,0,1,0,0,27,34,32,0,0,6,7,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,13,11,,,1,27,45,27,16,2,2,0,0
CHN194409110,1944-09-11,0,CHI11,0,CIN,CHN,1,1,0,0,1,,39,6,10,17,3,2,0,,6,,6,,4,0,0,0,0,0,0,0,9,1,1,0,0,0,1,1,0,0,30,44,,5,0,10,,,,0,0,3,,2,,0,1,0,,0,0,,,,,,,1,30,46,30,12,4,1,0,0
CHN194409110,1944-09-11,0,CHI11,0,CIN,CHN,1,1,0,0,1,45,39,6,10,17,3,2,0,0,6,,6,1,4,0,0,0,0,0,1,0,9,1,1,0,0,0,1,1,0,0,30,44,40,5,4,10,11,1,0,0,0,3,1,2,1,0,1,0,0,0,0,1,0,11,16,,,1,30,46,30,12,4,1,0,0
CHN194409131,1944-09-13,1,CHI11,0,CIN,CHN,1,1,0,0,1,,30,4,8,11,3,0,0,,4,,4,,6,1,0,1,0,1,0,0,4,1,1,1,0,0,0,1,0,0,27,36,,1,0,8,9,1,0,0,0,1,,3,,0,1,0,,0,0,,,,,,,1,27,42,27,14,1,0,0,0
CHN194409131,1944-09-13,1,CHI11,0,CIN,CHN,1,1,0,0,1,35,30,4,8,11,3,0,0,0,4,,4,2,6,1,0,1,0,1,1,0,4,1,1,1,0,0,0,1,0,0,27,36,34,1,1,8,9,1,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,14,9,,,1,27,42,27,14,1,0,0,0
CHN194409132,1944-09-13,2,CHI11,0,CIN,CHN,1,0,1,0,1,,34,2,8,9,1,0,0,,2,,0,,1,1,0,0,0,1,0,0,5,1,1,1,0,0,0,0,1,0,24,30,,3,0,5,9,1,0,1,0,1,,1,,0,0,0,,1,0,,,,,,,1,24,31,24,7,0,0,0,0
CHN194409132,1944-09-13,2,CHI11,0,CIN,CHN,1,0,1,0,1,34,34,2,8,9,1,0,0,0,2,,0,0,1,1,0,0,0,1,0,0,5,1,1,1,0,0,0,0,1,0,24,30,29,3,3,5,9,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,8,15,,,1,24,31,24,7,0,0,0,0
CHN194409141,1944-09-14,1,CHI11,0,CIN,CHN,1,1,0,0,1,,48,3,8,12,1,0,1,,3,,4,,3,1,0,0,0,1,0,0,10,1,1,1,0,0,0,1,0,0,39,55,,2,0,12,14,0,1,0,0,6,,4,,0,1,0,,1,0,,,,,,,1,39,55,39,16,0,2,0,0
CHN194409141,1944-09-14,1,CHI11,0,CIN,CHN,1,1,0,0,1,52,48,3,8,12,1,0,1,0,3,,4,0,3,1,0,0,0,1,1,0,10,1,1,1,0,0,0,1,0,0,39,55,48,2,2,12,14,0,1,0,0,6,3,4,2,0,1,0,0,1,0,0,0,15,17,,,1,39,55,39,16,0,2,0,0
CHN194409142,1944-09-14,2,CHI11,0,CIN,CHN,1,0,1,0,1,,33,2,9,11,2,0,0,,2,,1,,3,1,0,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,24,31,,4,0,5,,,,1,0,1,,2,,0,2,0,,0,0,,,,,,,1,24,37,24,11,2,0,0,0
CHN194409142,1944-09-14,2,CHI11,0,CIN,CHN,1,0,1,0,1,34,33,2,9,11,2,0,0,0,2,,1,0,3,1,0,0,0,0,1,0,5,1,1,0,0,0,1,0,1,0,24,31,28,4,0,5,8,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,9,11,,,1,24,37,24,11,2,0,0,0
PIT194409150,1944-09-15,0,PIT06,0,CIN,PIT,1,1,0,0,1,,38,5,10,10,0,0,0,,5,,3,,5,2,0,2,0,0,0,0,8,1,1,1,0,0,0,1,0,0,30,40,,3,0,9,12,0,0,1,0,3,,2,,0,0,0,,0,0,,,,,,,1,30,44,30,13,1,1,0,0
PIT194409150,1944-09-15,0,PIT06,0,CIN,PIT,1,1,0,0,1,43,38,5,10,10,0,0,0,0,5,,3,0,5,2,0,2,0,0,1,0,8,1,1,1,0,0,0,1,0,0,30,40,37,3,2,9,12,0,0,1,0,3,0,2,1,0,0,0,0,0,0,0,0,10,15,,,1,30,45,30,14,1,1,0,0
PIT194409161,1944-09-16,1,PIT06,0,CIN,PIT,1,1,0,0,1,,34,2,10,11,1,0,0,,2,,0,,0,0,0,1,0,0,0,0,6,1,1,1,0,0,0,1,0,0,27,31,,1,0,1,3,0,1,0,0,4,,3,,0,0,0,,0,0,,,,,,,1,27,40,27,13,0,0,0,0
PIT194409161,1944-09-16,1,PIT06,0,CIN,PIT,1,1,0,0,1,35,34,2,10,11,1,0,0,0,2,,0,0,0,0,0,1,0,0,0,0,6,1,1,1,0,0,0,1,0,0,27,31,27,1,1,1,3,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,11,12,,,1,27,40,27,13,0,0,0,0
PIT194409162,1944-09-16,2,PIT06,0,CIN,PIT,1,1,0,0,1,,33,3,8,14,0,0,2,,3,,0,,2,1,0,1,0,0,0,0,4,1,1,1,0,0,0,1,0,0,27,34,,1,0,7,9,2,0,0,0,1,,3,,0,0,0,,0,0,,,,,,,1,27,38,27,11,0,1,0,0
PIT194409162,1944-09-16,2,PIT06,0,CIN,PIT,1,1,0,0,1,34,33,3,8,14,0,0,2,0,3,,0,0,2,1,0,1,0,0,0,0,4,1,1,1,0,0,0,1,0,0,27,34,33,1,1,7,9,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,10,13,,,1,27,36,27,9,0,1,0,0
PIT194409171,1944-09-17,1,PIT06,0,CIN,PIT,1,0,1,0,1,,35,1,10,11,1,0,0,,1,,0,,3,1,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,24,35,,7,0,13,,,,0,0,2,,1,,0,0,0,,0,0,,,,,,,1,24,35,24,10,1,2,0,0
PIT194409171,1944-09-17,1,PIT06,0,CIN,PIT,1,0,1,0,1,35,35,1,10,11,1,0,0,0,1,,0,0,3,1,0,0,0,0,1,0,7,1,1,0,0,0,1,0,1,0,24,35,33,7,7,13,16,3,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,6,13,,,1,24,36,24,11,1,2,0,0
PIT194409172,1944-09-17,2,PIT06,0,CIN,PIT,1,1,0,0,1,,37,2,11,12,1,0,0,,2,,2,,1,0,1,1,0,1,0,0,9,1,1,1,0,0,0,1,0,0,30,41,,1,0,8,9,1,0,0,0,4,,0,,0,2,0,,0,0,,,,,,,1,30,51,30,21,0,1,0,0
PIT194409172,1944-09-17,2,PIT06,0,CIN,PIT,1,1,0,0,1,41,37,2,11,12,1,0,0,0,2,,2,0,1,0,1,1,0,1,2,0,9,1,1,1,0,0,0,1,0,0,30,41,35,1,1,8,9,1,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,18,8,,,1,30,51,30,21,0,1,0,0
PHI194409201,1944-09-20,1,PHI11,0,CIN,PHI,1,0,1,0,1,,31,2,7,8,1,0,0,,2,,4,,3,2,1,1,0,0,0,0,8,1,1,1,0,0,0,0,1,0,24,33,,3,0,7,9,2,0,0,0,3,,5,,0,1,0,,0,0,,,,,,,1,24,34,24,10,0,1,0,0
PHI194409201,1944-09-20,1,PHI11,0,CIN,PHI,1,0,1,0,1,37,31,2,7,8,1,0,0,0,2,,4,0,3,2,1,1,0,0,1,0,8,1,1,1,0,0,0,0,1,0,24,33,29,3,3,7,9,2,0,0,0,3,1,5,1,0,1,0,0,0,0,0,0,9,8,,,1,24,34,24,10,0,1,0,0
PHI194409202,1944-09-20,2,PHI11,0,CIN,PHI,1,1,0,0,1,,30,6,8,12,1,0,1,,6,,2,,5,1,0,3,0,0,0,0,2,1,1,1,0,0,0,1,0,0,27,38,,4,0,7,10,1,1,0,0,4,,0,,1,0,0,,0,0,,,,,,,1,27,42,27,14,1,1,0,0
PHI194409202,1944-09-20,2,PHI11,0,CIN,PHI,1,1,0,0,1,35,30,6,8,12,1,0,1,0,6,,2,1,5,1,0,3,0,0,0,0,2,1,1,1,0,0,0,1,0,0,27,38,33,4,3,7,10,1,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,13,12,,,1,27,42,27,14,1,1,0,0
PHI194409211,1944-09-21,1,PHI11,0,CIN,PHI,1,1,0,0,1,,48,5,16,18,2,0,0,,5,,3,,6,3,0,0,0,0,0,0,10,1,1,0,0,0,1,1,0,0,36,44,,3,0,6,,,,0,0,2,,1,,0,0,0,,0,0,,,,,,,1,36,60,36,22,2,1,0,0
PHI194409211,1944-09-21,1,PHI11,0,CIN,PHI,1,1,0,0,1,51,48,5,16,18,2,0,0,0,5,,3,0,6,3,0,0,0,0,0,0,10,1,1,0,0,0,1,1,0,0,36,44,42,3,1,6,7,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,23,11,,,1,36,61,36,23,2,1,0,0
PHI194409212,1944-09-21,2,PHI11,0,CIN,PHI,1,1,0,0,1,,38,8,13,14,1,0,0,,7,,1,,1,1,0,4,0,0,0,0,8,1,1,0,0,0,1,1,0,1,27,39,,4,0,9,,,,0,0,4,,4,,0,0,0,,0,0,,,,,,,1,27,38,27,11,0,1,0,0
PHI194409212,1944-09-21,2,PHI11,0,CIN,PHI,1,1,0,0,1,43,38,8,13,14,1,0,0,0,7,,1,1,1,0,0,4,0,0,1,0,8,1,1,0,0,0,1,1,0,1,27,39,35,4,4,9,9,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,10,12,,,1,27,37,27,10,0,1,0,0
BSN194409230,1944-09-23,0,BOS08,0,CIN,BSN,1,0,1,0,1,,32,0,6,6,0,0,0,,0,,3,,4,3,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,36,,4,0,10,,,,0,0,3,,1,,1,0,0,,0,0,,,,,,,1,24,41,24,14,3,2,0,0
BSN194409230,1944-09-23,0,BOS08,0,CIN,BSN,1,0,1,0,1,35,32,0,6,6,0,0,0,0,0,,3,0,4,3,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,36,32,4,4,10,11,1,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,9,10,,,1,24,43,24,16,3,2,0,0
BSN194409241,1944-09-24,1,BOS08,0,CIN,BSN,1,1,0,0,1,,32,2,7,8,1,0,0,,2,,2,,2,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,0,0,27,36,,1,0,6,8,2,0,0,0,2,,1,,0,0,0,,0,0,,,,,,,1,27,45,27,17,1,0,0,0
BSN194409241,1944-09-24,1,BOS08,0,CIN,BSN,1,1,0,0,1,34,32,2,7,8,1,0,0,0,2,,2,0,2,0,0,0,0,0,2,0,5,1,1,1,0,0,0,1,0,0,27,36,34,1,1,6,8,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,18,7,,,1,27,46,27,18,1,0,0,0
BSN194409242,1944-09-24,2,BOS08,0,CIN,BSN,1,1,0,0,1,,30,1,5,5,0,0,0,,1,,5,,4,1,0,1,0,1,0,0,8,1,1,1,1,0,0,1,0,0,27,32,,0,0,3,3,0,0,0,0,2,,3,,0,0,0,,0,0,,,,,,,1,27,41,27,13,1,1,0,0
BSN194409242,1944-09-24,2,BOS08,0,CIN,BSN,1,1,0,0,1,36,30,1,5,5,0,0,0,0,1,,5,0,4,0,0,1,0,1,0,0,8,1,1,1,1,0,0,1,0,0,27,32,30,0,0,3,3,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,13,10,,,1,27,41,27,13,1,1,0,0
NY1194409250,1944-09-25,0,NYC14,0,CIN,NY1,1,0,1,0,1,,32,2,7,14,4,0,1,,2,,3,,5,1,0,1,0,1,0,0,7,1,1,1,0,0,0,0,1,0,24,32,,3,0,6,9,0,0,1,0,1,,1,,0,1,0,,0,0,,,,,,,1,24,39,24,14,1,0,0,0
NY1194409250,1944-09-25,0,NYC14,0,CIN,NY1,1,0,1,0,1,36,32,2,7,14,4,0,1,0,2,,3,0,5,1,0,1,0,1,0,0,7,1,1,1,0,0,0,0,1,0,24,32,30,3,3,6,9,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,13,9,,,1,24,39,24,14,1,0,0,0
NY1194409261,1944-09-26,1,NYC14,0,CIN,NY1,1,1,0,0,1,,36,8,12,18,0,0,2,,8,,4,,2,2,1,1,0,2,0,0,7,1,1,0,0,0,1,1,0,1,27,39,,5,0,14,,,,3,0,1,,1,,0,0,0,,0,0,,,,,,,1,27,44,27,16,1,3,0,0
NY1194409261,1944-09-26,1,NYC14,0,CIN,NY1,1,1,0,0,1,42,36,8,12,18,0,0,2,0,8,,4,0,2,2,1,1,0,2,0,0,7,1,1,0,0,0,1,1,0,1,27,39,38,5,4,14,28,1,2,3,0,1,1,1,3,0,0,0,0,0,0,0,0,12,10,,,1,27,44,27,16,1,3,0,0
NY1194409262,1944-09-26,2,NYC14,0,CIN,NY1,1,1,0,0,1,,32,6,5,10,2,0,1,,3,,5,,2,2,0,0,0,1,0,0,4,1,1,0,0,0,1,1,0,1,27,37,,4,0,7,,,,1,0,2,,1,,1,0,0,,0,0,,,,,,,1,27,40,27,13,0,0,0,0
NY1194409262,1944-09-26,2,NYC14,0,CIN,NY1,1,1,0,0,1,37,32,6,5,10,2,0,1,0,3,,5,2,2,2,0,0,0,1,0,0,4,1,1,0,0,0,1,1,0,1,27,37,34,4,4,7,12,2,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,13,13,,,1,27,40,27,13,0,0,0,0
NY1194409270,1944-09-27,0,NYC14,0,CIN,NY1,1,1,0,0,1,,36,8,11,17,3,0,1,,7,,6,,2,1,0,0,0,2,0,0,7,1,1,1,0,0,0,1,0,0,27,36,,1,0,9,10,1,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,1,27,44,27,17,0,2,0,0
NY1194409270,1944-09-27,0,NYC14,0,CIN,NY1,1,1,0,0,1,42,36,8,11,17,3,0,1,1,7,,6,0,2,1,0,0,0,2,2,0,7,1,1,1,0,0,0,1,0,0,27,36,33,1,1,9,10,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,14,10,,,1,27,44,27,17,0,2,0,0
BRO194409280,1944-09-28,0,NYC15,0,CIN,BRO,1,1,0,0,1,,40,10,14,20,3,0,1,,10,,5,,3,1,1,0,0,1,0,0,9,1,1,0,0,0,1,1,0,0,27,38,,6,0,12,,,,0,0,1,,1,,0,0,0,,0,0,,,,,,,1,27,38,27,11,0,2,0,0
BRO194409280,1944-09-28,0,NYC15,0,CIN,BRO,1,1,0,0,1,46,40,10,14,20,3,0,1,0,10,,5,0,3,1,1,0,0,1,0,0,9,1,1,0,0,0,1,1,0,0,27,38,37,6,6,12,18,2,2,0,0,1,0,1,2,0,0,0,0,0,0,2,0,9,14,,,1,27,38,27,11,0,2,0,0
BRO194409290,1944-09-29,0,NYC15,0,CIN,BRO,1,1,0,0,1,,39,10,11,15,4,0,0,,9,,4,,3,0,0,0,0,2,0,0,6,1,1,1,0,0,0,1,0,0,27,39,,2,0,11,12,1,0,0,0,2,,1,,0,0,0,,0,0,,,,,,,1,27,42,27,14,1,1,0,0
BRO194409290,1944-09-29,0,NYC15,0,CIN,BRO,1,1,0,0,1,43,39,10,11,15,4,0,0,0,9,,4,0,3,0,0,0,0,2,0,0,6,1,1,1,0,0,0,1,0,0,27,39,37,2,2,11,12,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,11,13,,,1,27,40,27,12,1,1,0,0
BRO194409300,1944-09-30,0,NYC15,0,CIN,BRO,1,0,1,0,1,,34,1,9,9,0,0,0,,1,,1,,3,2,1,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,34,,5,0,9,,,,0,0,1,,1,,0,1,0,,0,0,,,,,,,1,24,33,24,8,1,0,0,0
BRO194409300,1944-09-30,0,NYC15,0,CIN,BRO,1,0,1,0,1,36,34,1,9,9,0,0,0,0,1,,1,0,3,2,1,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,34,32,5,4,9,11,2,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,6,15,,,1,24,33,24,8,1,0,0,0
BRO194410010,1944-10-01,0,NYC15,0,CIN,BRO,1,0,1,0,1,,38,5,14,20,6,0,0,,5,,1,,6,0,1,0,0,0,0,0,8,1,1,1,0,0,0,0,1,0,24,34,,6,0,9,13,0,2,0,0,0,,5,,0,0,0,,0,0,,,,,,,1,24,43,24,16,3,2,0,0
BRO194410010,1944-10-01,0,NYC15,0,CIN,BRO,1,0,1,0,1,40,38,5,14,20,6,0,0,0,5,,1,0,6,0,1,0,0,0,0,0,8,1,1,1,0,0,0,0,1,0,24,34,34,6,4,9,13,0,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,15,2,,,1,24,43,24,16,3,2,0,0
CHA194404190,1944-04-19,0,CHI10,0,CLE,CHA,1,0,1,0,1,,34,1,7,9,2,0,0,,1,,1,,3,0,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,24,35,,3,0,10,,,,0,0,3,,0,,0,0,0,,0,0,,,,,,,1,24,39,24,15,0,1,0,0
CLE194404210,1944-04-21,0,CLE07,1,CLE,DET,1,1,0,0,1,,35,7,12,17,2,0,1,,7,,1,,3,1,0,1,0,0,0,0,6,1,1,0,0,0,1,1,0,1,27,43,,4,0,7,,,,0,0,9,,4,,0,1,0,,0,0,,,,,,,1,27,40,27,13,0,0,0,0
CLE194404231,1944-04-23,1,CLE07,1,CLE,DET,1,0,1,0,1,,33,2,7,7,0,0,0,,2,,1,,3,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,27,39,,6,0,8,,,,0,0,6,,2,,0,2,0,,1,0,,,,,,,1,27,46,27,18,1,2,0,0
CLE194404232,1944-04-23,2,CLE07,1,CLE,DET,1,0,1,0,1,,29,3,5,7,2,0,0,,3,,2,,4,2,0,1,0,0,0,0,2,1,1,0,0,0,1,0,1,0,27,40,,4,0,8,,,,1,0,4,,2,,0,1,0,,0,0,,,,,,,1,27,41,27,12,2,0,0,0
SLA194404260,1944-04-26,0,STL07,0,CLE,SLA,1,0,1,0,1,,37,2,10,11,1,0,0,,2,,1,,1,0,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,24,32,,5,0,6,,,,0,0,5,,6,,0,0,0,,1,0,,,,,,,1,24,31,24,7,0,2,0,0
SLA194404270,1944-04-27,0,STL07,0,CLE,SLA,1,0,1,0,1,,33,1,7,7,0,0,0,,1,,5,,1,2,0,0,0,0,0,0,10,1,1,0,0,0,1,0,1,0,24,32,,5,0,4,,,,0,0,7,,2,,0,0,0,,1,0,,,,,,,1,24,39,24,15,0,1,0,1
DET194404280,1944-04-28,0,DET04,0,CLE,DET,1,1,0,0,1,,33,2,6,10,4,0,0,,2,,1,,3,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,0,0,27,39,,1,0,10,13,1,1,0,0,3,,4,,0,0,0,,0,0,,,,,,,1,27,41,27,14,0,0,0,0
