game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
NLS199207140,evt,1992-07-14,0,SAN01,A,0,ALS,NLS,1,1,0,0,1,46,44,13,19,29,4,0,2,0,13,,2,0,7,0,0,0,0,2,0,0,6,1,1,0,0,0,1,1,0,0,27,40,39,6,4,12,17,2,0,1,0,1,0,7,1,0,0,0,0,0,0,2,2,9,10,,,1,27,36,27,8,1,1,0,0
HOU199204070,evt,1992-04-07,0,HOU02,R,0,ATL,HOU,1,1,0,0,1,36,31,2,7,9,2,0,0,0,2,,4,0,5,0,0,0,1,0,1,0,7,1,1,1,1,0,0,1,0,0,27,30,28,0,0,2,2,0,0,0,0,2,0,9,1,0,0,0,0,0,0,0,0,10,6,103,71,1,27,40,27,13,0,1,0,0
HOU199204080,evt,1992-04-08,0,HOU02,R,0,ATL,HOU,1,1,0,0,1,37,34,3,8,9,1,0,0,0,3,,2,0,8,1,0,1,0,0,0,0,7,1,1,0,0,0,1,1,0,1,27,34,31,1,1,5,7,2,0,0,0,3,0,10,0,0,0,0,0,1,0,1,0,9,7,123,83,1,27,35,27,8,0,0,0,0
ATL199204090,evt,1992-04-09,0,ATL01,R,1,ATL,SFN,1,0,1,0,1,38,34,4,8,19,1,2,2,0,4,,3,0,5,1,1,0,0,0,1,0,7,1,1,0,0,0,1,0,1,0,27,47,38,11,8,15,23,2,0,2,0,7,1,7,2,0,1,1,0,0,0,4,0,9,6,173,106,1,27,44,27,14,3,2,0,1
ATL199204100,evt,1992-04-10,0,ATL01,R,1,ATL,SFN,1,1,0,0,1,33,29,5,8,13,0,1,1,0,5,,4,0,6,2,0,0,0,1,0,0,4,1,1,0,0,0,1,1,0,1,27,39,35,3,2,9,11,2,0,0,0,4,1,10,1,0,0,0,0,0,0,5,2,8,7,164,107,1,27,39,27,10,2,1,0,0
ATL199204110,evt,1992-04-11,0,ATL01,R,1,ATL,SFN,1,0,1,0,1,36,34,0,6,9,1,1,0,0,0,,2,0,8,0,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,27,39,31,3,2,6,10,1,0,1,0,7,1,6,0,0,1,0,0,0,0,0,0,7,12,156,90,1,27,36,27,8,1,0,0,0
ATL199204120,evt,1992-04-12,0,ATL01,R,1,ATL,SFN,1,1,0,0,1,40,33,6,12,16,1,0,1,0,6,,4,0,5,0,1,2,0,0,2,0,10,1,1,0,0,0,1,1,0,0,27,37,36,2,1,8,10,2,0,0,0,0,0,6,0,0,0,1,0,0,0,2,2,12,8,121,83,1,27,42,27,13,2,0,0,0
CIN199204130,evt,1992-04-13,0,CIN08,R,0,ATL,CIN,1,0,1,0,1,36,35,4,9,17,4,2,0,0,3,,0,0,12,0,0,0,1,0,0,0,5,1,1,0,0,0,1,0,1,0,24,37,29,5,5,7,10,1,1,0,0,7,0,6,1,1,0,0,0,3,1,3,0,8,8,148,84,1,24,36,24,11,1,3,0,0
CIN199204140,evt,1992-04-14,0,CIN08,R,0,ATL,CIN,1,0,1,0,1,35,32,4,7,14,1,0,2,0,3,,1,1,5,0,0,1,1,2,0,0,4,1,1,0,0,0,1,0,1,0,24,31,28,5,5,6,15,1,1,2,0,2,0,5,0,0,1,0,0,0,0,0,0,12,5,117,69,1,24,38,24,14,0,0,0,0
CIN199204150,evt,1992-04-15,0,CIN08,R,0,ATL,CIN,1,0,1,0,1,32,31,1,4,9,0,1,1,0,1,,1,0,6,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,24,37,28,3,2,8,9,1,0,0,0,6,2,8,0,1,1,1,0,0,1,1,0,5,8,151,89,1,24,33,24,8,1,0,0,0
