game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
NLS195307140,evt,1953-07-14,0,CIN07,A,0,ALS,NLS,1,0,1,0,1,34,31,1,5,5,0,0,0,0,1,,3,0,5,0,0,0,0,0,1,0,6,1,1,0,0,0,1,0,1,0,24,36,32,5,5,10,11,1,0,0,0,3,0,3,1,1,0,0,0,0,0,0,0,7,12,,,1,24,32,24,8,0,1,0,0
PHA195304160,evt,1953-04-16,0,PHI11,R,0,BOS,PHA,1,1,0,0,1,49,42,11,19,24,5,0,0,0,9,,3,0,2,0,1,3,0,0,1,0,11,1,1,0,0,0,1,1,0,0,27,42,39,6,6,15,21,3,0,1,0,3,0,2,2,0,0,0,0,1,0,2,1,16,6,,,1,27,43,27,16,0,2,0,0
PHA195304170,evt,1953-04-17,0,PHI11,R,0,BOS,PHA,1,0,1,0,1,30,30,0,5,5,0,0,0,0,0,,0,0,5,1,0,0,0,0,1,0,3,1,1,0,0,0,1,0,1,0,24,37,30,5,3,9,10,1,0,0,0,6,0,6,2,0,1,0,0,1,0,0,0,7,7,,,1,24,38,24,12,2,2,0,0
WS1195304190,evt,1953-04-19,0,WAS09,R,0,BOS,WS1,1,0,1,0,1,34,31,0,5,6,1,0,0,0,0,,3,0,9,0,0,0,0,0,1,0,7,1,1,0,0,0,1,0,1,0,24,33,31,4,4,9,15,2,2,0,0,1,0,3,1,0,1,0,0,0,0,0,0,9,10,,,1,24,35,24,11,0,1,0,0
BOS195304201,evt,1953-04-20,1,BOS07,R,1,BOS,WS1,1,1,0,0,1,33,30,4,7,16,3,0,2,0,3,,2,0,4,0,0,1,0,0,0,0,5,1,1,0,0,0,1,1,0,1,27,41,35,2,2,8,11,3,0,0,0,6,1,1,0,0,0,0,0,0,0,4,1,15,11,,,1,27,44,27,16,1,0,0,0
BOS195304202,evt,1953-04-20,2,BOS07,R,1,BOS,WS1,1,1,0,0,1,41,36,11,13,22,6,0,1,0,11,,4,0,3,0,0,1,0,0,0,0,6,1,1,0,0,0,1,1,0,1,27,44,36,4,4,7,9,2,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,12,8,,,1,27,41,27,11,3,0,0,1
NYA195304210,evt,1953-04-21,0,NYC16,R,0,BOS,NYA,1,0,1,0,1,34,30,0,6,6,0,0,0,0,0,,4,0,3,0,0,0,0,1,1,0,7,1,1,0,0,0,1,0,1,0,24,29,26,1,1,5,8,0,0,1,0,3,0,4,1,0,0,0,0,0,0,0,0,6,11,,,1,24,32,24,8,0,1,0,0
NYA195304220,evt,1953-04-22,0,NYC16,R,0,BOS,NYA,1,0,1,0,1,38,34,2,7,8,1,0,0,0,2,,4,0,2,1,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,24,37,33,6,6,9,14,2,0,1,0,4,1,5,0,0,0,0,0,0,0,2,2,7,12,,,1,24,29,24,5,0,0,0,1
NYA195304230,evt,1953-04-23,0,NYC16,R,0,BOS,NYA,1,0,1,0,1,35,33,3,7,9,0,1,0,0,3,,1,0,5,0,0,1,0,0,0,0,5,1,1,0,0,0,1,0,1,0,26,40,35,6,3,11,18,1,0,2,0,3,0,5,2,0,2,0,0,0,0,2,0,9,9,,,1,26,39,26,12,1,2,0,0
BOS195304240,evt,1953-04-24,0,BOS07,R,1,BOS,PHA,1,0,1,0,1,32,32,2,5,11,1,1,1,0,2,,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,27,42,37,7,7,14,20,3,0,1,0,5,0,2,1,0,0,0,0,0,0,2,0,7,11,,,1,27,42,27,14,1,1,0,0
