game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
ALS196207100,evt,1962-07-10,0,WAS10,A,1,AL1,NL1,1,0,1,0,1,35,29,1,4,6,0,1,0,0,1,,3,0,5,1,2,0,1,0,0,0,7,1,1,0,0,0,1,0,1,0,27,35,33,3,3,8,9,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,7,16,,,1,27,35,27,8,0,1,0,0
NLS196207300,evt,1962-07-30,0,CHI11,A,0,AL2,NL2,1,1,0,0,1,42,37,9,10,21,2,0,3,0,9,,4,0,8,0,0,0,1,0,0,0,6,1,1,0,0,0,1,1,0,1,27,38,35,4,4,10,17,2,1,1,0,2,0,3,2,1,0,0,0,0,0,0,0,12,10,,,1,27,40,27,13,0,2,0,0
NYA196204100,evt,1962-04-10,0,NYC16,R,0,BAL,NYA,1,0,1,0,1,41,37,6,11,17,3,0,1,0,6,,3,0,7,1,0,0,1,0,0,0,8,1,1,0,0,0,1,0,1,0,24,36,32,7,7,10,20,1,0,3,0,4,0,1,2,0,0,0,0,0,0,1,0,9,12,,,1,24,35,24,11,0,2,0,0
BAL196204140,evt,1962-04-14,0,BAL11,R,1,BAL,BOS,1,1,0,0,1,33,27,3,4,11,1,0,2,0,3,,4,1,8,0,1,0,1,1,0,0,6,1,1,0,1,1,1,1,0,1,27,31,29,0,0,2,3,1,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,6,15,,,1,27,33,27,6,0,0,0,0
BAL196204151,evt,1962-04-15,1,BAL11,R,1,BAL,BOS,1,1,0,0,1,39,26,5,5,9,2,1,0,0,5,,10,0,9,0,0,3,0,0,0,0,10,1,1,1,0,0,0,1,0,0,27,40,34,1,1,8,9,1,0,0,0,6,0,7,3,0,0,0,0,1,0,0,0,13,4,,,1,27,45,27,16,2,3,0,0
BAL196204152,evt,1962-04-15,2,BAL11,R,1,BAL,BOS,1,0,1,0,1,41,34,4,10,11,1,0,0,0,4,,6,0,9,2,0,0,1,1,0,0,10,1,1,0,0,0,1,0,1,0,27,42,33,5,5,8,12,2,1,0,0,6,1,4,1,0,2,1,0,0,0,3,0,9,12,,,1,27,41,27,12,2,1,0,0
BAL196204170,evt,1962-04-17,0,BAL11,R,1,BAL,NYA,1,0,1,0,1,36,31,3,5,10,2,0,1,0,3,,4,0,9,0,0,0,1,0,0,0,6,1,1,0,0,0,1,0,1,0,27,43,38,8,8,12,23,3,1,2,0,5,0,5,1,0,0,0,0,0,0,3,2,6,12,,,1,27,40,27,12,1,1,0,0
BAL196204180,evt,1962-04-18,0,BAL11,R,1,BAL,NYA,1,1,0,0,1,31,27,1,4,7,0,0,1,0,1,,3,0,4,1,0,0,0,0,0,1,6,1,1,0,1,1,1,1,0,1,27,33,30,0,0,4,4,0,0,0,0,2,0,10,0,0,1,0,0,0,0,0,0,10,6,,,1,27,37,27,10,0,0,0,0
BAL196204190,evt,1962-04-19,0,BAL11,R,1,BAL,NYA,1,0,1,0,1,33,32,1,6,8,2,0,0,0,1,,1,0,10,0,0,0,0,1,1,0,5,1,1,0,0,0,1,0,1,0,27,36,33,3,3,6,13,2,1,1,0,3,0,7,0,0,0,0,0,0,0,2,0,9,10,,,1,27,38,27,11,0,0,0,0
WS2196204200,evt,1962-04-20,0,WAS10,R,0,BAL,WS2,1,1,0,0,1,38,33,5,10,10,0,0,0,0,4,,3,0,2,1,0,0,2,0,1,0,6,1,1,0,0,0,1,1,0,1,27,38,34,4,3,8,12,1,0,1,0,4,0,10,0,0,0,0,0,0,0,3,1,4,12,,,1,27,34,27,6,1,0,0,0
WS2196204210,evt,1962-04-21,0,WAS10,R,0,BAL,WS2,1,1,0,0,1,36,30,3,6,7,1,0,0,0,3,,4,0,3,2,1,1,0,1,0,0,6,1,1,0,1,1,1,1,0,1,27,36,31,0,0,7,9,2,0,0,0,5,0,3,3,0,0,0,0,0,0,2,0,13,8,,,1,27,42,27,15,0,3,0,0
WS2196204220,evt,1962-04-22,0,WAS10,R,0,BAL,WS2,1,1,0,0,1,43,36,8,9,23,2,0,4,0,8,,7,1,6,0,0,0,0,0,0,0,8,1,1,1,0,0,0,1,0,0,27,36,35,3,1,6,7,1,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,11,11,,,1,27,43,27,12,4,1,0,0
BAL196204240,evt,1962-04-24,0,BAL11,R,1,BAL,MIN,1,1,0,0,1,39,33,5,9,11,2,0,0,0,5,,5,1,6,1,0,0,1,0,0,0,8,1,1,1,0,0,0,1,0,0,27,36,32,4,4,8,10,0,1,0,0,3,0,4,2,0,1,0,0,1,0,0,0,10,10,,,1,27,39,27,12,0,2,0,0
BAL196204250,evt,1962-04-25,0,BAL11,R,1,BAL,MIN,1,0,1,0,1,34,30,1,4,7,0,0,1,0,1,,4,0,5,0,0,0,0,1,0,0,6,1,1,1,0,0,0,0,1,0,27,37,35,3,2,7,11,1,0,1,0,2,0,9,0,0,0,0,0,1,0,0,0,5,13,,,1,27,33,27,5,1,0,0,0
BAL196204260,evt,1962-04-26,0,BAL11,R,1,BAL,MIN,1,0,1,0,1,38,35,2,9,12,0,0,1,0,2,,3,0,7,1,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,27,36,35,3,1,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,18,,,1,27,37,27,9,1,0,0,0
KC1196204270,evt,1962-04-27,0,KAN05,R,0,BAL,KC1,1,0,1,0,1,35,33,5,6,10,1,0,1,0,5,,2,0,10,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,24,45,40,14,14,18,29,4,2,1,0,4,0,6,0,0,1,0,0,0,0,2,0,7,9,,,1,24,34,24,10,0,0,0,1
KC1196204280,evt,1962-04-28,0,KAN05,R,0,BAL,KC1,1,1,0,0,1,37,31,3,5,10,3,1,0,0,2,,5,1,7,1,0,1,0,0,0,0,7,1,1,0,0,0,1,1,0,1,27,37,35,2,1,8,9,1,0,0,0,2,0,5,0,0,0,0,0,0,0,2,1,13,7,,,1,27,38,25,12,1,1,0,1
KC1196204290,evt,1962-04-29,0,KAN05,R,0,BAL,KC1,1,1,0,0,1,44,34,8,10,23,1,0,4,0,8,,7,0,7,1,2,1,0,0,1,0,9,1,1,0,0,0,1,1,0,1,27,41,35,3,3,8,10,2,0,0,0,5,0,10,0,0,1,0,0,1,0,3,0,5,11,,,1,27,34,27,6,1,0,0,0
MIN196205010,evt,1962-05-01,0,MIN02,R,0,BAL,MIN,1,0,1,0,1,37,35,3,9,15,3,0,1,0,3,,1,0,3,0,0,1,0,1,0,0,7,1,1,0,0,0,1,0,1,0,24,42,33,8,7,13,21,3,1,1,0,7,2,4,1,0,1,1,0,0,0,4,2,4,12,,,1,24,37,24,11,2,1,0,0
MIN196205020,evt,1962-05-02,0,MIN02,R,0,BAL,MIN,1,1,0,0,1,42,38,6,12,24,2,2,2,0,6,,4,0,8,1,0,0,0,2,0,0,9,1,1,0,0,0,1,1,0,1,27,40,35,5,5,10,16,3,0,1,0,3,0,8,0,0,2,0,0,0,0,1,0,7,10,,,1,27,34,27,7,0,0,0,0
MIN196205030,evt,1962-05-03,0,MIN02,R,0,BAL,MIN,1,0,1,0,1,36,35,4,9,13,1,0,1,0,4,,0,0,3,1,0,0,1,0,0,0,5,1,1,0,0,0,1,0,1,0,24,36,30,8,4,7,16,0,0,3,1,6,0,3,1,0,0,0,0,1,0,3,0,12,7,,,1,24,37,24,12,1,1,0,0
LAA196205040,evt,1962-05-04,0,LOS03,R,0,BAL,LAA,1,0,1,0,1,37,31,4,6,7,1,0,0,0,3,,4,0,5,2,0,1,1,0,0,0,6,1,1,0,0,0,1,0,1,0,24,36,31,5,4,9,12,0,0,1,0,4,0,7,0,0,1,0,0,1,0,0,0,7,7,,,1,24,31,24,7,0,0,0,1
LAA196205050,evt,1962-05-05,0,LOS03,R,0,BAL,LAA,1,0,1,0,1,34,28,0,0,0,0,0,0,0,0,,4,0,9,0,2,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,24,31,29,2,2,6,8,2,0,0,0,1,0,7,0,0,1,0,0,1,0,0,0,12,3,,,1,24,38,24,14,0,0,0,0
LAA196205060,evt,1962-05-06,0,LOS03,R,0,BAL,LAA,1,0,1,0,1,38,33,7,7,11,1,0,1,1,7,,4,0,5,0,0,0,1,0,0,0,4,1,1,0,0,0,1,0,1,0,24,51,42,15,14,19,25,6,0,0,0,6,2,5,0,1,2,0,0,0,0,6,3,10,7,,,1,24,36,24,11,1,0,0,0
BAL196205090,evt,1962-05-09,0,BAL11,R,1,BAL,KC1,1,1,0,0,1,38,33,6,11,18,4,0,1,1,6,,4,1,6,1,1,0,0,1,0,0,8,1,1,1,0,0,0,1,0,0,27,37,33,3,2,5,6,1,0,0,0,3,0,13,0,1,0,0,0,1,0,0,0,7,7,,,1,27,35,27,7,1,0,0,0
BAL196205100,evt,1962-05-10,0,BAL11,R,1,BAL,KC1,1,1,0,0,1,37,31,5,8,15,1,0,2,0,4,,4,1,2,0,0,2,0,0,0,0,8,1,1,0,0,0,1,1,0,1,27,36,30,2,2,4,4,0,0,0,0,6,0,5,1,0,0,0,0,0,0,0,0,10,10,,,1,27,38,27,10,1,2,0,0
BAL196205110,evt,1962-05-11,0,BAL11,R,1,BAL,WS2,1,0,1,0,1,35,34,1,6,6,0,0,0,0,1,,1,0,6,0,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,27,45,39,12,11,12,17,2,0,1,1,6,0,3,1,0,0,0,0,0,0,2,1,9,14,,,1,27,40,27,10,3,1,0,0
BAL196205120,evt,1962-05-12,0,BAL11,R,1,BAL,WS2,1,1,0,0,1,34,29,3,5,8,0,0,1,0,3,,4,0,6,0,1,0,0,0,0,0,7,1,1,1,0,0,0,1,0,0,27,36,33,2,1,6,7,1,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,12,8,,,1,27,45,27,15,3,0,0,0
BAL196205130,evt,1962-05-13,0,BAL11,R,1,BAL,WS2,1,1,0,0,1,29,27,3,5,11,0,0,2,0,3,,1,0,4,0,0,1,0,0,1,0,2,1,1,0,0,0,1,1,0,0,27,32,31,2,2,6,9,0,0,1,0,1,0,3,1,0,0,0,0,0,0,1,0,10,12,,,1,27,39,27,12,0,1,0,0
BAL196205150,evt,1962-05-15,0,BAL11,R,1,BAL,LAA,1,1,0,0,1,37,34,7,10,19,3,0,2,0,6,,3,2,7,0,0,0,0,0,0,0,6,1,1,1,0,0,0,1,0,0,27,33,31,1,1,4,8,1,0,1,0,2,0,10,0,0,0,0,0,1,0,0,0,4,12,,,1,27,32,27,5,0,0,0,0
BAL196205160,evt,1962-05-16,0,BAL11,R,1,BAL,LAA,1,0,1,0,1,34,29,1,4,4,0,0,0,0,1,,4,0,9,0,0,1,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,36,32,3,3,6,13,1,0,2,0,3,1,8,0,1,0,0,0,0,0,0,0,6,12,,,1,27,34,27,7,0,0,0,0
BAL196205170,evt,1962-05-17,0,BAL11,R,1,BAL,LAA,1,1,0,0,1,33,29,6,5,14,3,0,2,0,6,,4,0,9,0,0,0,0,1,0,0,3,1,1,0,0,0,1,1,0,1,27,42,38,4,3,12,15,3,0,0,0,4,0,11,0,0,0,0,0,2,0,2,0,7,8,,,1,27,39,27,12,0,0,0,1
CHA196205180,evt,1962-05-18,0,CHI10,R,0,BAL,CHA,1,1,0,0,1,56,45,7,15,16,1,0,0,0,6,,8,0,2,2,0,2,1,0,1,0,13,1,1,0,0,0,1,1,0,0,36,46,44,4,3,9,11,2,0,0,0,2,1,8,1,0,0,0,0,0,0,2,0,13,14,,,1,36,50,36,14,0,1,0,1
CHA196205190,evt,1962-05-19,0,CHI10,R,0,BAL,CHA,1,1,0,0,1,49,37,11,13,22,0,0,3,0,10,,9,1,5,1,0,2,1,3,0,0,11,1,1,0,0,0,1,1,0,0,27,44,39,6,1,9,12,3,0,0,0,5,0,5,0,0,0,0,0,0,0,1,0,7,15,,,1,27,38,27,8,3,0,0,0
CHA196205201,evt,1962-05-20,1,CHI10,R,0,BAL,CHA,1,0,1,0,1,39,36,3,9,13,1,0,1,0,3,,3,0,2,0,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,24,39,37,8,8,14,29,7,1,2,0,2,1,3,0,0,0,0,0,0,0,1,1,9,11,,,1,24,33,24,9,0,0,0,0
CHA196205202,evt,1962-05-20,2,CHI10,R,0,BAL,CHA,1,0,1,0,1,37,34,3,9,10,1,0,0,0,3,,3,0,7,2,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,24,42,31,8,8,11,16,2,0,1,0,8,2,5,1,0,2,1,0,1,0,4,1,9,7,,,1,24,37,24,11,2,2,0,0
CLE196205210,evt,1962-05-21,0,CLE07,R,0,BAL,CLE,1,0,1,0,1,43,38,7,13,27,0,1,4,0,7,,5,0,7,0,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,26,41,36,10,10,11,22,2,0,3,0,4,1,6,1,1,0,0,0,0,0,3,2,10,9,,,1,26,35,26,9,0,1,0,2
CLE196205220,evt,1962-05-22,0,CLE07,R,0,BAL,CLE,1,1,0,0,1,35,34,4,7,16,0,0,3,0,4,,1,0,4,0,0,0,0,2,0,0,4,1,1,0,0,0,1,1,0,1,27,35,31,1,1,5,8,3,0,0,0,4,0,6,1,0,0,0,0,1,0,1,0,9,10,,,1,27,37,27,10,0,1,0,0
BAL196205240,evt,1962-05-24,0,BAL11,R,1,BAL,DET,1,0,1,0,1,46,42,4,10,10,0,0,0,0,3,,3,0,9,0,0,1,0,2,0,0,9,1,1,0,0,0,1,0,1,0,33,46,42,5,5,10,21,2,0,3,0,3,1,11,0,0,1,0,0,1,0,0,0,10,11,,,1,33,44,33,11,0,0,0,1
