game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
ALS201907090,evt,2019-07-09,0,,A,1,ALS,NLS,1,1,0,0,1,31,30,4,8,13,2,0,1,0,3,,1,0,7,2,0,0,0,0,0,0,3,1,1,0,0,0,1,1,0,1,27,35,32,3,3,5,9,1,0,1,0,3,0,16,0,0,0,0,0,0,0,0,0,4,7,154,95,1,27,31,27,4,0,0,0,0
OAK201903280,evt,2019-03-28,0,OAK01,R,0,ANA,OAK,1,0,1,0,1,33,28,0,3,4,1,0,0,0,0,,4,0,3,2,1,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,24,32,30,4,4,7,16,1,1,2,0,1,0,4,0,0,0,1,0,0,0,0,0,4,15,103,74,1,24,29,24,5,0,0,0,0
OAK201903290,evt,2019-03-29,0,OAK01,R,0,ANA,OAK,1,1,0,0,1,39,35,6,10,12,2,0,0,0,6,,4,1,3,3,0,0,0,0,0,0,6,1,1,0,0,0,1,1,0,0,27,36,32,2,2,7,11,1,0,1,0,4,0,5,2,0,0,0,0,0,0,0,0,9,11,139,91,1,27,37,27,10,0,2,0,0
OAK201903300,evt,2019-03-30,0,OAK01,R,0,ANA,OAK,1,0,1,0,1,36,33,2,6,8,2,0,0,0,2,,2,0,7,0,0,0,1,0,0,0,7,1,1,0,0,0,1,0,1,0,24,34,31,4,4,7,10,0,0,1,0,2,0,6,0,1,0,0,0,0,0,2,0,7,11,123,71,1,24,31,24,7,0,0,0,0
OAK201903310,evt,2019-03-31,0,OAK01,R,0,ANA,OAK,1,0,1,0,1,31,29,1,3,8,2,0,1,0,1,,1,0,8,1,1,0,0,1,0,0,3,1,1,0,0,0,1,0,1,0,24,34,31,2,2,7,11,1,0,1,0,3,1,6,1,0,0,0,0,0,0,1,0,6,11,147,88,1,24,32,24,6,2,1,0,0
SEA201904010,evt,2019-04-01,0,SEA03,R,0,ANA,SEA,1,0,1,0,1,37,35,3,8,9,1,0,0,0,3,,1,1,5,1,1,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,24,40,33,6,6,10,14,1,0,1,0,6,0,7,1,1,0,0,0,1,0,5,0,7,9,158,89,1,24,35,24,10,1,1,0,0
SEA201904020,evt,2019-04-02,0,SEA03,R,0,ANA,SEA,1,0,1,0,1,32,31,1,4,5,1,0,0,0,1,,1,0,4,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,24,29,29,2,2,5,11,3,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,9,9,110,65,1,24,33,24,9,0,0,0,0
ANA201904040,evt,2019-04-04,0,ANA01,R,1,ANA,TEX,1,0,1,0,1,42,35,4,8,15,1,0,2,0,4,,7,0,9,2,0,0,0,0,0,0,11,1,1,0,0,0,1,0,1,0,27,45,39,11,11,15,24,3,0,2,0,4,0,10,1,2,0,0,0,2,0,2,1,6,8,188,121,1,27,37,27,9,1,2,0,0
ANA201904050,evt,2019-04-05,0,ANA01,R,1,ANA,TEX,1,1,0,0,1,30,29,3,6,13,1,0,2,0,3,,1,0,7,1,0,0,0,0,0,0,3,1,1,0,0,0,1,1,0,1,27,35,32,1,1,6,10,1,0,1,0,3,0,12,1,0,0,0,0,1,0,1,0,5,9,155,97,1,27,36,27,7,2,1,0,0
ANA201904060,evt,2019-04-06,0,ANA01,R,1,ANA,TEX,1,1,0,0,1,40,33,5,10,18,2,0,2,1,5,,5,1,7,0,2,0,0,2,0,0,11,1,1,0,0,0,1,1,0,0,27,34,31,1,1,6,9,3,0,0,0,1,0,12,1,1,1,0,0,0,0,0,0,6,7,146,99,1,27,36,27,9,0,1,0,0
ANA201904070,evt,2019-04-07,0,ANA01,R,1,ANA,TEX,1,1,0,0,1,40,32,7,9,15,0,0,2,0,7,,6,1,5,1,2,0,0,1,0,0,9,1,1,0,0,0,1,1,0,0,27,36,29,2,2,6,10,1,0,1,0,5,0,7,3,2,0,0,0,0,0,6,0,8,8,158,93,1,27,38,27,11,0,3,0,0
