game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
NLS194007090,evt,1940-07-09,0,STL07,A,0,ALS,NLS,1,0,1,0,1,31,29,0,3,4,1,0,0,0,0,,2,0,7,1,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,24,35,29,4,4,7,10,0,0,1,0,3,0,6,0,1,2,0,0,0,0,0,0,2,14,117,78,1,24,29,24,4,1,0,0,0
WS1194004160,evt,1940-04-16,0,WAS09,R,0,BOS,WS1,1,1,0,0,1,35,32,1,7,8,1,0,0,0,0,,3,0,1,0,0,0,0,0,1,0,7,1,1,1,1,0,0,1,0,0,27,29,29,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,3,,,1,27,14,10,3,1,0,0,0
WS1194004160,box,1940-04-16,0,WAS09,R,0,BOS,WS1,1,1,0,0,1,,32,1,7,8,1,0,0,,0,,3,-9,1,0,0,0,0,0,1,0,7,1,1,1,1,0,0,1,0,0,27,29,29,0,0,2,2,0,0,0,0,0,-10,4,0,0,0,0,0,0,0,0,0,0,0,,,1,27,36,27,8,1,0,0,0
WS1194004180,evt,1940-04-18,0,WAS09,R,0,BOS,WS1,1,1,0,0,1,42,35,7,9,16,2,1,1,0,6,,7,0,1,2,0,0,0,1,0,0,8,1,1,1,1,0,0,1,0,0,27,32,29,0,0,5,6,1,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,11,10,,,1,27,43,27,15,1,3,0,0
WS1194004180,box,1940-04-18,0,WAS09,R,0,BOS,WS1,1,1,0,0,1,,35,7,9,16,2,1,1,,6,,7,-9,1,2,0,0,0,1,0,0,8,1,1,1,1,0,0,1,0,0,27,32,29,0,0,5,6,1,0,0,0,3,-11,2,2,0,0,0,0,0,0,0,0,0,0,,,1,27,43,27,15,1,3,0,0
BOS194004191,evt,1940-04-19,1,BOS07,R,1,BOS,PHA,1,1,0,0,1,39,33,7,8,13,2,0,1,0,7,,5,0,3,0,0,1,0,1,1,0,8,1,1,0,0,0,1,1,0,0,27,42,34,6,5,8,9,1,0,0,0,8,0,6,3,0,0,0,0,0,0,2,1,12,6,,,1,27,45,27,15,3,3,0,0
BOS194004191,box,1940-04-19,1,BOS07,R,1,BOS,PHA,1,1,0,0,1,,33,7,8,13,2,0,1,,7,,5,-12,3,0,0,1,0,1,0,0,8,1,1,0,0,0,1,1,0,0,27,42,34,6,0,8,9,1,0,0,0,8,-10,6,3,0,0,0,0,0,0,0,0,0,0,,,1,27,45,27,15,3,3,0,0
BOS194004192,evt,1940-04-19,2,BOS07,R,1,BOS,PHA,1,0,1,0,1,35,32,1,5,9,2,1,0,0,1,,3,0,6,0,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,27,34,32,3,3,5,8,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,19,6,,,1,27,47,27,19,1,0,0,0
BOS194004192,box,1940-04-19,2,BOS07,R,1,BOS,PHA,1,0,1,0,1,,32,1,5,9,2,1,0,,1,,3,-11,6,0,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,27,34,32,3,0,5,8,0,0,1,0,2,-9,2,0,0,0,0,0,0,0,0,0,0,0,,,1,27,47,27,19,1,0,0,0
BOS194004230,evt,1940-04-23,0,BOS07,R,1,BOS,WS1,1,1,0,0,1,37,31,7,8,17,0,0,3,0,7,,4,0,3,1,1,1,0,0,0,0,6,1,1,1,0,0,0,1,0,0,27,36,35,2,2,7,10,3,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,8,10,,,1,27,37,27,9,1,0,0,0
BOS194004230,box,1940-04-23,0,BOS07,R,1,BOS,WS1,1,1,0,0,1,,31,7,8,17,0,0,3,,7,,4,-9,3,1,1,1,0,0,0,0,6,1,1,1,0,0,0,1,0,0,27,36,35,2,0,7,10,3,0,0,0,1,-14,8,0,0,0,0,0,0,0,0,0,0,0,,,1,27,37,27,9,1,0,0,0
BOS194004240,evt,1940-04-24,0,BOS07,R,1,BOS,WS1,1,0,1,0,1,39,34,6,6,11,0,1,1,0,6,,5,0,7,0,0,0,0,3,0,0,6,1,1,0,0,0,1,0,1,0,27,42,37,9,4,12,17,2,0,1,0,4,0,2,2,0,1,0,0,0,0,4,2,21,1,,,1,27,17,9,6,2,2,0,0
BOS194004240,box,1940-04-24,0,BOS07,R,1,BOS,WS1,1,0,1,0,1,,34,6,6,11,0,1,1,,6,,5,-12,7,0,0,0,0,3,0,0,6,1,1,0,0,0,1,0,1,0,27,42,37,9,0,12,17,2,0,1,0,4,-13,2,2,0,1,0,0,0,0,0,0,0,0,,,1,27,40,27,11,2,2,0,0
