game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
NLS196107110,evt,1961-07-11,0,SFO02,A,0,AL1,NL1,1,0,1,0,1,40,38,4,4,8,1,0,1,0,3,,2,0,12,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,41,37,5,4,11,18,2,1,1,0,1,0,6,0,1,0,2,0,0,0,2,0,9,12,,,1,27,39,27,10,2,0,0,1
ALS196107310,evt,1961-07-31,0,BOS07,A,1,AL2,NL2,1,0,0,1,1,33,30,1,4,7,0,0,1,0,1,,3,0,8,2,0,0,0,1,0,0,5,1,1,0,0,0,1,0,0,0,27,35,32,1,1,5,6,1,0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,10,10,,,1,27,36,27,9,0,0,0,0
BAL196104110,evt,1961-04-11,0,BAL11,R,1,BAL,LAA,1,0,1,0,1,37,33,2,6,7,1,0,0,0,0,,4,0,5,1,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,27,37,30,7,7,6,15,0,0,3,0,4,0,6,1,1,2,0,0,0,0,2,2,7,11,,,1,27,37,27,10,0,1,0,1
BAL196104140,evt,1961-04-14,0,BAL11,R,1,BAL,MIN,1,0,1,0,1,34,32,2,5,7,0,1,0,0,2,,2,0,12,0,0,0,0,1,0,0,5,1,1,0,0,0,1,0,1,0,27,37,33,3,2,8,10,2,0,0,0,1,0,10,1,1,1,1,0,0,0,3,0,8,7,,,1,27,38,27,10,1,1,0,0
BAL196104150,evt,1961-04-15,0,BAL11,R,1,BAL,MIN,1,1,0,0,1,41,37,8,12,19,2,1,1,0,6,,4,0,4,1,0,0,0,0,0,0,9,1,1,1,1,0,0,1,0,0,27,33,27,0,0,5,5,0,0,0,0,6,0,4,3,0,0,0,0,2,0,0,0,12,6,,,1,27,42,27,15,0,4,0,1
BAL196104161,evt,1961-04-16,1,BAL11,R,1,BAL,MIN,1,0,1,0,1,42,41,5,14,20,3,0,1,0,5,,1,0,3,0,0,0,0,0,0,0,10,1,1,0,0,0,1,0,1,0,27,44,37,10,9,10,21,2,0,3,1,7,0,11,1,0,0,0,0,0,0,4,1,7,8,,,1,27,36,27,8,1,1,0,0
BAL196104162,evt,1961-04-16,2,BAL11,R,1,BAL,MIN,1,0,1,0,1,42,36,4,7,8,1,0,0,0,3,,5,1,3,1,0,0,1,0,0,0,5,1,1,0,0,0,1,0,1,0,33,47,40,6,6,13,23,2,1,2,0,4,0,5,2,0,3,0,0,0,0,2,0,8,13,,,1,33,48,33,15,0,3,0,0
BAL196104210,evt,1961-04-21,0,BAL11,R,1,BAL,NYA,1,0,1,0,1,34,33,2,7,10,3,0,0,0,2,,1,0,4,1,0,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,27,35,31,4,4,8,12,1,0,1,0,2,0,8,2,0,1,1,0,0,0,0,0,7,9,,,1,27,38,27,10,1,2,0,0
BAL196104221,evt,1961-04-22,1,BAL11,R,1,BAL,NYA,1,1,0,0,1,33,25,5,6,16,0,2,2,0,4,,7,0,2,3,0,1,0,0,1,0,4,1,1,0,0,0,1,1,0,0,27,38,36,3,3,10,11,1,0,0,0,1,0,4,1,0,0,1,0,0,0,2,1,10,10,,,1,27,41,27,12,2,1,0,0
BAL196104222,evt,1961-04-22,2,BAL11,R,1,BAL,NYA,1,0,0,1,1,30,29,5,9,19,1,0,3,0,5,,1,0,3,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,21,32,29,5,5,9,13,1,0,1,1,3,0,4,0,0,0,0,0,0,0,3,2,8,8,,,1,21,32,21,11,0,0,0,0
