game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
NLS202107130,evt,2021-07-13,0,,A,0,ALS,NLS,1,1,0,0,1,38,34,5,9,18,3,0,2,0,5,,2,0,12,1,0,0,0,0,0,0,6,1,1,0,0,0,1,1,0,1,27,37,33,2,1,8,12,1,0,1,0,4,0,3,1,0,0,0,0,0,0,0,0,13,9,143,89,1,27,40,27,13,0,1,0,1
ANA202104010,evt,2021-04-01,0,ANA01,R,1,ANA,CHA,1,1,0,0,1,34,30,4,6,9,0,0,1,0,4,,4,0,10,1,0,0,0,0,0,0,6,1,1,0,0,0,1,1,0,1,27,35,33,3,3,7,12,2,0,1,0,2,0,10,0,0,0,0,0,1,0,0,0,10,6,125,83,1,27,37,27,10,0,0,0,0
ANA202104020,evt,2021-04-02,0,ANA01,R,1,ANA,CHA,1,0,1,0,1,40,35,8,8,17,1,1,2,0,6,,5,1,12,1,0,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,27,45,40,12,12,13,21,2,0,2,1,5,0,11,0,0,0,0,0,2,0,6,2,11,5,173,121,1,27,40,27,12,1,0,0,0
ANA202104030,evt,2021-04-03,0,ANA01,R,1,ANA,CHA,1,1,0,0,1,35,33,5,9,14,0,1,1,0,4,,2,0,11,1,0,0,0,1,0,0,6,1,1,0,0,0,1,1,0,0,27,39,35,3,3,9,13,1,0,1,0,3,0,10,1,1,0,0,0,0,0,1,0,13,3,144,97,1,27,42,27,15,0,1,0,0
ANA202104040,evt,2021-04-04,0,ANA01,R,1,ANA,CHA,1,1,0,0,1,41,33,7,10,19,0,0,3,0,7,,5,0,5,0,1,1,1,0,0,0,9,1,1,0,0,0,1,1,0,0,27,41,33,4,1,5,5,0,0,0,0,6,0,12,0,1,1,0,0,1,0,2,0,9,6,163,98,1,27,39,27,9,3,0,0,1
ANA202104050,evt,2021-04-05,0,ANA01,R,1,ANA,HOU,1,1,0,0,1,41,34,7,10,13,0,0,1,0,7,,5,1,3,0,1,0,1,0,0,0,10,1,1,0,0,0,1,1,0,1,27,44,39,6,6,11,15,1,0,1,0,5,0,9,0,0,0,0,0,1,1,4,1,12,6,190,112,1,27,40,27,13,0,0,0,0
ANA202104060,evt,2021-04-06,0,ANA01,R,1,ANA,HOU,1,0,1,0,1,33,32,2,7,11,1,0,1,0,2,,1,0,6,2,0,0,0,1,0,0,4,1,1,0,0,0,1,0,1,0,27,36,34,4,4,7,17,1,0,3,0,2,0,15,1,0,0,0,0,0,0,0,0,5,6,150,106,1,27,35,27,6,2,1,0,0
TOR202104080,evt,2021-04-08,0,DUN01,R,0,ANA,TOR,1,1,0,0,1,47,43,7,11,18,4,0,1,0,7,,3,0,11,0,0,1,0,1,0,0,9,1,1,0,0,0,1,1,0,1,33,42,39,5,5,7,14,1,0,2,0,3,0,14,0,0,0,0,0,0,0,0,0,9,9,187,110,1,33,43,33,10,0,0,0,0
TOR202104090,evt,2021-04-09,0,DUN01,R,0,ANA,TOR,1,1,0,0,1,42,36,7,9,17,2,0,2,0,6,,5,0,7,1,1,0,0,0,0,0,8,1,1,0,0,0,1,1,0,0,27,37,32,1,1,5,6,1,0,0,0,4,0,12,0,1,0,0,0,2,0,2,0,5,10,158,103,1,27,32,27,5,0,0,0,0
TOR202104100,evt,2021-04-10,0,DUN01,R,0,ANA,TOR,1,0,1,0,1,34,31,1,6,11,0,1,1,0,1,,3,0,10,2,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,24,48,39,15,13,14,18,4,0,0,0,9,0,6,1,0,0,0,0,3,0,2,0,8,9,194,114,1,24,37,24,10,3,1,0,0
