game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
BOS190304201,box,1903-04-20,1,,R,1,BOS,PHA,1,1,0,0,1,,32,9,10,12,2,0,0,,7,,2,-11,9,-11,1,3,-11,0,-11,0,5,1,1,0,0,0,1,1,0,1,27,0,34,4,0,12,14,2,0,0,0,3,-10,4,-10,0,0,-10,0,0,0,0,0,0,0,,,1,27,48,27,20,1,1,0,0
BOS190304202,box,1903-04-20,2,,R,1,BOS,PHA,1,0,1,0,1,,43,7,16,26,4,3,0,,7,,0,-11,5,-11,0,0,-11,1,-11,0,9,1,1,0,0,0,1,0,1,0,27,0,39,10,0,12,22,0,5,0,0,0,-10,9,-10,1,0,-10,0,1,0,0,0,0,0,,,1,27,42,27,12,3,0,0,0
PHA190304220,box,1903-04-22,0,,R,0,BOS,PHA,1,0,1,0,1,,33,1,4,4,0,0,0,,1,,1,-9,-9,-9,0,0,-9,0,-9,0,6,1,1,1,0,0,0,0,1,0,24,36,35,6,0,12,18,3,0,1,0,0,-9,2,-9,0,1,-9,0,0,0,0,0,0,0,,,1,24,34,24,9,1,0,0,0
PHA190304230,box,1903-04-23,0,,R,0,BOS,PHA,1,0,1,0,1,,34,4,6,10,0,2,0,,3,,5,-11,-7,-11,0,0,-11,0,-11,0,8,1,1,0,0,0,1,0,1,0,24,0,32,7,0,13,15,2,0,0,0,0,-9,0,-9,0,3,-9,0,0,0,0,0,0,0,,,1,24,41,24,13,4,1,0,1
PHA190304240,box,1903-04-24,0,,R,0,BOS,PHA,1,1,0,0,1,,30,2,6,10,4,0,0,,1,,0,-10,4,-10,0,1,-10,1,-10,0,2,1,1,1,0,0,0,1,0,0,27,31,30,1,0,6,7,1,0,0,0,0,-9,7,-9,0,1,-9,0,0,0,0,0,0,0,,,1,27,44,27,16,1,1,0,0
PHA190304250,box,1903-04-25,0,,R,0,BOS,PHA,1,1,0,0,1,,37,4,11,17,4,1,0,,3,,2,-9,-5,-9,0,0,-9,1,-9,0,8,1,1,1,1,0,0,1,0,0,27,33,29,0,0,4,6,2,0,0,0,3,-9,4,-9,0,1,-9,0,0,0,0,0,0,0,,,1,27,38,27,11,0,0,0,0
WS1190304270,box,1903-04-27,0,,R,0,BOS,WS1,1,0,1,0,1,,35,3,11,14,3,0,0,,3,,0,-12,-9,-12,0,1,-12,4,-12,0,6,1,1,1,0,0,0,0,1,0,24,35,31,6,0,9,14,3,1,0,0,3,-9,-9,-9,0,1,-9,0,0,0,0,0,0,0,,,1,24,37,24,11,2,0,0,0
WS1190304280,box,1903-04-28,0,,R,0,BOS,WS1,1,1,0,0,1,,37,11,13,25,2,2,2,,9,,3,-9,-9,-9,0,2,-9,1,-9,0,4,1,1,1,0,0,0,1,0,0,27,37,36,4,0,9,12,0,0,1,0,0,-12,3,-12,1,0,-12,0,1,0,0,0,0,0,,,1,27,41,27,12,2,2,0,0
WS1190304290,box,1903-04-29,0,,R,0,BOS,WS1,1,0,1,0,1,,37,5,9,14,3,1,0,,4,,1,-9,-9,-9,1,0,-9,4,-9,0,6,1,1,1,0,0,0,0,1,0,24,39,28,9,0,8,15,0,2,1,0,9,-9,-8,-9,0,2,-9,0,0,0,0,0,0,0,,,1,24,36,24,10,2,2,0,0
BOS190304300,box,1903-04-30,0,,R,1,BOS,PHA,1,0,1,0,1,,34,2,8,9,1,0,0,,2,,1,-10,6,-10,0,0,-10,1,-10,0,6,1,1,1,0,0,0,0,1,0,27,44,38,12,0,12,23,2,0,3,0,5,-9,3,-9,1,0,-9,0,0,0,0,0,0,0,,,1,27,43,27,14,2,1,0,0
BOS190305010,box,1903-05-01,0,,R,1,BOS,PHA,1,1,0,0,1,,28,4,7,12,2,0,1,,3,,2,-9,5,-9,1,2,-9,1,-9,0,5,1,1,1,0,0,0,1,0,0,27,35,32,2,0,8,14,3,0,1,0,2,-11,4,-11,0,1,-11,0,1,0,0,0,0,0,,,1,27,48,27,19,2,4,0,0
BOS190305020,box,1903-05-02,0,,R,1,BOS,PHA,1,0,1,0,1,,31,0,5,6,1,0,0,,0,,2,-11,6,-11,2,1,-11,1,-11,0,9,1,1,1,0,0,0,0,1,0,27,38,34,3,0,8,12,1,0,1,0,3,-9,6,-9,1,0,-9,0,0,0,0,0,0,0,,,1,27,40,27,12,1,1,0,1
