game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
ALS197907170,evt,1979-07-17,0,SEA02,A,1,ALS,NLS,1,0,1,0,1,42,35,6,10,16,3,0,1,0,5,,5,2,5,0,1,1,0,0,0,0,9,1,1,0,0,0,1,0,1,0,27,42,35,7,7,10,18,3,1,1,0,6,1,5,2,0,0,1,0,0,1,3,1,8,12,,,1,27,37,27,10,0,2,0,0
HOU197904060,evt,1979-04-06,0,HOU02,R,0,ATL,HOU,1,0,1,0,1,36,32,1,7,7,0,0,0,0,0,,4,0,9,3,0,0,0,0,0,0,8,1,1,1,0,0,0,0,1,0,24,29,26,2,2,3,4,1,0,0,0,2,0,5,0,0,1,0,0,1,0,0,0,8,10,,,1,24,31,24,7,0,0,0,0
HOU197904070,evt,1979-04-07,0,HOU02,R,0,ATL,HOU,1,0,1,0,1,29,27,0,0,0,0,0,0,0,0,,2,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,24,36,35,6,5,11,16,1,2,0,0,0,0,4,0,0,1,0,0,0,0,1,1,9,9,,,1,24,36,24,10,2,0,0,0
HOU197904080,evt,1979-04-08,0,HOU02,R,0,ATL,HOU,1,0,1,0,1,31,31,0,5,5,0,0,0,0,0,,0,0,7,1,0,0,0,1,0,0,4,1,1,0,0,0,1,0,1,0,24,30,30,2,2,7,8,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,9,,,1,24,35,24,10,1,0,0,0
ATL197904090,evt,1979-04-09,0,ATL01,R,1,ATL,CIN,1,0,1,0,1,35,33,4,7,13,0,0,2,0,4,,2,0,12,0,0,0,0,0,1,0,4,1,1,0,0,0,1,0,1,0,27,44,33,9,8,11,20,1,1,2,0,6,0,3,2,0,2,3,0,0,0,4,1,10,10,,,1,27,41,27,12,2,2,0,0
ATL197904100,evt,1979-04-10,0,ATL01,R,1,ATL,CIN,1,1,0,0,1,38,30,6,10,15,2,0,1,0,5,,5,0,1,0,0,3,0,2,1,0,8,1,1,0,0,0,1,1,0,1,27,42,39,4,3,14,18,4,0,0,0,2,1,5,1,0,1,0,0,1,0,0,0,10,9,,,1,27,42,27,13,2,1,0,1
ATL197904110,evt,1979-04-11,0,ATL01,R,1,ATL,CIN,1,0,1,0,1,39,35,5,9,16,1,0,2,0,4,,4,0,3,1,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,27,47,40,9,9,13,20,4,0,1,1,6,3,6,1,1,0,0,0,1,0,0,0,10,9,,,1,27,41,27,11,3,2,0,0
LAN197904120,evt,1979-04-12,0,LOS03,R,0,ATL,LAN,1,1,0,0,1,45,37,10,14,21,1,0,2,0,9,,5,1,6,0,0,2,1,0,1,0,8,1,1,1,0,0,0,1,0,0,27,33,31,2,2,4,7,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,6,16,,,1,27,32,27,5,0,0,0,0
LAN197904130,evt,1979-04-13,0,LOS03,R,0,ATL,LAN,1,1,0,0,1,40,33,2,11,11,0,0,0,0,2,,3,0,3,0,1,2,1,0,1,0,11,1,1,0,0,0,1,1,0,1,27,35,34,1,1,8,9,1,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,11,9,,,1,27,37,27,10,0,1,0,0
LAN197904140,evt,1979-04-14,0,LOS03,R,0,ATL,LAN,1,0,1,0,1,35,30,5,7,11,1,0,1,0,5,,3,0,6,1,1,1,0,0,1,0,3,1,1,0,0,0,1,0,1,0,24,34,28,6,6,7,8,1,0,0,0,5,0,4,2,0,1,0,0,0,0,1,1,7,10,,,1,24,36,24,10,2,2,0,1
LAN197904150,evt,1979-04-15,0,LOS03,R,0,ATL,LAN,1,1,0,0,1,41,33,11,10,14,1,0,1,0,9,,4,1,3,0,0,2,2,2,0,0,3,1,1,0,0,0,1,1,0,1,27,41,37,4,4,10,14,1,0,1,0,4,0,4,2,0,0,0,0,0,0,2,1,9,12,,,1,27,40,27,11,2,2,0,0
