game.key,game.source,game.date,game.number,site.key,season.phase,team.alignment,team.key,opponent.key,R_G,R_W,R_L,R_T,B_G,B_PA,B_AB,B_R,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_GW,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_XI,B_LOB,P_G,P_GS,P_CG,P_SHO,P_CSHO,P_GF,P_W,P_L,P_SV,P_OUT,P_TBF,P_AB,P_R,P_ER,P_H,P_TB,P_2B,P_3B,P_HR,P_HR4,P_BB,P_IBB,P_SO,P_GDP,P_HP,P_SH,P_SF,P_XI,P_WP,P_BK,P_IR,P_IRS,P_GO,P_AO,P_PITCH,P_STRIKE,F_G,F_OUT,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB
NLS200907140,evt,2009-07-14,0,STL10,A,0,ALS,NLS,1,1,0,0,1,37,34,4,8,11,1,1,0,0,3,,1,1,3,1,1,0,1,0,0,0,6,1,1,0,0,0,1,1,0,1,27,33,32,3,2,5,6,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,12,10,108,72,1,27,40,27,12,1,0,0,0
ANA200904060,evt,2009-04-06,0,ANA01,R,1,ANA,OAK,1,1,0,0,1,34,33,3,9,13,1,0,1,0,3,,1,0,6,0,0,0,0,0,0,0,7,1,1,0,1,1,1,1,0,1,27,32,29,0,0,3,4,1,0,0,0,2,0,3,1,1,0,0,0,0,0,0,0,7,14,123,74,1,27,38,27,10,1,1,0,0
ANA200904070,evt,2009-04-07,0,ANA01,R,1,ANA,OAK,1,0,1,0,1,41,34,4,8,12,4,0,0,0,3,,6,1,6,0,0,1,0,1,1,0,10,1,1,0,0,0,1,0,1,0,27,45,43,6,6,16,20,4,0,0,0,2,0,5,0,0,0,0,0,0,0,2,1,7,14,168,112,1,27,33,27,6,0,0,0,0
ANA200904080,evt,2009-04-08,0,ANA01,R,1,ANA,OAK,1,0,1,0,1,39,34,4,9,10,1,0,0,0,4,,3,0,9,1,0,0,2,1,0,0,8,1,1,0,0,0,1,0,1,0,27,46,42,6,6,15,15,0,0,0,0,4,0,9,1,0,0,0,0,2,0,2,1,8,9,167,106,1,27,35,27,8,0,1,0,0
ANA200904100,evt,2009-04-10,0,ANA01,R,1,ANA,BOS,1,1,0,0,1,40,32,6,10,12,2,0,0,0,6,,6,1,5,1,1,0,1,4,0,0,10,1,1,0,0,0,1,1,0,1,27,35,31,3,1,7,8,1,0,0,0,3,0,10,2,0,0,1,0,0,0,2,1,4,11,132,86,1,27,36,27,7,2,2,0,0
ANA200904110,evt,2009-04-11,0,ANA01,R,1,ANA,BOS,1,0,1,0,1,38,34,4,8,20,3,0,3,0,4,,4,0,4,1,0,0,0,1,0,0,7,1,1,0,0,0,1,0,1,0,27,35,32,5,5,8,18,1,0,3,0,3,0,2,2,0,0,0,0,0,0,0,0,8,14,117,69,1,27,38,27,11,0,2,0,0
ANA200904120,evt,2009-04-12,0,ANA01,R,1,ANA,BOS,1,1,0,0,1,34,31,5,10,15,0,1,1,0,5,,3,0,6,1,0,0,0,1,1,0,5,1,1,0,0,0,1,1,0,1,27,41,34,4,3,9,16,1,0,2,0,6,1,7,2,1,0,0,0,0,0,2,0,7,10,161,93,1,27,40,27,11,2,2,0,0
SEA200904140,evt,2009-04-14,0,SEA03,R,0,ANA,SEA,1,0,1,0,1,43,35,2,7,12,2,0,1,0,2,,6,1,5,1,1,1,0,0,0,0,11,1,1,0,0,0,1,0,1,0,27,36,31,3,2,7,8,1,0,0,0,3,0,6,1,0,2,0,0,0,0,1,0,12,6,131,83,1,27,41,27,13,1,1,0,0
SEA200904150,evt,2009-04-15,0,SEA03,R,0,ANA,SEA,1,0,1,0,1,36,35,3,8,14,3,0,1,0,3,,0,0,7,0,0,1,0,1,0,0,6,1,1,0,0,0,1,0,1,0,24,44,35,11,11,15,27,3,0,3,1,6,0,4,1,0,2,1,0,1,0,4,2,10,6,150,93,1,24,38,24,13,1,1,0,0
SEA200904160,evt,2009-04-16,0,SEA03,R,0,ANA,SEA,1,1,0,0,1,39,38,5,10,11,1,0,0,0,5,,1,0,6,0,0,0,0,1,0,0,7,1,1,0,0,0,1,1,0,0,27,32,30,1,1,4,4,0,0,0,0,1,1,4,1,1,0,0,0,1,0,0,0,12,10,114,72,1,27,38,27,11,0,1,0,0
MIN200904170,evt,2009-04-17,0,MIN03,R,0,ANA,MIN,1,0,1,0,1,45,38,9,12,13,1,0,0,0,9,,5,2,6,0,0,1,1,4,0,0,9,1,1,0,0,0,1,0,1,0,24,41,35,11,10,13,24,3,1,2,1,5,1,8,0,0,0,1,0,1,0,5,4,6,9,156,93,1,24,32,24,7,1,0,0,0
MIN200904180,evt,2009-04-18,0,MIN03,R,0,ANA,MIN,1,0,1,0,1,36,34,2,7,11,1,0,1,0,2,,2,0,6,0,0,0,0,2,0,0,7,1,1,0,0,0,1,0,1,0,24,42,36,9,6,12,14,2,0,0,0,6,0,4,0,0,0,0,0,1,0,4,2,11,8,157,88,1,24,37,24,12,1,0,0,1
MIN200904190,evt,2009-04-19,0,MIN03,R,0,ANA,MIN,1,0,1,0,1,32,30,1,4,4,0,0,0,0,1,,2,0,6,1,0,0,0,1,0,0,4,1,1,0,0,0,1,0,1,0,24,33,32,3,3,10,11,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,13,7,109,64,1,24,38,24,14,0,1,0,0
ANA200904210,evt,2009-04-21,0,ANA01,R,1,ANA,DET,1,1,0,0,1,36,31,4,10,14,1,0,1,0,4,,4,0,5,0,0,0,1,0,1,0,8,1,1,0,0,0,1,1,0,1,27,36,34,3,3,8,15,1,0,2,0,1,0,8,1,1,0,0,0,0,0,0,0,4,13,134,93,1,27,34,27,6,1,1,0,0
ANA200904220,evt,2009-04-22,0,ANA01,R,1,ANA,DET,1,0,1,0,1,45,39,10,16,24,5,0,1,0,10,,5,0,7,3,0,1,0,0,0,0,8,1,1,0,0,0,1,0,1,0,27,47,40,12,12,18,26,2,0,2,0,4,0,3,2,0,3,0,0,0,0,3,3,8,11,187,113,1,27,41,27,13,1,2,0,0
ANA200904230,evt,2009-04-23,0,ANA01,R,1,ANA,DET,1,1,0,0,1,43,40,10,15,19,1,0,1,0,7,,3,0,5,0,0,0,0,2,0,0,9,1,1,0,0,0,1,1,0,0,27,37,33,5,4,7,10,0,0,1,0,4,0,3,2,0,0,0,0,0,0,6,5,10,11,130,73,1,27,38,27,10,1,2,0,0
